"person_id","visits_raw_w1","visits_u_w1","day_range_w1","active_days_w1","count_domains_w1","visits_raw_w2","visits_u_w2","day_range_w2","active_days_w2","count_domains_w2","visits_raw_w3","visits_u_w3","day_range_w3","active_days_w3","count_domains_w3","diff_day_range_w1_w2","domain_right_w1","domain_center_w1","domain_left_w1","domain_left_w2","domain_right_w2","domain_center_w2","domain_right_w3","domain_center_w3","domain_left_w3","domain_right_mean_w1","domain_center_mean_w1","domain_left_mean_w1","domain_left_mean_w2","domain_right_mean_w2","domain_center_mean_w2","domain_right_mean_w3","domain_center_mean_w3","domain_left_mean_w3"
703,32718,19298,90,89,917,116288,46990,102,91,1378,29527,12732,77,40,635,-12,88,2,46,107,128,19,20,0,36,0.98876404494382,0.0224719101123595,0.51685393258427,1.17582417582418,1.40659340659341,0.208791208791209,0.5,0,0.9
704,75619,35311,90,90,589,51914,26912,97,92,536,32483,18560,83,83,390,-7,408,0,10,11,203,5,44,3,19,4.53333333333333,0,0.111111111111111,0.119565217391304,2.20652173913043,0.0543478260869565,0.530120481927711,0.036144578313253,0.228915662650602
705,6529,3036,25,22,191,3605,2017,95,41,180,6014,2666,94,48,153,-70,449,0,20,0,167,10,137,10,5,20.4090909090909,0,0.909090909090909,0,4.07317073170732,0.24390243902439,2.85416666666667,0.208333333333333,0.104166666666667
706,12856,6420,33,21,413,7574,4234,100,11,308,14319,7948,89,20,415,-67,87,18,78,39,200,3,237,16,105,4.14285714285714,0.857142857142857,3.71428571428571,3.54545454545455,18.1818181818182,0.272727272727273,11.85,0.8,5.25
707,189598,114682,91,91,928,97480,46983,104,103,873,34488,29206,76,76,630,-13,425,1,881,201,453,17,177,1,12,4.67032967032967,0.010989010989011,9.68131868131868,1.95145631067961,4.39805825242718,0.16504854368932,2.32894736842105,0.0131578947368421,0.157894736842105
708,94425,46154,87,62,488,104317,40771,92,62,515,80145,32572,80,57,550,-5,732,0,1,7,1063,0,828,1,13,11.8064516129032,0,0.0161290322580645,0.112903225806452,17.1451612903226,0,14.5263157894737,0.0175438596491228,0.228070175438596
709,21022,12794,62,59,575,32878,20922,99,84,1032,31453,17154,80,80,899,-37,37,0,13,28,104,2,48,5,28,0.627118644067797,0,0.220338983050847,0.333333333333333,1.23809523809524,0.0238095238095238,0.6,0.0625,0.35
710,26502,15741,90,76,262,15958,11350,93,70,298,19937,14555,81,66,347,-3,5,0,0,1,1,2,11,2,0,0.0657894736842105,0,0,0.0142857142857143,0.0142857142857143,0.0285714285714286,0.166666666666667,0.0303030303030303,0
711,94714,45004,91,89,824,83282,39224,94,92,900,33891,17661,76,76,419,-3,111,275,167,138,157,265,104,235,95,1.24719101123595,3.08988764044944,1.87640449438202,1.5,1.70652173913043,2.8804347826087,1.36842105263158,3.09210526315789,1.25
712,21548,10591,22,22,331,2849,1293,90,6,95,6794,1822,86,7,122,0,194,0,76,0,212,0,19,0,2,8.81818181818182,0,3.45454545454545,0,35.3333333333333,0,2.71428571428571,0,0.285714285714286
713,25728,20196,61,35,714,20986,19578,36,35,851,45420,30561,58,52,741,25,197,8,66,155,190,12,144,2,89,5.62857142857143,0.228571428571429,1.88571428571429,4.42857142857143,5.42857142857143,0.342857142857143,2.76923076923077,0.0384615384615385,1.71153846153846
714,31120,19443,90,84,828,23294,15212,96,74,678,67267,39543,85,85,1100,-6,546,14,66,32,389,19,3050,431,121,6.5,0.166666666666667,0.785714285714286,0.432432432432432,5.25675675675676,0.256756756756757,35.8823529411765,5.07058823529412,1.42352941176471
715,12279,7136,90,90,340,18546,11457,97,93,379,17546,10398,83,34,409,-7,57,1,6,42,61,1,42,0,7,0.633333333333333,0.0111111111111111,0.0666666666666667,0.451612903225806,0.655913978494624,0.010752688172043,1.23529411764706,0,0.205882352941176
716,6203,3704,88,66,289,12188,6677,93,80,352,8584,4416,82,55,276,-5,20,5,0,5,34,0,1,0,11,0.303030303030303,0.0757575757575758,0,0.0625,0.425,0,0.0181818181818182,0,0.2
717,17726,9493,84,84,555,51326,28217,60,60,846,83845,36691,82,82,1227,24,164,0,86,35,273,6,97,5,39,1.95238095238095,0,1.02380952380952,0.583333333333333,4.55,0.1,1.18292682926829,0.0609756097560976,0.475609756097561
718,122316,42828,90,89,1018,88622,36718,108,92,1075,101926,38444,73,73,911,-18,1128,0,481,443,4911,16,4380,9,305,12.6741573033708,0,5.40449438202247,4.81521739130435,53.3804347826087,0.173913043478261,60,0.123287671232877,4.17808219178082
719,38117,20505,64,64,815,16556,8244,90,87,344,10232,5752,83,83,295,-26,30,2,15,1,1,0,4,0,15,0.46875,0.03125,0.234375,0.0114942528735632,0.0114942528735632,0,0.0481927710843374,0,0.180722891566265
720,18540,8127,82,45,242,17817,7678,89,49,221,12256,5875,83,54,205,-7,11,0,0,0,20,0,14,7,4,0.244444444444444,0,0,0,0.408163265306122,0,0.259259259259259,0.12962962962963,0.0740740740740741
721,155737,65465,91,91,1192,50635,26504,103,91,838,28864,17225,73,73,765,-12,448,0,639,93,300,1,119,0,7,4.92307692307692,0,7.02197802197802,1.02197802197802,3.2967032967033,0.010989010989011,1.63013698630137,0,0.0958904109589041
722,63829,34544,33,33,609,51702,27278,120,39,663,22626,12228,79,21,469,-87,35,2,70,157,37,5,58,2,78,1.06060606060606,0.0606060606060606,2.12121212121212,4.02564102564103,0.948717948717949,0.128205128205128,2.76190476190476,0.0952380952380952,3.71428571428571
723,11645,5918,82,69,676,31019,16114,103,91,777,32958,16934,76,75,653,-21,11,1,13,24,592,0,785,0,15,0.159420289855072,0.0144927536231884,0.188405797101449,0.263736263736264,6.50549450549451,0,10.4666666666667,0,0.2
724,23712,10196,91,91,415,4772,2544,63,15,204,27226,9080,89,74,349,28,1649,30,81,5,46,0,444,0,19,18.1208791208791,0.32967032967033,0.89010989010989,0.333333333333333,3.06666666666667,0,6,0,0.256756756756757
725,12287,8247,83,55,315,3952,3044,57,27,101,6059,4912,25,24,153,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
726,14463,8560,61,50,412,339,150,88,4,18,10637,6032,85,51,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
727,57970,19118,39,39,596,8733,3760,95,11,264,53430,23942,74,72,727,-56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
728,64479,19242,88,56,680,3195,1300,96,91,106,89817,15557,82,57,612,-8,682,6,112,6,112,0,418,4,120,12.1785714285714,0.107142857142857,2,0.0659340659340659,1.23076923076923,0,7.33333333333333,0.0701754385964912,2.10526315789474
729,1149,476,88,49,68,46058,16818,95,88,464,50297,21281,84,84,500,-7,4,1,0,6,10,0,3,1,1,0.0816326530612245,0.0204081632653061,0,0.0681818181818182,0.113636363636364,0,0.0357142857142857,0.0119047619047619,0.0119047619047619
730,9407,5238,91,62,217,87796,45011,90,80,649,8863,4777,31,13,192,1,1,0,0,1,7,0,7,0,14,0.0161290322580645,0,0,0.0125,0.0875,0,0.538461538461538,0,1.07692307692308
731,64343,31883,88,64,560,55218,30637,91,66,538,46699,24217,82,48,480,-3,83,1,1,1,108,0,408,0,0,1.296875,0.015625,0.015625,0.0151515151515152,1.63636363636364,0,8.5,0,0
732,135471,73055,91,91,1844,135119,76039,91,91,2020,152539,88925,101,93,1873,0,261,3,533,482,905,3,708,3,250,2.86813186813187,0.032967032967033,5.85714285714286,5.2967032967033,9.94505494505495,0.032967032967033,7.61290322580645,0.032258064516129,2.68817204301075
733,30418,14553,91,90,382,6247,2904,90,81,132,17253,8162,86,77,283,1,144,0,31,2,16,0,55,0,8,1.6,0,0.344444444444444,0.0246913580246914,0.197530864197531,0,0.714285714285714,0,0.103896103896104
734,19696,11771,88,72,446,16697,7917,95,83,388,30576,13540,78,50,524,-7,652,0,6,3,309,0,317,0,14,9.05555555555556,0,0.0833333333333333,0.036144578313253,3.72289156626506,0,6.34,0,0.28
735,47724,27318,90,75,605,18468,12033,97,89,218,12014,7639,80,78,198,-7,636,16,81,5,28,116,12,8,7,8.48,0.213333333333333,1.08,0.0561797752808989,0.314606741573034,1.30337078651685,0.153846153846154,0.102564102564103,0.0897435897435897
736,13643,12767,61,61,416,2190,1895,80,17,116,6963,6341,77,44,205,-19,21,0,0,3,0,0,3,0,3,0.344262295081967,0,0,0.176470588235294,0,0,0.0681818181818182,0,0.0681818181818182
737,40707,21245,89,68,370,5772,2982,94,31,178,63487,27337,86,82,462,-5,739,1,311,26,326,0,1871,0,154,10.8676470588235,0.0147058823529412,4.57352941176471,0.838709677419355,10.5161290322581,0,22.8170731707317,0,1.8780487804878
738,6923,4022,91,84,147,1552,815,105,28,54,2580,1346,76,31,119,-14,9,0,1,0,1,0,2,0,1,0.107142857142857,0,0.0119047619047619,0,0.0357142857142857,0,0.0645161290322581,0,0.032258064516129
740,4931,2382,90,47,194,4225,2010,100,49,194,3232,1981,75,45,183,-10,0,0,2,3,5,0,14,0,4,0,0,0.0425531914893617,0.0612244897959184,0.102040816326531,0,0.311111111111111,0,0.0888888888888889
741,5707,3522,89,72,273,7784,4941,91,56,387,17028,10264,97,90,571,-2,7,0,2,8,16,0,4,0,10,0.0972222222222222,0,0.0277777777777778,0.142857142857143,0.285714285714286,0,0.0444444444444444,0,0.111111111111111
742,21097,12115,88,56,399,12834,6099,92,25,416,31460,15436,80,41,549,-4,4,0,0,0,4,0,8,0,12,0.0714285714285714,0,0,0,0.16,0,0.195121951219512,0,0.292682926829268
743,11071,6372,58,46,460,26147,16106,94,91,880,16421,9610,81,53,667,-36,154,0,8,30,124,0,82,1,1,3.34782608695652,0,0.173913043478261,0.32967032967033,1.36263736263736,0,1.54716981132075,0.0188679245283019,0.0188679245283019
744,30820,11699,25,25,348,10479,3946,109,28,181,105770,33222,78,68,290,-84,532,1,229,61,724,0,6928,4,286,21.28,0.04,9.16,2.17857142857143,25.8571428571429,0,101.882352941176,0.0588235294117647,4.20588235294118
745,45944,36069,91,50,1083,138944,106849,99,99,1787,131955,94995,90,90,1621,-8,397,19,4834,9419,3426,72,1814,18,5738,7.94,0.38,96.68,95.1414141414141,34.6060606060606,0.727272727272727,20.1555555555556,0.2,63.7555555555556
746,18295,7554,91,91,360,52960,23414,90,89,863,30187,12192,83,83,1457,1,489,0,20,3,331,0,1008,36,325,5.37362637362637,0,0.21978021978022,0.0337078651685393,3.71910112359551,0,12.144578313253,0.433734939759036,3.91566265060241
747,18685,10244,89,84,512,38176,17210,90,85,621,27389,12980,85,84,700,-1,16,0,0,4,45,0,13,0,0,0.19047619047619,0,0,0.0470588235294118,0.529411764705882,0,0.154761904761905,0,0
748,66291,32389,66,65,666,98160,52484,103,90,596,74285,30922,75,75,530,-37,23,2,11,16,249,1,214,0,39,0.353846153846154,0.0307692307692308,0.169230769230769,0.177777777777778,2.76666666666667,0.0111111111111111,2.85333333333333,0,0.52
749,22712,11354,90,88,263,8623,4161,54,43,145,1409,1089,78,28,56,36,10,0,0,0,1,0,6,0,0,0.113636363636364,0,0,0,0.0232558139534884,0,0.214285714285714,0,0
750,4353,1597,90,52,86,3597,1188,94,29,76,8344,3619,81,65,143,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
751,27669,17531,90,55,994,11641,6576,77,26,641,21707,10868,73,31,736,13,144,1,22,28,54,1,118,1,39,2.61818181818182,0.0181818181818182,0.4,1.07692307692308,2.07692307692308,0.0384615384615385,3.80645161290323,0.032258064516129,1.25806451612903
752,4724,4192,55,52,324,10595,4218,92,39,262,754,458,74,13,39,-37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
753,57808,26336,90,70,303,34629,17382,92,91,265,16864,9159,66,14,203,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
754,17628,9423,62,33,423,7465,3901,90,13,157,56119,25074,81,58,603,-28,38,1,11,5,12,0,47,1,49,1.15151515151515,0.0303030303030303,0.333333333333333,0.384615384615385,0.923076923076923,0,0.810344827586207,0.0172413793103448,0.844827586206897
755,127577,62396,91,91,684,50432,24916,102,93,493,4821,2754,81,69,214,-11,380,5,366,286,1192,0,14,0,2,4.17582417582418,0.0549450549450549,4.02197802197802,3.0752688172043,12.8172043010753,0,0.202898550724638,0,0.0289855072463768
756,113340,50327,91,91,1058,86093,38640,97,91,887,81860,37832,83,83,736,-6,43,3,9,9,57,1,46,0,3,0.472527472527473,0.032967032967033,0.0989010989010989,0.0989010989010989,0.626373626373626,0.010989010989011,0.55421686746988,0,0.036144578313253
757,118918,61333,91,91,1100,41062,25216,92,64,597,138073,61976,84,83,1029,-1,1216,197,559,154,249,79,1161,101,524,13.3626373626374,2.16483516483516,6.14285714285714,2.40625,3.890625,1.234375,13.9879518072289,1.21686746987952,6.31325301204819
758,147547,60436,90,90,1153,47558,21550,62,32,555,25233,11191,81,16,441,28,76,3,43,7,22,0,6,0,2,0.844444444444444,0.0333333333333333,0.477777777777778,0.21875,0.6875,0,0.375,0,0.125
759,43867,20957,56,56,310,27176,12680,90,55,277,50292,19818,83,47,244,-34,69,0,3,47,321,0,1939,0,58,1.23214285714286,0,0.0535714285714286,0.854545454545454,5.83636363636364,0,41.2553191489362,0,1.23404255319149
760,56747,28194,91,91,754,1949,1066,95,13,75,9003,4820,85,41,277,-4,179,2,32,1,4,0,35,1,5,1.96703296703297,0.021978021978022,0.351648351648352,0.0769230769230769,0.307692307692308,0,0.853658536585366,0.024390243902439,0.121951219512195
761,15155,7785,87,57,272,31819,14892,90,60,450,13676,7545,83,54,306,-3,8,0,0,0,55,0,33,0,4,0.140350877192982,0,0,0,0.916666666666667,0,0.611111111111111,0,0.0740740740740741
762,42526,20695,90,90,536,39236,17248,103,91,360,26721,12456,76,76,309,-13,348,8,1131,904,1173,4,442,1,714,3.86666666666667,0.0888888888888889,12.5666666666667,9.93406593406593,12.8901098901099,0.043956043956044,5.81578947368421,0.0131578947368421,9.39473684210526
764,118087,64721,91,91,775,78916,46276,96,91,684,53719,26976,83,82,723,-5,66,1,6,0,101,0,202,0,2,0.725274725274725,0.010989010989011,0.0659340659340659,0,1.10989010989011,0,2.46341463414634,0,0.024390243902439
765,27204,13927,89,87,698,23804,13281,96,83,543,22776,11212,82,75,496,-7,168,4,19,9,264,0,27,5,4,1.93103448275862,0.0459770114942529,0.218390804597701,0.108433734939759,3.18072289156627,0,0.36,0.0666666666666667,0.0533333333333333
766,74514,37905,87,87,633,154186,73659,74,74,678,25251,7538,39,8,160,13,900,5,365,527,4017,0,711,0,99,10.3448275862069,0.0574712643678161,4.19540229885058,7.12162162162162,54.2837837837838,0,88.875,0,12.375
767,10554,6162,88,61,202,34755,16139,94,91,477,4173,1991,84,14,136,-6,3,0,1,5,42,0,6,0,0,0.0491803278688525,0,0.0163934426229508,0.0549450549450549,0.461538461538462,0,0.428571428571429,0,0
768,2719,1895,45,15,129,1565,963,100,7,91,10308,5322,85,21,274,-55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
769,23212,11133,32,30,361,20414,9067,70,51,350,325,184,80,4,17,-38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
770,7479,4731,92,59,242,5187,2882,48,45,169,3081,1669,74,41,121,44,6,0,1,1,6,2,1,0,0,0.101694915254237,0,0.0169491525423729,0.0222222222222222,0.133333333333333,0.0444444444444444,0.024390243902439,0,0
771,140107,93302,92,92,1794,96756,71038,97,97,1583,116543,87116,91,91,1691,-5,246,1,262,201,1826,30,2012,0,135,2.67391304347826,0.0108695652173913,2.84782608695652,2.07216494845361,18.8247422680412,0.309278350515464,22.1098901098901,0,1.48351648351648
772,21712,11173,46,46,629,38240,19080,96,72,817,37780,19404,82,82,713,-50,200,1,2,7,227,0,262,0,34,4.34782608695652,0.0217391304347826,0.0434782608695652,0.0972222222222222,3.15277777777778,0,3.19512195121951,0,0.414634146341463
773,25758,14885,90,88,543,3594,1885,92,16,139,2418,1263,83,13,122,-2,52,0,0,0,10,0,5,0,0,0.590909090909091,0,0,0,0.625,0,0.384615384615385,0,0
774,41682,20707,90,90,526,45091,22607,95,92,484,29343,12466,82,70,309,-5,472,0,227,302,1936,5,852,0,17,5.24444444444444,0,2.52222222222222,3.28260869565217,21.0434782608696,0.0543478260869565,12.1714285714286,0,0.242857142857143
775,70199,53665,91,72,660,45821,32333,66,52,530,38469,28667,81,59,525,25,300,0,10,7,129,5,81,0,5,4.16666666666667,0,0.138888888888889,0.134615384615385,2.48076923076923,0.0961538461538462,1.3728813559322,0,0.0847457627118644
776,52406,25667,91,91,637,10155,5415,93,65,352,27463,14185,76,76,634,-2,129,0,1,5,27,0,110,0,9,1.41758241758242,0,0.010989010989011,0.0769230769230769,0.415384615384615,0,1.44736842105263,0,0.118421052631579
778,14355,7801,55,53,280,8610,4563,58,24,217,11613,5416,83,21,228,-3,42,0,1,3,58,1,53,1,13,0.792452830188679,0,0.0188679245283019,0.125,2.41666666666667,0.0416666666666667,2.52380952380952,0.0476190476190476,0.619047619047619
779,30350,22448,35,35,332,56305,40702,90,83,519,38539,29474,85,83,503,-55,126,0,107,294,972,18,206,1,17,3.6,0,3.05714285714286,3.5421686746988,11.710843373494,0.216867469879518,2.48192771084337,0.0120481927710843,0.204819277108434
780,42921,26479,63,63,679,19019,11871,92,44,515,30847,19015,82,49,506,-29,101,0,12,2,140,0,56,0,7,1.6031746031746,0,0.19047619047619,0.0454545454545455,3.18181818181818,0,1.14285714285714,0,0.142857142857143
782,6155,3009,75,21,250,27431,15030,92,90,886,5027,2437,77,16,194,-17,21,0,1,15,20,0,32,0,1,1,0,0.0476190476190476,0.166666666666667,0.222222222222222,0,2,0,0.0625
783,4597,2641,87,34,225,19975,9664,90,42,314,10222,4844,82,38,284,-3,3,0,21,0,1,0,19,0,1,0.0882352941176471,0,0.617647058823529,0,0.0238095238095238,0,0.5,0,0.0263157894736842
784,23612,12946,91,76,387,14779,7005,90,40,280,28763,14217,83,70,420,1,29,0,18,0,120,0,136,0,15,0.381578947368421,0,0.236842105263158,0,3,0,1.94285714285714,0,0.214285714285714
785,62144,48147,91,91,1261,80384,61917,94,94,1380,102317,69975,82,82,1202,-3,467,0,1263,1192,585,6,803,4,988,5.13186813186813,0,13.8791208791209,12.6808510638298,6.22340425531915,0.0638297872340425,9.79268292682927,0.0487804878048781,12.0487804878049
786,17697,7621,63,36,206,11000,5664,85,30,161,8296,3842,81,16,136,-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
787,10729,1888,86,58,132,23520,13961,103,91,508,4439,2018,77,51,118,-17,24,0,1,24,91,1,33,0,4,0.413793103448276,0,0.0172413793103448,0.263736263736264,1,0.010989010989011,0.647058823529412,0,0.0784313725490196
789,66543,23250,91,83,545,922,219,58,56,30,199176,79803,83,82,1239,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
790,19389,8424,90,90,225,16315,8500,95,90,191,15979,8364,82,79,200,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
791,9990,5099,87,70,290,23355,13327,87,81,419,5978,3079,89,21,224,0,9,0,13,48,544,9,66,0,13,0.128571428571429,0,0.185714285714286,0.592592592592593,6.71604938271605,0.111111111111111,3.14285714285714,0,0.619047619047619
792,43099,30091,91,91,955,109606,40293,92,88,970,26771,13693,29,29,460,-1,36,1,12,27,48,0,36,0,4,0.395604395604396,0.010989010989011,0.131868131868132,0.306818181818182,0.545454545454545,0,1.24137931034483,0,0.137931034482759
793,86632,37808,54,38,611,38794,17531,64,17,411,52252,23056,85,68,366,-10,51,1,43,5,31,1,16,0,8,1.34210526315789,0.0263157894736842,1.13157894736842,0.294117647058824,1.82352941176471,0.0588235294117647,0.235294117647059,0,0.117647058823529
794,39091,17545,87,85,465,43581,19930,96,88,420,37668,19745,81,75,387,-9,226,1,71,73,341,0,153,0,20,2.65882352941176,0.0117647058823529,0.835294117647059,0.829545454545455,3.875,0,2.04,0,0.266666666666667
795,7436,4971,62,62,299,17455,8782,92,86,626,19547,8969,82,82,548,-30,19,2,31,85,135,2,65,2,42,0.306451612903226,0.032258064516129,0.5,0.988372093023256,1.56976744186047,0.0232558139534884,0.792682926829268,0.024390243902439,0.51219512195122
796,98615,53797,91,91,1857,67475,8337,90,22,608,20322,5759,84,81,324,1,198,6,105,11,30,0,54,1,6,2.17582417582418,0.0659340659340659,1.15384615384615,0.5,1.36363636363636,0,0.666666666666667,0.0123456790123457,0.0740740740740741
797,32180,18067,85,82,1032,29434,16013,93,42,850,30866,15041,76,59,828,-8,106,5,36,11,24,1,48,0,9,1.29268292682927,0.0609756097560976,0.439024390243902,0.261904761904762,0.571428571428571,0.0238095238095238,0.813559322033898,0,0.152542372881356
798,11163,6337,90,89,312,3310,1068,58,18,135,4800,2663,68,62,153,32,10,1,5,1,0,0,11,0,3,0.112359550561798,0.0112359550561798,0.0561797752808989,0.0555555555555556,0,0,0.17741935483871,0,0.0483870967741935
799,64963,42148,91,91,1483,34191,21228,71,68,866,3169,2447,38,17,128,20,546,1,75,60,662,6,21,0,7,6,0.010989010989011,0.824175824175824,0.882352941176471,9.73529411764706,0.0882352941176471,1.23529411764706,0,0.411764705882353
800,34541,21677,92,92,711,6274,5587,94,88,268,17369,13524,82,82,457,-2,41,0,44,12,3,0,39,1,37,0.445652173913043,0,0.478260869565217,0.136363636363636,0.0340909090909091,0,0.475609756097561,0.0121951219512195,0.451219512195122
801,1601,621,90,86,26,5941,2509,99,71,140,2068,981,76,70,59,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
802,2541,1377,35,14,120,359,198,7,6,38,176,95,72,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
803,103793,31802,91,91,552,9913,3519,96,78,246,6386,3138,83,81,251,-5,455,1,648,54,139,0,16,0,5,5,0.010989010989011,7.12087912087912,0.692307692307692,1.78205128205128,0,0.197530864197531,0,0.0617283950617284
804,54131,23601,91,83,448,20846,10694,91,57,335,15931,7939,84,70,312,0,18,0,0,19,130,0,117,0,1,0.216867469879518,0,0,0.333333333333333,2.28070175438596,0,1.67142857142857,0,0.0142857142857143
805,52040,31133,91,89,912,12350,8519,91,55,372,4990,3874,77,25,179,0,50,1,44,11,24,1,9,0,19,0.561797752808989,0.0112359550561798,0.49438202247191,0.2,0.436363636363636,0.0181818181818182,0.36,0,0.76
806,3261,1977,29,29,145,8591,6587,89,34,493,4202,3747,81,15,274,-60,12,0,1,4,275,1,72,0,0,0.413793103448276,0,0.0344827586206897,0.117647058823529,8.08823529411765,0.0294117647058824,4.8,0,0
807,59508,33806,91,88,464,60782,32948,119,117,515,35390,28735,78,77,490,-28,37,2,18,10,93,0,35,1,21,0.420454545454545,0.0227272727272727,0.204545454545455,0.0854700854700855,0.794871794871795,0,0.454545454545455,0.012987012987013,0.272727272727273
808,85158,39742,90,90,1201,71082,33794,103,84,1208,18539,8005,76,19,404,-13,956,7,551,432,2136,3,25,14,9,10.6222222222222,0.0777777777777778,6.12222222222222,5.14285714285714,25.4285714285714,0.0357142857142857,1.31578947368421,0.736842105263158,0.473684210526316
809,182177,13027,91,43,296,56901,22161,103,66,462,957,797,71,14,108,-12,41,0,9,23,194,1,1,0,0,0.953488372093023,0,0.209302325581395,0.348484848484849,2.93939393939394,0.0151515151515152,0.0714285714285714,0,0
810,79268,25791,91,91,819,58768,28345,61,61,983,28070,13210,83,63,670,30,152,1,56,22,68,1,41,1,3,1.67032967032967,0.010989010989011,0.615384615384615,0.360655737704918,1.11475409836066,0.0163934426229508,0.650793650793651,0.0158730158730159,0.0476190476190476
811,14717,7959,69,69,436,6573,4079,99,40,240,4882,2703,77,24,228,-30,2,0,0,1,3,0,3,0,0,0.0289855072463768,0,0,0.025,0.075,0,0.125,0,0
812,211,88,51,43,18,22374,10509,94,59,683,35556,15266,84,84,668,-43,16,0,0,1,12,0,10,0,12,0.372093023255814,0,0,0.0169491525423729,0.203389830508475,0,0.119047619047619,0,0.142857142857143
813,11047,6387,90,45,415,11039,6292,90,32,351,13836,7491,84,67,345,0,61,0,45,7,201,0,66,0,6,1.35555555555556,0,1,0.21875,6.28125,0,0.985074626865672,0,0.0895522388059701
814,16654,8074,84,42,355,7892,3922,94,15,173,21274,11225,75,72,373,-10,33,0,14,8,511,0,442,0,10,0.785714285714286,0,0.333333333333333,0.533333333333333,34.0666666666667,0,6.13888888888889,0,0.138888888888889
815,1928,1347,49,35,182,3908,2204,74,43,258,950,597,30,12,92,-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
816,67006,30211,84,59,727,121966,61593,91,90,1040,23078,15743,84,55,395,-7,606,48,120,28,879,12,140,0,3,10.271186440678,0.813559322033898,2.03389830508475,0.311111111111111,9.76666666666667,0.133333333333333,2.54545454545455,0,0.0545454545454545
817,3751,1871,90,65,136,5416,2565,62,45,188,11088,3385,86,65,193,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
818,18292,9530,90,89,592,18780,10820,69,34,487,360,267,72,3,21,21,93,6,69,24,43,3,1,0,0,1.04494382022472,0.0674157303370786,0.775280898876405,0.705882352941177,1.26470588235294,0.0882352941176471,0.333333333333333,0,0
819,61735,50591,80,80,408,36721,20022,96,92,581,43862,21299,81,81,738,-16,4,0,0,5,17,1,27,0,9,0.05,0,0,0.0543478260869565,0.184782608695652,0.0108695652173913,0.333333333333333,0,0.111111111111111
822,21304,12049,34,34,540,33878,19359,91,86,663,19735,11958,82,79,469,-57,199,0,30,9,30,2,104,0,2,5.85294117647059,0,0.882352941176471,0.104651162790698,0.348837209302326,0.0232558139534884,1.31645569620253,0,0.0253164556962025
823,5336,2322,91,39,153,4800,2298,91,37,208,9121,4285,84,44,297,0,31,0,3,6,228,0,100,0,15,0.794871794871795,0,0.0769230769230769,0.162162162162162,6.16216216216216,0,2.27272727272727,0,0.340909090909091
824,5646,3351,90,51,143,120154,39653,100,92,1559,39305,15387,78,47,544,-10,55,0,1,251,831,4,476,0,20,1.07843137254902,0,0.0196078431372549,2.72826086956522,9.03260869565217,0.0434782608695652,10.1276595744681,0,0.425531914893617
825,12147,6138,27,26,278,20440,11577,104,26,266,21384,10645,83,82,347,-77,15,0,2,0,27,0,25,0,1,0.576923076923077,0,0.0769230769230769,0,1.03846153846154,0,0.304878048780488,0,0.0121951219512195
826,13672,8907,39,36,554,14320,7658,90,21,431,15949,7274,83,23,376,-51,64,0,11,11,113,2,39,0,0,1.77777777777778,0,0.305555555555556,0.523809523809524,5.38095238095238,0.0952380952380952,1.69565217391304,0,0
827,19373,4338,43,18,179,8942,1425,73,25,140,33183,5945,70,28,203,-30,3,2,8,7,4,0,9,2,7,0.166666666666667,0.111111111111111,0.444444444444444,0.28,0.16,0,0.321428571428571,0.0714285714285714,0.25
828,53965,25731,91,89,568,12019,6223,103,28,232,1258,826,43,10,46,-12,13,0,11,0,2,0,29,0,0,0.146067415730337,0,0.123595505617978,0,0.0714285714285714,0,2.9,0,0
829,18050,8918,22,15,454,11648,5986,90,9,404,5236,2161,80,6,216,-68,10,10,52,68,8,12,7,2,19,0.666666666666667,0.666666666666667,3.46666666666667,7.55555555555556,0.888888888888889,1.33333333333333,1.16666666666667,0.333333333333333,3.16666666666667
830,20444,7706,90,85,288,8388,4494,90,38,211,13727,7076,70,43,229,0,7,0,2,0,6,0,1,0,12,0.0823529411764706,0,0.0235294117647059,0,0.157894736842105,0,0.0232558139534884,0,0.27906976744186
831,40992,21224,90,85,815,22236,12098,77,68,494,40485,20022,72,69,737,13,258,0,60,4,201,1,611,1,33,3.03529411764706,0,0.705882352941177,0.0588235294117647,2.95588235294118,0.0147058823529412,8.85507246376812,0.0144927536231884,0.478260869565217
