"person_id","visits_raw_w1","visits_u_w1","day_range_w1","active_days_w1","count_domains_w1","visits_raw_w2","visits_u_w2","day_range_w2","active_days_w2","count_domains_w2","visits_raw_w3","visits_u_w3","day_range_w3","active_days_w3","count_domains_w3","diff_day_range_w1_w2","domain_right_w1","domain_center_w1","domain_left_w1","domain_left_w2","domain_right_w2","domain_center_w2","domain_right_w3","domain_center_w3","domain_left_w3","domain_right_mean_w1","domain_center_mean_w1","domain_left_mean_w1","domain_left_mean_w2","domain_right_mean_w2","domain_center_mean_w2","domain_right_mean_w3","domain_center_mean_w3","domain_left_mean_w3"
1,3545,1799,5,5,156,3276,1674,97,6,193,1393,713,82,3,89,0,3,0,0,1,6,0,2,0,0,0.6,0,0,0.166666666666667,1,0,0.666666666666667,0,0
2,29052,14879,34,34,635,43972,25085,102,75,1246,56430,26261,82,52,1421,-68,63,5,6,6,144,0,178,7,30,1.85294117647059,0.147058823529412,0.176470588235294,0.08,1.92,0,3.42307692307692,0.134615384615385,0.576923076923077
3,62215,45453,92,92,696,91299,50987,94,94,839,47912,41535,84,84,736,-2,381,0,6,9,450,1,334,0,9,4.14130434782609,0,0.0652173913043478,0.0957446808510638,4.78723404255319,0.0106382978723404,3.97619047619048,0,0.107142857142857
4,15175,9674,90,82,798,1166,576,58,15,119,6329,2891,79,30,253,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,19783,11090,89,68,483,30364,17794,89,84,480,27828,16540,85,85,486,0,70,0,6,5,86,0,95,9,10,1.02941176470588,0,0.0882352941176471,0.0595238095238095,1.02380952380952,0,1.11764705882353,0.105882352941176,0.117647058823529
6,14023,7840,32,22,324,16222,9002,98,58,501,54,32,1,1,8,-66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,7999,4033,90,46,210,11594,6259,62,58,335,8200,3297,79,22,192,28,0,0,4,3,0,0,1,0,1,0,0,0.0869565217391304,0.0517241379310345,0,0,0.0454545454545455,0,0.0454545454545455
9,110,44,35,11,20,3286,1788,95,20,112,23,18,1,1,10,-60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,101704,47498,91,91,1036,90026,40600,103,88,729,15605,6994,25,25,157,-12,1331,1,521,321,2745,3,785,0,8,14.6263736263736,0.010989010989011,5.72527472527473,3.64772727272727,31.1931818181818,0.0340909090909091,31.4,0,0.32
11,8169,3621,32,16,244,62261,24205,91,68,1124,21560,7851,89,10,344,-59,12,0,1,20,16,1,18,0,1,0.75,0,0.0625,0.294117647058824,0.235294117647059,0.0147058823529412,1.8,0,0.1
12,23343,12840,38,26,484,28349,15809,92,82,551,57926,29437,82,80,539,-54,300,0,3,119,1317,0,4874,4,257,11.5384615384615,0,0.115384615384615,1.45121951219512,16.0609756097561,0,60.925,0.05,3.2125
13,23882,12944,90,84,458,25815,14125,99,90,555,15475,9425,89,81,380,-9,34,0,3,5,61,0,10,1,2,0.404761904761905,0,0.0357142857142857,0.0555555555555556,0.677777777777778,0,0.123456790123457,0.0123456790123457,0.0246913580246914
14,90142,44912,90,88,1034,111381,60920,95,92,1351,102286,48762,83,83,765,-5,136,4,1,3,182,0,158,1,15,1.54545454545455,0.0454545454545455,0.0113636363636364,0.0326086956521739,1.97826086956522,0,1.90361445783133,0.0120481927710843,0.180722891566265
15,5590,3233,50,39,257,6190,2987,95,34,204,10072,6073,81,59,281,-45,1,0,0,0,2,0,1,0,13,0.0256410256410256,0,0,0,0.0588235294117647,0,0.0169491525423729,0,0.220338983050847
16,16946,12027,90,76,320,24375,17436,90,80,532,17360,10987,82,72,515,0,13,0,3,2,32,0,11,0,1,0.171052631578947,0,0.0394736842105263,0.025,0.4,0,0.152777777777778,0,0.0138888888888889
17,6281,3177,91,89,265,7762,3682,71,64,255,9968,5482,80,79,297,20,18,0,5,4,27,0,28,1,5,0.202247191011236,0,0.0561797752808989,0.0625,0.421875,0,0.354430379746835,0.0126582278481013,0.0632911392405063
18,3756,2531,29,29,147,17879,10892,61,58,481,24281,11274,92,88,326,-32,27,0,0,14,16,0,15,0,1,0.931034482758621,0,0,0.241379310344828,0.275862068965517,0,0.170454545454545,0,0.0113636363636364
20,77199,35430,90,87,641,905,708,39,4,61,18241,11176,74,59,475,0,463,0,98,4,2,0,70,0,11,5.32183908045977,0,1.1264367816092,1,0.5,0,1.1864406779661,0,0.186440677966102
21,56919,30816,91,91,768,40131,22405,104,89,640,68208,37960,75,74,785,-13,99,0,153,166,82,0,108,0,143,1.08791208791209,0,1.68131868131868,1.86516853932584,0.921348314606742,0,1.45945945945946,0,1.93243243243243
22,28668,16722,91,85,891,13391,7466,99,31,433,72035,24467,81,81,1047,-8,115,7,23,5,33,1,30,1,27,1.35294117647059,0.0823529411764706,0.270588235294118,0.161290322580645,1.06451612903226,0.032258064516129,0.37037037037037,0.0123456790123457,0.333333333333333
23,3664,1636,92,92,144,3656,1810,99,97,167,4501,1999,81,81,168,-7,36,0,0,0,39,0,41,0,2,0.391304347826087,0,0,0,0.402061855670103,0,0.506172839506173,0,0.0246913580246914
24,8836,4602,91,89,161,25275,14394,104,83,302,29962,20448,75,75,266,-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,28069,14464,91,90,392,66275,31667,92,92,507,19499,10024,79,77,289,-1,2,0,1,4,1,0,4,1,0,0.0222222222222222,0,0.0111111111111111,0.0434782608695652,0.0108695652173913,0,0.051948051948052,0.012987012987013,0
26,72490,46979,88,88,627,16366,11372,96,29,306,65730,38827,82,82,563,-8,267,9,6,6,135,0,162,0,10,3.03409090909091,0.102272727272727,0.0681818181818182,0.206896551724138,4.6551724137931,0,1.97560975609756,0,0.121951219512195
27,69510,36514,91,91,605,54714,21896,96,81,512,65868,25668,83,81,563,-5,14,1,1,1,168,0,134,0,5,0.153846153846154,0.010989010989011,0.010989010989011,0.0123456790123457,2.07407407407407,0,1.65432098765432,0,0.0617283950617284
28,13665,8835,90,89,285,103795,56743,96,91,837,40807,22839,94,35,512,-6,123,1,15,219,1749,0,416,5,18,1.38202247191011,0.0112359550561798,0.168539325842697,2.40659340659341,19.2197802197802,0,11.8857142857143,0.142857142857143,0.514285714285714
29,17661,7365,90,41,190,8063,3788,64,47,153,1176,497,63,12,42,26,8,0,14,2,3,2,9,0,3,0.195121951219512,0,0.341463414634146,0.0425531914893617,0.0638297872340425,0.0425531914893617,0.75,0,0.25
30,23007,10967,90,88,328,7668,4019,103,50,157,41578,20343,74,52,489,-13,88,4,72,1,5,0,61,1,26,1,0.0454545454545455,0.818181818181818,0.02,0.1,0,1.17307692307692,0.0192307692307692,0.5
31,6672,3938,90,73,189,10102,5930,90,81,348,13702,6942,82,80,355,0,4,1,1,14,5,1,2,0,19,0.0547945205479452,0.0136986301369863,0.0136986301369863,0.172839506172839,0.0617283950617284,0.0123456790123457,0.025,0,0.2375
32,13106,8324,91,74,341,15931,8495,70,58,321,9582,5173,75,41,180,21,34,0,1,0,14,0,4,0,0,0.459459459459459,0,0.0135135135135135,0,0.241379310344828,0,0.0975609756097561,0,0
33,15486,9851,82,28,375,8860,5243,103,15,274,36673,20710,73,54,786,-21,12,0,0,0,2,0,82,1,16,0.428571428571429,0,0,0,0.133333333333333,0,1.51851851851852,0.0185185185185185,0.296296296296296
34,22650,12891,91,91,414,3410,1730,95,15,83,30858,10741,108,93,213,-4,14,1,4,0,1,0,2,0,1,0.153846153846154,0.010989010989011,0.043956043956044,0,0.0666666666666667,0,0.021505376344086,0,0.010752688172043
35,22609,8682,55,55,292,21037,8476,92,32,341,21328,13178,88,81,376,-37,6,1,6,6,439,0,59,0,6,0.109090909090909,0.0181818181818182,0.109090909090909,0.1875,13.71875,0,0.728395061728395,0,0.0740740740740741
36,19640,10437,16,16,592,15670,9335,90,60,562,119796,63535,80,80,1515,-74,17,0,2,0,14,0,1071,5,21,1.0625,0,0.125,0,0.233333333333333,0,13.3875,0.0625,0.2625
37,22547,10748,43,43,368,9848,4301,91,91,171,1759,736,82,80,51,-48,47,0,0,0,47,0,37,0,0,1.09302325581395,0,0,0,0.516483516483517,0,0.4625,0,0
38,13094,8196,90,51,500,7402,3740,85,21,216,11076,3828,78,16,254,5,57,0,9,0,263,0,131,0,11,1.11764705882353,0,0.176470588235294,0,12.5238095238095,0,8.1875,0,0.6875
40,30991,16410,90,52,419,8830,2205,91,33,42,6595,3323,80,25,125,-1,37,0,6,0,37,0,81,0,13,0.711538461538462,0,0.115384615384615,0,1.12121212121212,0,3.24,0,0.52
41,192530,129255,91,91,901,158314,111610,94,92,1026,175905,108765,81,81,815,-3,459,1,266,29,694,10,376,1,47,5.04395604395604,0.010989010989011,2.92307692307692,0.315217391304348,7.54347826086957,0.108695652173913,4.64197530864198,0.0123456790123457,0.580246913580247
42,8742,2993,87,60,165,4333,1329,92,12,115,15227,6521,50,21,221,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,6744,4292,90,63,231,4562,2570,107,72,145,6508,3686,70,47,164,-17,19,0,1,1,16,0,4,0,3,0.301587301587302,0,0.0158730158730159,0.0138888888888889,0.222222222222222,0,0.0851063829787234,0,0.0638297872340425
44,18003,8855,33,33,234,44882,20329,112,93,363,811,379,79,3,50,-79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,33150,10840,28,21,276,44264,11557,95,22,256,74207,33884,83,71,501,-67,423,0,150,217,1285,0,5054,0,314,20.1428571428571,0,7.14285714285714,9.86363636363636,58.4090909090909,0,71.1830985915493,0,4.42253521126761
46,116358,51109,91,91,753,110464,47147,110,92,708,112522,44042,71,71,653,-19,132,0,27,29,163,2,127,1,46,1.45054945054945,0,0.296703296703297,0.315217391304348,1.77173913043478,0.0217391304347826,1.7887323943662,0.0140845070422535,0.647887323943662
47,10363,5966,26,26,312,37647,19875,96,87,620,5276,3314,26,25,162,-70,168,0,0,7,199,2,17,0,2,6.46153846153846,0,0,0.0804597701149425,2.28735632183908,0.0229885057471264,0.68,0,0.08
48,994,416,90,44,63,5188,1819,111,17,131,1073,534,73,3,52,-21,3,0,0,4,0,0,1,0,0,0.0681818181818182,0,0,0.235294117647059,0,0,0.333333333333333,0,0
49,5303,2726,71,26,202,10246,5094,92,36,307,998,219,66,9,26,-21,3,1,0,25,333,0,5,0,0,0.115384615384615,0.0384615384615385,0,0.694444444444444,9.25,0,0.555555555555556,0,0
50,8865,3711,91,75,221,31367,14302,94,92,439,39432,15082,80,80,464,-3,15,0,1,2,36,0,88,0,7,0.2,0,0.0133333333333333,0.0217391304347826,0.391304347826087,0,1.1,0,0.0875
52,10503,5568,30,30,270,6055,4228,108,14,120,2587,1807,72,7,59,-78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,122364,68471,90,90,880,50736,29956,104,68,434,107061,57335,77,77,590,-14,552,8,38,5,46,2,83,2,9,6.13333333333333,0.0888888888888889,0.422222222222222,0.0735294117647059,0.676470588235294,0.0294117647058824,1.07792207792208,0.025974025974026,0.116883116883117
54,1183,1121,29,3,86,5043,4236,97,21,148,12651,10171,80,80,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,83601,43858,56,56,1660,117788,61137,95,75,1761,25241,12209,85,16,499,-39,358,16,289,494,1458,12,295,8,229,6.39285714285714,0.285714285714286,5.16071428571429,6.58666666666667,19.44,0.16,18.4375,0.5,14.3125
57,75755,39627,86,86,1639,66639,47741,95,95,1519,45827,38364,89,89,1438,-9,2787,76,881,900,4057,138,3591,74,767,32.406976744186,0.883720930232558,10.2441860465116,9.47368421052632,42.7052631578947,1.45263157894737,40.3483146067416,0.831460674157303,8.61797752808989
58,32111,15953,86,79,396,33091,14904,90,60,338,32185,15494,83,70,357,-4,223,7,23,29,581,5,497,0,12,2.82278481012658,0.0886075949367089,0.291139240506329,0.483333333333333,9.68333333333333,0.0833333333333333,7.1,0,0.171428571428571
59,14376,7089,76,43,507,1597,954,92,9,125,1052,810,84,19,106,-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,24762,12574,90,84,383,40669,23282,96,76,508,8253,4774,83,40,177,-6,62,1,26,25,38,1,1,0,16,0.738095238095238,0.0119047619047619,0.30952380952381,0.328947368421053,0.5,0.0131578947368421,0.025,0,0.4
61,10841,6491,86,57,492,1988,1317,90,8,122,26430,14919,82,73,690,-4,1,0,12,1,0,0,2,0,10,0.0175438596491228,0,0.210526315789474,0.125,0,0,0.0273972602739726,0,0.136986301369863
62,24147,12806,26,26,474,67410,33229,100,92,1538,42363,17941,80,62,718,-74,31,1,41,393,302,19,72,11,82,1.19230769230769,0.0384615384615385,1.57692307692308,4.27173913043478,3.28260869565217,0.206521739130435,1.16129032258065,0.17741935483871,1.32258064516129
63,37667,18107,66,55,535,49097,24516,97,60,587,11269,6830,91,60,286,-31,890,0,127,51,1101,25,214,0,1,16.1818181818182,0,2.30909090909091,0.85,18.35,0.416666666666667,3.56666666666667,0,0.0166666666666667
64,6884,2584,88,47,162,5910,2711,94,50,161,6624,2219,75,60,197,-6,11,0,0,0,4,0,9,0,1,0.234042553191489,0,0,0,0.08,0,0.15,0,0.0166666666666667
65,15194,9953,91,91,335,75869,53058,96,92,660,64792,46143,84,84,640,-5,5,0,10,49,10,0,25,1,96,0.0549450549450549,0,0.10989010989011,0.532608695652174,0.108695652173913,0,0.297619047619048,0.0119047619047619,1.14285714285714
66,40080,22219,90,85,504,35984,22685,90,75,657,23341,16080,83,55,425,0,38,27,33,54,27,2,31,102,22,0.447058823529412,0.317647058823529,0.388235294117647,0.72,0.36,0.0266666666666667,0.563636363636364,1.85454545454545,0.4
67,18498,10277,91,88,526,19622,10974,102,95,367,14650,6578,93,86,302,-11,7,1,10,1,6,2,8,0,5,0.0795454545454545,0.0113636363636364,0.113636363636364,0.0105263157894737,0.0631578947368421,0.0210526315789474,0.0930232558139535,0,0.0581395348837209
68,83021,36037,90,90,785,65151,27831,98,92,686,55274,26140,80,80,617,-8,1066,13,393,161,565,51,114,10,29,11.8444444444444,0.144444444444444,4.36666666666667,1.75,6.14130434782609,0.554347826086957,1.425,0.125,0.3625
69,25224,12073,90,84,681,66742,34052,63,63,1034,22111,8120,84,83,395,27,37,0,33,13,163,0,5,0,2,0.44047619047619,0,0.392857142857143,0.206349206349206,2.58730158730159,0,0.0602409638554217,0,0.0240963855421687
70,28008,16466,91,77,647,11873,7467,77,47,337,6400,5001,73,34,266,14,69,1,15,7,13,1,10,0,3,0.896103896103896,0.012987012987013,0.194805194805195,0.148936170212766,0.276595744680851,0.0212765957446809,0.294117647058824,0,0.0882352941176471
71,33613,15612,90,66,547,7309,3324,99,19,185,22717,11010,78,48,383,-9,15,0,1548,2,1,0,7,0,1665,0.227272727272727,0,23.4545454545455,0.105263157894737,0.0526315789473684,0,0.145833333333333,0,34.6875
72,107108,49553,91,85,997,90822,42392,105,89,1177,23069,10769,76,24,355,-14,283,0,6,2,227,0,57,0,1,3.32941176470588,0,0.0705882352941176,0.0224719101123595,2.55056179775281,0,2.375,0,0.0416666666666667
73,11316,5535,78,68,299,15555,9004,90,77,353,7890,4922,81,67,247,-12,6,0,0,1,6,0,10,0,11,0.0882352941176471,0,0,0.012987012987013,0.0779220779220779,0,0.149253731343284,0,0.164179104477612
74,53425,27315,91,91,913,57913,34067,93,92,1061,28817,16319,75,75,672,-2,225,0,5,4,131,0,80,0,5,2.47252747252747,0,0.0549450549450549,0.0434782608695652,1.42391304347826,0,1.06666666666667,0,0.0666666666666667
75,63117,31233,91,83,790,22183,13175,104,57,485,5946,3726,79,12,243,-13,39,0,2,2,14,0,12,0,0,0.469879518072289,0,0.0240963855421687,0.0350877192982456,0.245614035087719,0,1,0,0
76,37848,36313,53,47,737,40926,36542,64,64,822,10,5,1,1,2,-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,6548,3807,91,40,237,6006,3066,93,37,193,12610,6930,82,64,197,0,23,3,4,4,12,0,11,1,2,0.575,0.075,0.1,0.108108108108108,0.324324324324324,0,0.171875,0.015625,0.03125
78,46232,30952,91,89,1096,2328,1387,97,6,97,18288,11089,93,47,435,0,484,23,44,0,3,0,162,1,12,5.43820224719101,0.258426966292135,0.49438202247191,0,0.5,0,3.4468085106383,0.0212765957446809,0.25531914893617
79,63249,29492,90,90,589,29287,17411,87,67,538,31242,18960,83,82,409,3,770,1,348,222,1165,0,1008,1,24,8.55555555555556,0.0111111111111111,3.86666666666667,3.3134328358209,17.3880597014925,0,12.2926829268293,0.0121951219512195,0.292682926829268
80,24449,18203,87,87,495,156160,9044,91,58,386,3406,2746,90,11,160,-4,2,0,7,2,21,0,3,0,1,0.0229885057471264,0,0.0804597701149425,0.0344827586206897,0.362068965517241,0,0.272727272727273,0,0.0909090909090909
81,8548,3436,90,89,233,1417,805,95,11,68,20787,12439,82,82,525,-5,27,1,1,0,3,0,48,0,1,0.303370786516854,0.0112359550561798,0.0112359550561798,0,0.272727272727273,0,0.585365853658537,0,0.0121951219512195
82,15685,7856,50,33,218,11130,5289,99,18,148,33092,15171,87,60,291,-49,2,0,0,0,2,0,8,0,0,0.0606060606060606,0,0,0,0.111111111111111,0,0.133333333333333,0,0
83,14329,7149,90,90,193,18389,8992,92,92,223,3049,937,82,82,76,-2,2,0,6,11,9,0,10,0,4,0.0222222222222222,0,0.0666666666666667,0.119565217391304,0.0978260869565217,0,0.121951219512195,0,0.0487804878048781
84,74473,26585,91,64,1002,51776,22651,110,51,881,71944,27845,72,72,955,-19,51,1,43,35,59,3,234,1,48,0.796875,0.015625,0.671875,0.686274509803922,1.15686274509804,0.0588235294117647,3.25,0.0138888888888889,0.666666666666667
85,12693,7508,91,60,335,14205,8505,94,81,302,32889,17001,83,74,435,-3,134,0,30,42,115,1,161,8,41,2.23333333333333,0,0.5,0.518518518518518,1.41975308641975,0.0123456790123457,2.17567567567568,0.108108108108108,0.554054054054054
86,94169,42233,91,91,980,56034,32432,103,100,955,18480,11905,82,63,570,-12,1334,0,236,93,910,22,76,1,3,14.6593406593407,0,2.59340659340659,0.93,9.1,0.22,1.20634920634921,0.0158730158730159,0.0476190476190476
87,62085,29199,91,87,926,27890,13431,90,88,507,2754,1334,82,46,104,1,256,0,183,35,309,0,40,0,0,2.94252873563218,0,2.10344827586207,0.397727272727273,3.51136363636364,0,0.869565217391304,0,0
88,103113,45283,91,88,842,420,205,1,1,29,13809,3583,43,43,565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,45009,20146,30,30,660,14852,7520,95,15,353,26650,11730,82,22,430,-65,139,1,6,1,47,0,87,0,3,4.63333333333333,0.0333333333333333,0.2,0.0666666666666667,3.13333333333333,0,3.95454545454545,0,0.136363636363636
90,26231,13866,91,91,798,26059,14604,95,92,848,6268,3968,81,47,269,-4,615,9,86,81,296,9,171,11,57,6.75824175824176,0.0989010989010989,0.945054945054945,0.880434782608696,3.21739130434783,0.0978260869565217,3.63829787234043,0.234042553191489,1.21276595744681
91,39673,15175,91,91,274,34312,15117,95,92,284,21914,10676,83,82,220,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,27892,14950,88,88,546,16122,10666,92,42,412,26686,13961,84,59,561,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,84922,53334,91,91,736,7665,5938,15,15,245,7,5,1,1,4,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,11109,6155,91,68,325,17197,9777,92,73,502,15469,9075,82,78,408,-1,2,0,0,0,10,0,34,0,1,0.0294117647058824,0,0,0,0.136986301369863,0,0.435897435897436,0,0.0128205128205128
96,25166,12131,90,80,557,32893,14664,96,68,661,14782,7123,83,48,375,-6,66,0,1,3,24,0,3,0,2,0.825,0,0.0125,0.0441176470588235,0.352941176470588,0,0.0625,0,0.0416666666666667
97,30722,13921,90,90,374,35212,10533,102,92,172,59438,9844,76,72,274,-12,197,1,10,21,24,0,190,0,4,2.18888888888889,0.0111111111111111,0.111111111111111,0.228260869565217,0.260869565217391,0,2.63888888888889,0,0.0555555555555556
98,36200,18568,90,87,984,33311,17083,95,80,828,32167,13886,82,74,686,-5,1272,25,167,90,1086,20,909,5,18,14.6206896551724,0.28735632183908,1.91954022988506,1.125,13.575,0.25,12.2837837837838,0.0675675675675676,0.243243243243243
99,2599,1516,15,11,145,17690,9194,129,68,325,22239,11229,77,68,416,-114,2,0,0,119,825,0,730,3,22,0.181818181818182,0,0,1.75,12.1323529411765,0,10.7352941176471,0.0441176470588235,0.323529411764706
100,16094,8854,52,52,391,18111,9408,104,55,562,7047,3460,79,32,192,-52,3,1,5,8,16,0,2,0,0,0.0576923076923077,0.0192307692307692,0.0961538461538462,0.145454545454545,0.290909090909091,0,0.0625,0,0
101,105626,43760,91,91,547,112681,43425,96,92,534,22193,12449,82,75,298,-5,87,26,35,25,29,1,24,0,28,0.956043956043956,0.285714285714286,0.384615384615385,0.271739130434783,0.315217391304348,0.0108695652173913,0.32,0,0.373333333333333
102,48116,28090,66,62,800,16887,10708,94,21,516,19054,11165,82,19,536,-28,15,0,17,5,30,0,75,1,52,0.241935483870968,0,0.274193548387097,0.238095238095238,1.42857142857143,0,3.94736842105263,0.0526315789473684,2.73684210526316
103,23948,15048,84,74,633,9531,5374,93,22,280,4854,2942,78,16,175,-9,90,1,5,13,56,0,12,1,4,1.21621621621622,0.0135135135135135,0.0675675675675676,0.590909090909091,2.54545454545455,0,0.75,0.0625,0.25
104,25611,13284,89,74,410,21967,11619,95,84,384,16933,8346,84,74,318,-6,7,0,2,0,79,0,97,0,1,0.0945945945945946,0,0.027027027027027,0,0.94047619047619,0,1.31081081081081,0,0.0135135135135135
105,20334,10976,90,75,429,55006,26714,91,91,702,31308,17568,81,81,522,-1,7,0,21,34,421,20,243,0,24,0.0933333333333333,0,0.28,0.373626373626374,4.62637362637363,0.21978021978022,3,0,0.296296296296296
106,61270,29777,90,90,1723,33349,20579,72,68,1135,42061,20455,77,76,1221,18,335,6,159,124,239,8,172,2,81,3.72222222222222,0.0666666666666667,1.76666666666667,1.82352941176471,3.51470588235294,0.117647058823529,2.26315789473684,0.0263157894736842,1.06578947368421
107,12847,7211,85,54,259,3511,2105,76,24,131,1269,613,59,18,46,9,15,0,1,0,3,0,6,0,0,0.277777777777778,0,0.0185185185185185,0,0.125,0,0.333333333333333,0,0
108,26287,13387,90,84,510,25367,14735,104,91,488,14487,8558,79,62,357,-14,42,0,1,9,54,1,35,0,11,0.5,0,0.0119047619047619,0.0989010989010989,0.593406593406593,0.010989010989011,0.564516129032258,0,0.17741935483871
109,26488,14887,57,52,462,11073,6345,69,64,301,8895,3843,88,25,203,-12,98,0,14,6,9,0,16,38,7,1.88461538461538,0,0.269230769230769,0.09375,0.140625,0,0.64,1.52,0.28
110,45293,23693,88,88,731,24957,16236,91,77,666,15613,9020,75,44,474,-3,166,0,438,25,242,0,35,0,5,1.88636363636364,0,4.97727272727273,0.324675324675325,3.14285714285714,0,0.795454545454545,0,0.113636363636364
111,61731,24965,91,91,829,44733,18067,100,73,680,71568,26269,82,82,852,-9,915,5,77,45,788,3,1075,1,67,10.0549450549451,0.0549450549450549,0.846153846153846,0.616438356164384,10.7945205479452,0.0410958904109589,13.109756097561,0.0121951219512195,0.817073170731707
112,25387,12058,87,56,438,29829,12333,94,59,466,8796,4787,81,33,298,-7,375,4,33,6,132,3,31,0,24,6.69642857142857,0.0714285714285714,0.589285714285714,0.101694915254237,2.23728813559322,0.0508474576271186,0.939393939393939,0,0.727272727272727
113,65042,29711,90,90,669,16980,9084,91,74,351,43593,25056,75,75,666,-1,92,0,0,0,1,0,73,0,2,1.02222222222222,0,0,0,0.0135135135135135,0,0.973333333333333,0,0.0266666666666667
114,41376,30615,34,33,595,35176,22292,96,23,593,1768,1386,82,20,127,-62,5,0,8,3,0,0,1,0,0,0.151515151515152,0,0.242424242424242,0.130434782608696,0,0,0.05,0,0
115,1842,936,77,19,116,1578,661,95,74,82,28995,15979,81,38,335,-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,14071,8995,90,88,870,17286,9502,95,87,875,6845,3748,86,67,440,-5,46,0,11,0,11,0,38,2,1,0.522727272727273,0,0.125,0,0.126436781609195,0,0.567164179104478,0.0298507462686567,0.0149253731343284
117,10019,6927,55,51,261,40267,20228,92,92,413,43460,21070,82,82,405,-37,1,0,0,0,3,0,18,0,2,0.0196078431372549,0,0,0,0.0326086956521739,0,0.219512195121951,0,0.024390243902439
118,23893,16484,64,56,565,14520,6244,98,8,326,43425,27608,84,43,622,-34,30,0,1,7,11,0,25,0,0,0.535714285714286,0,0.0178571428571429,0.875,1.375,0,0.581395348837209,0,0
119,52528,20322,90,58,531,87451,28441,100,91,784,65442,21309,79,78,803,-10,157,0,11,5,242,0,607,1,15,2.70689655172414,0,0.189655172413793,0.0549450549450549,2.65934065934066,0,7.78205128205128,0.0128205128205128,0.192307692307692
120,8063,4500,90,71,389,6039,3275,102,71,254,8973,5193,88,73,199,-12,12,0,0,1,4,0,0,1,0,0.169014084507042,0,0,0.0140845070422535,0.0563380281690141,0,0,0.0136986301369863,0
121,6286,2893,88,66,208,6577,3815,94,60,276,5049,2308,84,44,198,-6,141,0,0,8,117,0,76,0,0,2.13636363636364,0,0,0.133333333333333,1.95,0,1.72727272727273,0,0
122,79629,39342,90,90,538,5795,3209,94,18,193,21513,11287,85,42,294,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,14665,6910,90,59,433,36374,17327,94,83,533,14144,6681,75,62,311,-4,45,1,6,8,15,1,15,2,35,0.76271186440678,0.0169491525423729,0.101694915254237,0.0963855421686747,0.180722891566265,0.0120481927710843,0.241935483870968,0.032258064516129,0.564516129032258
124,110977,47748,65,65,752,90323,39402,90,90,930,292,104,1,1,32,-25,92,0,1,5,153,1,1,0,0,1.41538461538462,0,0.0153846153846154,0.0555555555555556,1.7,0.0111111111111111,1,0,0
125,28677,15217,71,46,503,9141,8590,89,24,271,32127,24692,82,53,561,-18,61,1,119,65,12,8,21,1,203,1.32608695652174,0.0217391304347826,2.58695652173913,2.70833333333333,0.5,0.333333333333333,0.39622641509434,0.0188679245283019,3.83018867924528
127,7054,6638,7,7,266,47064,6369,92,6,190,4499,2413,3,3,157,0,1,0,0,0,4,0,2,0,0,0.142857142857143,0,0,0,0.666666666666667,0,0.666666666666667,0,0
129,41018,21564,90,86,547,35852,19961,89,87,688,12359,6863,83,33,314,1,55,0,29,14,275,0,134,0,2,0.63953488372093,0,0.337209302325581,0.160919540229885,3.16091954022989,0,4.06060606060606,0,0.0606060606060606
130,29101,16062,87,74,483,25796,12618,100,92,386,26972,12561,81,71,334,-13,17,0,0,1,135,0,107,0,0,0.22972972972973,0,0,0.0108695652173913,1.46739130434783,0,1.50704225352113,0,0
131,9329,5787,88,54,513,14690,7849,63,63,590,11870,6725,82,45,430,25,5,0,4,7,19,0,1,0,2,0.0925925925925926,0,0.0740740740740741,0.111111111111111,0.301587301587302,0,0.0222222222222222,0,0.0444444444444444
132,13630,6841,90,85,351,22350,11285,95,89,503,22405,10254,80,78,460,-5,9,0,0,9,24,0,11,0,3,0.105882352941176,0,0,0.101123595505618,0.269662921348315,0,0.141025641025641,0,0.0384615384615385
133,493,218,88,58,43,20757,10760,100,61,210,21824,10287,86,72,317,-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,35844,16276,91,70,452,42257,21882,91,81,442,11658,5460,75,37,224,0,45,0,2,0,75,1,36,0,0,0.642857142857143,0,0.0285714285714286,0,0.925925925925926,0.0123456790123457,0.972972972972973,0,0
