person_id,raw_visits_w0,visits_u_w0,raw_visits_w1,visits_u_w1,day_range_w1,active_days_w1,count_domains_w1,raw_visits_w2,visits_u_w2,day_range_w2,active_days_w2,count_domains_w2,raw_visits_w3,visits_u_w3,day_range_w3,active_days_w3,count_domains_w3,raw_visits_w4,visits_u_w4,diff_day_range_w1_w2
279,0,0,29014,16467,90,89,759,22151,10499,98,92,602,31817,17141,81,81,793,364,222,-8
280,0,0,40912,20042,90,90,787,18538,11740,95,58,339,22388,14496,82,82,542,64,42,-5
281,0,0,2006,853,24,6,88,1808,512,1,1,69,2067,860,41,12,67,272,114,
282,0,0,0,0,0,0,0,33607,23084,68,42,536,12394,7817,94,69,270,837,479,
283,0,0,5622,4600,21,21,371,2595,2153,90,18,174,4164,3401,82,35,244,1550,1308,-69
284,40142,36819,0,0,0,0,0,10625,8769,90,20,348,51513,44701,70,70,886,6537,4515,
285,0,0,12069,4848,90,63,135,1787,890,89,19,59,94,35,13,3,11,41,18,1
286,0,0,29087,14602,90,86,626,2887,1496,66,11,89,16238,8350,81,43,270,2555,1254,24
287,0,0,14319,9183,88,60,639,61176,31958,90,81,982,49594,23159,84,78,750,455,184,-2
288,0,0,53862,33554,90,90,961,44766,28141,74,74,772,58688,33451,73,73,1019,157,85,16
289,0,0,26243,13172,90,90,359,36839,19333,93,92,633,33258,19936,83,83,707,1077,724,-3
290,0,0,16587,7593,90,73,446,25011,6882,93,51,282,1439,833,72,16,56,255,79,-3
291,0,0,38592,19618,90,81,674,41298,21232,91,81,683,36411,21393,82,67,756,2472,1167,-1
292,0,0,34932,16787,51,51,416,435,152,97,3,21,3026,986,81,4,41,21674,6596,
293,0,0,15641,9442,90,65,366,15631,8236,92,80,331,9466,5560,73,40,260,1385,829,-2
294,0,0,2783,1564,82,24,110,4344,2034,90,24,133,8391,3552,82,27,196,1612,917,-8
295,0,0,20605,12148,91,67,295,48663,26554,92,88,403,22743,13256,82,75,293,1647,849,-1
296,0,0,71392,30751,91,85,1096,39133,17047,90,40,608,43306,22216,83,76,734,2971,1644,1
297,0,0,36356,17026,90,90,535,7258,3066,101,16,192,1874,930,83,82,81,64,41,-11
298,0,0,13800,8639,89,73,429,10740,6530,70,54,362,14556,8371,85,75,444,21,13,19
299,0,0,28452,12378,80,64,326,16494,7954,120,44,195,62172,18538,78,78,500,6518,2054,-40
300,7,7,4311,3398,66,13,328,7607,4974,90,79,529,195,138,84,14,21,203,180,-24
301,0,0,39333,21303,33,23,476,203501,73020,92,72,865,2445,1664,85,4,115,260,214,-59
302,0,0,67812,32514,90,84,562,4159,3103,95,15,86,22185,14939,75,73,342,3154,1992,-5
303,0,0,2259,1255,90,59,121,10949,6396,98,93,255,3676,2344,82,80,109,11,8,-8
304,0,0,42796,19908,91,90,401,132470,58866,96,33,1369,912,687,1,1,60,0,0,-5
305,0,0,37973,16562,90,57,509,44887,20730,91,89,587,8841,4335,84,21,202,6627,2312,-1
306,89060,65448,12441,9213,92,83,346,19841,17411,105,89,136,7954,6490,75,52,168,1318,1128,-13
307,0,0,35881,22359,90,78,1862,47049,23434,90,90,1829,2836,1315,84,3,163,6695,2846,0
308,0,0,17473,11091,88,42,678,10989,6527,95,61,429,47795,26372,90,74,1108,120,94,-7
309,0,0,19128,12205,90,76,616,46506,25014,95,78,717,58187,29697,81,72,780,3059,1702,-5
310,0,0,73353,31648,90,90,500,30079,15411,92,70,417,64421,29428,83,83,500,32,19,-2
311,0,0,58913,29175,90,86,677,53700,24296,109,90,611,67640,28813,76,74,615,93,44,-19
312,0,0,23078,20193,50,30,645,7052,5382,66,15,390,83086,63630,81,48,1143,24581,13871,-16
313,0,0,120746,60286,91,91,799,96914,50496,94,92,747,6157,4223,77,12,245,8768,4022,-3
314,0,0,3098,1504,29,22,158,12102,6036,93,76,199,21052,9531,80,78,469,4157,2380,-64
315,0,0,0,0,0,0,0,29585,14055,90,90,401,36500,16175,82,72,411,1291,781,
316,0,0,3019,1641,26,12,111,6332,3572,73,20,246,26267,15023,68,63,730,14401,8132,-47
317,0,0,4641,2518,60,28,174,2349,1403,102,10,101,122,79,1,1,24,114,89,-42
318,0,0,11793,6673,77,36,549,4996,2976,104,31,187,31723,17161,76,76,273,14085,7862,-27
319,0,0,12460,6210,90,69,274,24706,13332,95,83,347,14766,8120,84,67,383,1753,1175,-5
320,0,0,25021,13693,35,35,551,28455,16062,91,67,658,26122,14800,75,44,611,4198,2454,-56
321,0,0,6078,3296,91,85,206,36317,20555,90,65,450,12246,6966,83,42,248,7930,3962,1
322,0,0,70169,27487,90,86,764,6362,3090,93,18,132,11550,4558,84,29,191,5175,2421,-3
323,0,0,6136,3926,66,16,206,100666,45097,90,79,870,21,15,4,2,6,22,8,-24
324,0,0,25266,10370,60,50,433,9179,4152,89,23,276,10125,3887,67,34,253,68,46,-29
325,0,0,5760,5050,22,21,224,16609,12162,66,58,391,14455,12502,82,79,423,2261,1848,-44
326,0,0,34856,13939,90,88,259,31819,14659,92,91,307,43264,14123,75,72,277,3618,737,-2
327,0,0,840,397,58,51,24,388,250,85,39,22,126,73,81,9,18,39,20,-27
328,0,0,11906,6821,30,29,369,53824,25718,60,60,803,87324,33411,81,72,838,11869,4500,-30
329,0,0,27316,16052,48,47,772,7828,5107,92,27,406,12519,8208,83,76,684,7027,3495,-44
330,0,0,9888,4966,90,57,378,4711,2464,94,45,289,10152,5544,82,76,448,2148,1219,-4
331,0,0,12619,5422,87,59,141,22214,9149,91,62,194,18728,7336,75,55,195,1665,589,-4
332,75723,64786,0,0,0,0,0,7125,6176,96,46,426,103,84,1,1,20,3352,2618,
333,0,0,16311,5510,91,91,138,21566,8174,97,91,132,13636,6099,88,87,75,81,45,-6
334,0,0,35357,17212,91,87,570,42798,24488,93,86,712,18198,11423,77,63,504,7904,4221,-2
335,0,0,222537,89591,90,90,1034,258036,117803,94,92,1240,174639,91066,76,75,1047,19215,8566,-4
336,0,0,14244,8131,25,25,285,28226,16666,92,49,626,17538,13536,81,81,857,3741,2985,-67
337,0,0,66375,26596,89,89,441,32,28,1,1,6,1611,897,2,2,43,6259,2875,
338,108209,85075,0,0,0,0,0,33748,12620,93,31,328,51721,43741,80,80,521,4807,4131,
339,0,0,17914,5156,82,46,201,6629,3814,73,40,191,5949,2747,83,35,137,1459,834,9
340,0,0,35725,17180,91,91,433,35991,13282,90,69,353,12041,5893,81,52,250,3484,1590,1
341,0,0,0,0,0,0,0,1659,1063,55,12,95,3922,1812,86,14,143,2461,1256,
342,0,0,61994,30767,90,88,517,10393,6488,91,78,251,33559,20338,82,80,399,5898,3113,-1
343,340,308,14848,7001,91,91,232,23245,20200,101,101,605,44371,38511,85,85,887,5405,4243,-10
344,0,0,76269,21210,33,33,382,53051,14349,92,35,336,47727,24279,83,34,338,28669,7517,-59
345,0,0,5419,2921,91,49,302,10337,5077,63,19,213,8703,6190,79,28,251,37,28,28
346,0,0,20519,9217,88,70,292,158,91,1,1,23,65,63,15,8,20,3,3,
347,0,0,11135,6728,89,54,468,46017,23967,90,90,834,30847,18515,84,72,773,20305,7032,-1
348,0,0,11954,6424,90,85,261,4553,1598,91,75,53,26134,9396,79,62,178,2801,910,-1
349,0,0,34602,16558,85,84,895,14928,8834,119,58,672,13967,8319,75,57,574,1166,726,-34
350,0,0,35304,15543,90,80,556,119580,51688,91,91,1601,763,503,76,3,49,9348,3910,-1
351,2912,1139,70677,25396,87,54,542,35809,20837,94,60,655,27347,13620,76,29,474,7610,3592,-7
352,0,0,34420,12356,90,58,697,14666,6838,99,45,367,15427,6821,80,49,480,1406,647,-9
353,0,0,2753,2249,68,31,86,1336,1107,12,10,79,3383,2779,77,22,117,1308,801,56
354,0,0,49730,24169,90,78,521,56918,26098,90,80,542,15683,8803,82,63,297,2485,1183,0
355,0,0,74966,33505,90,90,1480,60019,26298,99,90,1032,61348,24104,80,80,967,5135,2155,-9
356,0,0,10737,5901,25,25,307,4034,2347,90,6,132,19188,10531,84,44,373,2653,1293,
357,0,0,38892,19165,90,80,1181,10862,5482,90,17,405,19900,10887,85,41,437,9687,4680,0
358,0,0,22088,19042,76,76,588,16589,13134,108,87,590,10689,8806,80,74,527,1023,785,-32
359,0,0,128795,61697,90,90,451,44284,26013,92,90,357,68285,29206,83,83,395,7369,2979,-2
360,0,0,30588,14754,90,90,391,7508,3750,107,19,186,27640,15349,78,57,386,2618,1514,-17
361,20024,17825,225465,28380,91,47,961,15347,8138,91,64,350,12424,6270,81,65,224,1055,569,0
362,0,0,17337,8723,71,45,312,9223,5551,91,45,219,3632,1915,72,24,126,78,42,-20
363,0,0,0,0,0,0,0,44698,20780,91,91,446,27903,15421,82,72,482,2249,1309,
364,84348,70604,34183,29591,92,92,723,25315,22077,94,90,507,17914,14728,84,80,417,19,16,-2
365,0,0,19005,15085,91,60,172,13833,6618,90,11,122,11373,9517,38,37,103,5671,2662,1
366,0,0,44677,28467,90,89,599,34242,22296,90,82,529,19643,13789,81,69,367,25,8,0
367,0,0,11387,4417,91,89,222,5799,2397,119,116,147,14985,6458,78,70,304,12922,5367,-28
368,0,0,27923,18666,45,45,937,34072,23047,95,89,947,21984,13013,90,44,518,3120,1612,-50
369,0,0,4472,2722,38,26,120,1296,778,99,12,79,19173,9253,88,85,372,1293,653,-61
370,0,0,7408,3987,85,47,167,2421,1511,94,6,80,54402,28711,88,39,377,12452,6671,
371,12844,9954,9407,3889,85,40,158,12702,3335,94,12,157,3732,2262,81,80,108,5678,2698,-9
372,0,0,7431,2976,89,69,140,883,602,96,10,83,14858,11900,81,78,408,46,39,-7
373,0,0,230695,50794,91,91,356,24160,5348,93,9,100,120225,25973,83,43,218,4448,2671,-2
374,0,0,20121,9514,90,83,262,42,14,1,1,8,1423,752,82,69,65,20201,206,
375,0,0,23305,12385,78,77,681,19877,9084,74,29,571,1247,644,81,3,105,339,224,4
376,2944,2381,71342,11208,91,88,768,18772,11712,65,64,683,25515,13060,81,80,689,2689,1816,26
377,0,0,42039,25780,33,33,551,102955,73434,93,92,1001,33344,21930,85,64,556,7906,4563,-60
378,0,0,56541,28397,91,91,579,27610,15865,96,92,1148,25875,14059,83,82,831,2540,1065,-5
379,0,0,47455,25908,88,80,895,54714,31755,103,89,823,28348,15397,76,38,521,5537,3629,-15
380,0,0,36338,19599,90,90,447,23766,12759,93,81,366,27975,15273,84,84,363,140,104,-3
381,0,0,142898,68138,91,91,695,136810,72214,101,92,717,131169,68424,84,84,583,12536,6522,-10
382,0,0,0,0,0,0,0,25668,12005,90,90,502,21694,10868,81,80,412,1769,872,
383,0,0,22386,12019,90,66,295,22298,13213,92,63,307,26653,14250,86,86,276,1841,960,-2
384,0,0,10118,6106,49,47,411,2884,1877,96,21,125,4822,2448,79,20,134,931,516,-47
385,0,0,0,0,0,0,0,3637,2471,17,17,177,5331,2042,82,82,301,44,24,
386,0,0,21452,13183,90,86,511,13221,8335,95,71,499,24717,13683,82,79,553,1666,984,-5
387,11333,9847,27618,21797,91,85,281,29134,23850,90,90,372,47012,39073,83,83,453,11,8,1
388,0,0,28169,13716,90,89,345,33227,18112,96,82,489,22301,10791,63,48,289,86,40,-6
389,0,0,44329,20463,52,52,648,11295,4353,90,22,288,7040,3194,82,24,168,18496,10166,-38
390,0,0,23020,10988,90,38,443,45792,24125,92,65,1035,27353,11987,80,67,561,2040,1098,-2
391,0,0,21929,11870,90,78,396,39711,18470,91,88,456,41058,18826,81,81,490,6161,3403,-1
392,0,0,24269,12994,88,74,253,72003,21284,92,92,308,66204,16041,78,72,249,7872,1718,-4
393,0,0,15147,8045,28,28,198,17002,9249,92,44,250,14035,7942,73,59,250,2216,1139,-64
394,32254,25010,31553,16767,62,53,612,36,26,1,1,11,673,329,87,12,10,205,95,
395,0,0,51377,23755,89,81,286,7748,3912,123,37,128,14050,6491,71,29,176,11,1,-34
396,0,0,44204,24464,90,90,442,67227,38440,91,91,641,79557,35504,84,84,689,5581,2812,-1
397,0,0,25277,13971,52,50,673,20881,10079,93,30,378,13989,6736,77,34,332,11419,4685,-41
398,0,0,2038,1129,89,15,73,8355,4794,112,27,236,13039,6630,65,44,241,1147,593,-23
399,0,0,22254,10399,90,90,322,22866,10474,92,89,290,30710,13046,83,83,264,2174,1101,-2
400,0,0,43530,22757,90,88,749,46086,27184,96,91,960,29102,16954,81,80,657,4935,2972,-6
401,0,0,31795,16502,91,89,678,12375,7357,103,91,418,1757,1062,85,70,100,3403,1525,-12
402,0,0,56127,26380,90,89,453,50929,24949,89,89,446,11255,5436,81,20,210,5306,2936,1
403,0,0,17003,10139,25,25,522,50022,28876,91,84,1127,53514,29728,84,83,1077,5662,3012,-66
404,0,0,17313,8773,29,29,288,15404,8542,90,53,362,18474,9946,82,65,460,11119,5960,-61
405,0,0,75015,35603,91,86,566,75180,35004,90,79,647,48152,22461,81,81,521,219,125,1
406,0,0,74066,39177,90,90,1037,75475,41244,98,91,941,79762,41479,90,89,1199,7363,3312,-8
407,0,0,77242,38207,57,57,906,96623,62315,92,92,1427,71701,50249,97,92,994,224,183,-35
408,0,0,25256,15752,89,83,742,17057,10698,96,73,521,11128,5944,79,59,408,666,376,-7
409,0,0,11831,6568,91,80,308,73129,40653,119,91,1102,43843,18898,79,49,626,23,15,-28
410,0,0,27457,13507,90,90,420,26659,13926,102,91,473,30340,13045,78,77,314,4116,2536,-12
411,0,0,32203,27765,27,20,253,8388,3355,97,17,256,23795,10967,82,67,645,3352,1526,-70
412,0,0,4524,3080,91,70,270,18366,11956,84,57,814,8565,5945,80,37,391,3551,1650,7
413,0,0,1100,730,90,31,63,689,418,71,42,56,1649,778,78,31,90,21,17,19
414,0,0,4849,2404,87,22,119,9375,4584,64,24,173,8257,3914,81,40,176,278,128,23
415,0,0,16482,9577,91,55,356,23743,13778,90,58,372,17694,10211,84,56,416,916,518,1
416,0,0,25507,13635,33,27,570,47696,24391,80,46,858,13463,7734,83,16,492,15703,9192,-47
417,0,0,90967,36062,79,72,643,25548,11775,63,37,418,52886,19568,84,67,524,23,5,16
418,0,0,12764,10386,74,71,512,6340,5355,95,86,452,15500,13205,81,81,619,1188,1036,-21
419,0,0,126694,42137,91,81,1623,62906,25426,99,59,901,90378,37103,79,77,1395,520,217,-8
420,0,0,2946,2005,89,59,136,633,448,99,40,36,1165,662,80,11,53,364,201,-10
421,0,0,53347,29028,90,90,1073,12047,8118,85,58,484,3856,2379,84,17,151,3957,1937,5
422,0,0,11157,6522,54,22,271,6283,3902,95,23,234,21672,13898,82,52,550,2648,1760,-41
423,0,0,45939,19625,90,90,594,27604,11966,95,95,388,10537,4920,82,80,210,28,21,-5
425,0,0,16370,8535,89,57,437,12204,7218,93,56,393,2285,1336,21,16,123,689,400,-4
426,0,0,10542,5816,90,67,286,1561,909,8,8,83,11548,6058,91,89,324,647,332,82
427,0,0,1116,411,76,5,46,8371,4120,109,26,143,7232,3238,18,13,134,3,2,
428,0,0,32111,14594,90,90,472,27304,13181,90,90,368,28496,13991,84,84,439,5,4,0
429,0,0,119382,68209,91,91,809,91697,60123,96,96,784,56123,41556,85,83,651,50,21,-5
430,57323,18939,0,0,0,0,0,5599,3763,98,84,141,7301,5560,80,70,165,536,386,
431,0,0,420,193,91,23,35,8837,5616,91,43,269,676,375,84,39,42,354,233,0
432,0,0,622,288,88,16,34,708,413,89,27,42,3471,1974,80,53,99,3,3,-1
433,0,0,37435,19490,90,90,744,45740,24143,94,91,640,24278,14575,86,72,559,5565,2861,-4
434,0,0,4155,2153,83,20,161,67053,40444,99,92,685,11183,5089,88,18,248,4896,2447,-16
435,0,0,34486,17047,35,34,411,15156,10284,104,19,240,58083,36036,81,80,573,5672,3256,-69
436,0,0,18079,8103,91,85,398,46977,18964,91,91,675,17409,8864,80,63,456,4,1,0
437,20,17,1206,1095,55,6,66,18319,10007,90,36,219,47524,21622,85,84,323,296,187,
438,0,0,18635,8847,80,36,312,39077,22718,90,90,554,5,2,1,1,2,8497,4143,-10
439,0,0,29691,12708,90,71,326,2873,1315,46,19,110,11818,5567,82,45,192,337,199,44
440,0,0,9387,3371,9,9,134,4628,1715,128,7,97,18503,10832,87,35,248,12731,5255,-119
441,0,0,30888,12375,90,86,513,14216,7666,98,72,332,42327,12698,82,82,713,18,10,-8
442,0,0,59715,29286,91,91,1129,95432,52812,128,125,1526,88645,42056,84,81,1061,16914,7080,-37
443,0,0,61473,18433,45,45,482,77385,28918,98,90,563,160370,43594,82,77,469,7810,3340,-53
444,0,0,66993,34414,89,84,789,43591,23709,120,62,667,52330,27430,92,80,755,3854,1920,-31
445,0,0,1836,769,67,66,93,3379,1723,94,36,127,1877,661,77,55,84,440,192,-27
446,0,0,27766,11339,41,41,450,11451,5504,91,32,273,7430,3868,84,63,305,19,7,-50
447,8785,6519,31127,24822,63,63,625,38504,23879,104,95,684,86,68,1,1,9,6,2,-41
448,0,0,65102,30709,90,87,708,1317,758,11,11,76,41090,23855,77,67,559,20248,8195,79
449,0,0,8452,4345,44,44,250,3154,1865,96,48,141,2147,1153,85,84,126,288,161,-52
450,48801,39519,27160,22769,91,56,678,35998,29355,92,61,652,8148,6629,81,57,255,968,613,-1
451,0,0,4802,2471,90,84,127,1849,1206,55,21,93,8975,5210,82,82,228,2060,1105,35
452,0,0,23111,10845,84,62,376,2037,1410,88,9,80,409,167,89,55,33,62,33,-4
453,0,0,17615,8480,90,86,389,55717,21874,94,54,383,87117,27756,78,56,318,7557,2998,-4
454,3655,2942,37984,31643,91,91,858,35520,31175,46,46,772,118495,74537,83,76,1259,7,7,45
455,0,0,13228,8192,86,73,461,8223,4538,92,42,290,3911,2731,85,34,160,1953,1119,-6
456,78343,65981,0,0,0,0,0,24,4,1,1,3,8,3,1,1,2,3572,2757,
457,0,0,22305,9997,35,25,244,47037,22513,93,51,349,120,63,1,1,11,1324,1157,-58
458,0,0,5601,2529,87,47,277,20515,12194,89,55,458,9198,5289,39,19,249,10175,4822,-2
459,0,0,37253,16721,91,91,570,3035,922,93,16,80,15687,4669,84,84,228,1020,572,-2
460,2321,923,0,0,0,0,0,3112,1282,107,6,107,894,376,1,1,47,0,0,
461,0,0,49285,28877,90,89,517,124248,58412,94,92,701,51448,23413,23,23,370,17725,7981,-4
462,0,0,1976,1240,91,52,85,207,124,1,1,22,3777,2605,81,9,87,166,122,
463,0,0,14007,7033,85,84,502,11814,7575,105,47,521,55133,30696,75,75,1245,8823,5500,-20
464,0,0,47057,21374,91,91,507,28148,13908,96,92,451,22512,11990,83,76,377,28,14,-5
465,3,3,2423,1970,66,29,216,21718,16432,103,90,729,94,76,1,1,15,2,2,-37
466,492,416,27946,25590,92,81,514,25550,23576,25,25,482,13005,10287,78,32,279,186,128,67
467,0,0,47998,26703,91,91,565,46801,29584,91,91,557,42109,24985,82,82,453,66,39,0
468,2025,1709,0,0,0,0,0,11145,9533,95,52,378,4454,3518,81,25,272,27,25,
469,73895,35405,72741,31752,91,80,579,101047,22350,105,66,434,6788,3958,82,40,203,10,9,-14
470,0,0,1820,802,87,56,59,10929,6352,92,60,287,2418,1258,90,21,111,15410,9291,-5
471,0,0,7419,4635,89,24,239,2825,1844,49,15,125,6784,3907,89,49,227,17,5,40
472,0,0,69815,29752,91,91,603,27696,12941,94,81,426,46715,20751,82,82,550,195,105,-3
473,0,0,15396,9172,91,91,569,31708,16926,93,92,596,24474,13722,85,85,632,5989,3571,-2
475,0,0,0,0,0,0,0,18248,2177,49,21,180,14676,6417,72,66,309,677,409,
476,0,0,3853,1287,90,68,151,19258,8787,96,42,406,35734,15347,83,33,493,14415,6061,-6
477,0,0,6697,3340,50,20,170,1606,1104,89,12,80,30778,20519,82,64,409,9,1,-39
478,0,0,22379,10787,90,90,473,3593,2043,100,81,249,9627,5972,78,66,491,1509,1102,-10
479,0,0,38444,13442,85,39,245,2799,1667,88,13,99,2435,1119,77,17,78,29,16,-3
480,0,0,9399,5401,28,25,237,36241,16687,89,85,526,26162,13539,81,79,433,1066,709,-61
481,0,0,48570,21141,90,90,1154,14498,7576,106,41,341,16913,9831,76,76,380,2922,1458,-16
482,0,0,18545,7015,28,14,229,55720,18236,92,31,457,37018,17727,81,53,486,11351,3561,-64
483,0,0,69506,29056,90,90,345,27305,16923,104,89,263,10361,5076,79,33,170,8515,3565,-14
484,0,0,4447,2414,47,21,196,4281,2520,65,42,260,3021,1765,74,38,189,509,284,-18
485,0,0,12903,5129,90,69,479,6104,3006,111,56,198,1469,924,65,30,127,310,218,-21
486,0,0,13649,7339,90,54,210,18575,9579,92,24,219,30558,15458,76,76,394,2493,1436,-2
487,0,0,10490,5228,45,15,223,957,576,42,4,58,17934,10678,91,86,306,6780,3294,
488,0,0,40106,17837,87,77,303,12690,7253,96,91,224,9193,4802,82,31,159,1377,728,-9
489,0,0,104019,49859,91,74,858,88707,43362,92,65,792,112814,52407,71,71,657,0,0,-1
490,0,0,29006,14837,91,86,262,2285,1313,42,19,76,978,725,54,19,50,12513,6109,49
491,0,0,29519,22896,90,71,334,26580,20515,104,53,263,28589,19787,71,48,298,3346,2033,-14
492,0,0,29707,15341,88,57,400,24405,11135,101,49,399,22770,11544,78,47,277,18,5,-13
493,0,0,134458,65775,78,62,1260,12268,7617,58,10,300,19062,11035,81,62,520,1004,416,20
494,0,0,69128,35711,91,90,1064,34404,19004,115,45,521,14356,7901,65,31,387,14244,8507,-24
495,0,0,5088,3289,56,32,196,2065,1303,91,32,107,9195,4583,83,64,252,13,7,-35
496,0,0,29054,18876,91,91,1003,32910,21068,97,92,702,25775,15494,83,83,666,2284,1328,-6
497,0,0,17422,9118,89,86,327,9832,4867,90,49,167,12311,2598,61,49,156,420,242,-1
498,0,0,45095,25589,91,91,855,54161,31976,100,87,719,76580,37886,80,80,921,5830,2520,-9
499,0,0,18525,11010,89,70,568,999,477,111,66,71,5088,3165,72,46,230,24,13,-22
500,74051,38105,29359,26612,87,56,252,3557,2647,94,56,157,43475,15318,84,25,265,12580,4693,-7
501,0,0,10293,5419,37,37,209,735,599,97,26,67,4947,2196,83,16,119,3736,1807,-60
502,6,6,24649,17010,91,78,193,14797,8075,97,74,336,5279,3181,82,36,104,3221,1661,-6
503,0,0,6603,2974,86,25,116,46961,25221,93,75,319,31809,20754,74,56,277,50,24,-7
504,0,0,11864,5246,71,34,178,3760,1789,102,19,102,688,332,75,13,42,385,155,-31
505,0,0,50532,27878,91,86,1096,77757,43781,93,92,1535,28709,17677,82,82,868,7428,4199,-2
506,0,0,8207,3923,90,86,348,8765,4178,99,76,383,12815,4664,81,79,300,1521,878,-9
507,0,0,36741,19843,83,60,543,65355,30385,94,88,546,25918,13819,81,73,476,7144,3364,-11
508,0,0,30255,16631,90,90,784,2222,1324,99,9,113,4774,2641,93,29,269,6334,3697,-9
509,0,0,11363,7156,60,43,343,8336,4532,95,13,251,12563,8158,84,35,432,8312,4733,-35
510,21661,17381,87899,33963,92,84,1130,6637,5410,64,43,635,19029,12978,78,69,1238,593,507,28
511,0,0,33829,14821,90,50,622,23094,12030,101,35,456,34414,17268,81,48,621,5092,2949,-11
512,0,0,11400,6740,22,22,340,54538,31135,92,92,1158,12131,6510,94,20,365,561,351,-70
513,0,0,55841,41687,80,72,859,13928,11818,93,39,282,12009,10187,75,42,301,3121,2662,-13
514,1438,743,26761,14487,91,91,413,39988,23045,79,79,485,31182,17756,77,77,553,2290,1537,12
515,0,0,14428,5940,35,28,203,5208,2496,61,18,115,1098,324,71,12,37,144,100,-26
516,0,0,10549,5399,23,15,373,8516,4924,55,14,368,6612,3999,81,21,309,6187,3521,-32
517,0,0,7414,4165,90,53,310,66028,25521,105,105,908,39102,17205,76,41,539,9985,3999,-15
518,0,0,24262,6573,87,55,239,13901,3438,98,53,90,15948,4487,85,50,165,2055,466,-11
519,0,0,12328,8058,90,83,735,9407,5749,97,41,291,15603,8896,85,84,584,24,16,-7
520,0,0,22634,11295,75,71,452,4340,2402,97,23,156,26954,11226,84,82,444,1285,663,-22
521,0,0,15548,6450,90,75,225,7917,3235,105,12,135,65035,22382,78,78,289,3495,1597,-15
522,0,0,64414,26625,91,91,950,3687,1439,98,10,175,58765,24926,82,82,770,5971,2785,-7
523,50148,25440,1880,1749,35,11,132,1594,1246,105,14,97,2148,1855,40,14,194,154,111,-70
524,0,0,3737,1796,69,37,181,2280,1063,78,24,111,741,419,62,17,52,27,14,-9
525,0,0,20157,11611,59,40,445,8639,6470,94,91,201,14507,10032,83,80,274,1908,1120,-35
526,0,0,6672,3669,17,16,220,53532,27201,97,89,972,12386,6782,84,75,442,355,182,-80
527,0,0,39002,23177,90,90,967,27443,17944,110,77,753,28263,17442,69,64,669,3626,2098,-20
528,0,0,1514,914,16,6,94,25222,11246,97,35,358,26991,11806,80,28,371,461,191,
529,0,0,3518,2527,58,53,177,4957,2998,72,62,200,3716,2197,85,31,183,27,18,-14
530,0,0,2200,1227,68,13,104,6720,3528,62,24,246,12325,5953,80,80,398,1996,894,6
531,0,0,19974,10888,90,74,619,29709,14526,95,80,754,10153,5039,88,60,321,165,74,-5
532,0,0,4130,1278,90,32,88,401,244,107,8,31,807,534,84,22,82,11,9,-17
533,0,0,73452,34343,91,76,1204,80361,35431,105,82,1112,8336,3976,73,53,226,154,74,-14
534,0,0,77,57,11,4,10,8334,3309,96,39,123,10852,5076,82,79,336,278,125,
535,0,0,8568,4398,56,55,408,15492,8264,93,58,395,19544,9404,76,76,417,1580,800,-37
536,0,0,7108,3170,26,17,223,283,188,1,1,28,6492,2755,94,10,172,2440,1214,
537,0,0,32215,14034,91,91,651,25736,12306,107,86,552,16618,5882,80,36,431,2745,1244,-16
538,0,0,31021,12925,91,88,503,4486,2135,123,15,103,18693,10029,83,82,366,26,2,-32
539,1821,1105,340,240,14,4,26,353,206,89,7,28,1215,678,78,45,74,194,127,
540,0,0,26665,14121,50,50,472,56021,29430,92,89,586,43095,22006,82,81,523,6508,3275,-42
541,0,0,13378,7050,26,21,408,39671,14690,52,42,624,35398,19314,81,74,758,56,22,-26
542,0,0,251284,97255,91,91,1775,144738,66845,62,55,1426,143523,80012,85,85,1882,43927,13663,29
543,0,0,4409,1603,90,89,84,63593,32451,93,64,842,62144,28990,80,79,812,9503,3820,-3
544,0,0,38380,20577,90,88,542,46001,23373,94,82,516,46535,21843,82,81,530,4446,2259,-4
545,0,0,47871,26535,75,74,666,24379,14249,91,43,514,40454,24500,81,71,663,22,8,-16
546,0,0,6111,2888,39,25,112,6798,3115,92,19,194,28822,11135,73,59,378,2723,1352,-53
547,0,0,32535,16526,91,91,656,23619,12338,90,67,559,11690,5087,85,73,292,3881,2456,1
548,0,0,0,0,0,0,0,18892,9636,100,63,534,5676,2877,79,54,194,1821,901,
549,0,0,43547,22213,91,90,585,68067,44581,96,91,810,44277,22636,82,33,407,10784,5637,-5
550,0,0,15118,7069,89,69,276,21057,8479,90,64,302,2420,1183,80,52,90,450,210,-1
551,0,0,23223,13143,31,31,501,21345,11423,90,32,334,21632,12821,82,54,319,3459,1949,-59
552,0,0,60620,25665,90,90,608,15495,6031,105,28,257,2225,1106,108,12,131,277,122,-15
553,0,0,17227,8316,89,74,333,11130,6322,95,67,231,4925,2828,81,46,171,680,397,-6
554,4425,3761,21347,10562,92,91,284,2767,2334,93,77,25,1799,1543,80,67,27,23,21,-1
555,0,0,14221,6248,52,41,214,13606,6009,94,36,180,12906,6065,61,38,179,381,149,-42
556,0,0,10054,5441,90,74,98,55,33,98,3,10,33,21,1,1,12,1587,742,
557,0,0,2316,877,3,3,52,9573,5695,101,77,161,2600,1717,31,28,74,1701,1252,
558,0,0,6478,2807,21,20,92,8920,3535,92,64,138,1159,777,60,16,42,110,68,
559,0,0,81533,28124,91,91,1232,47540,19540,97,92,871,3030,1940,82,30,172,5633,2613,-6
