"person_id","visits_raw_w1","visits_u_w1","day_range_w1","active_days_w1","count_domains_w1","visits_raw_w2","visits_u_w2","day_range_w2","active_days_w2","count_domains_w2","domain_center_w1","domain_right_w1","domain_left_w1","domain_center_w2","domain_left_w2","domain_right_w2","domain_center_mean_w1","domain_right_mean_w1","domain_left_mean_w1","domain_center_mean_w2","domain_left_mean_w2","domain_right_mean_w2"
5799,1924,1266,57,29,60,9733,6330,65,46,151,46,0,0,174,1,0,1.58620689655172,0,0,3.78260869565217,0.0217391304347826,0
5801,52394,28596,92,92,1355,42502,27463,89,89,1648,286,6,42,122,43,4,3.10869565217391,0.0652173913043478,0.456521739130435,1.37078651685393,0.48314606741573,0.0449438202247191
5803,14441,7777,91,65,497,20,9,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0
5806,7496,3678,68,47,121,6125,3260,106,77,185,2,0,0,1,0,0,0.0425531914893617,0,0,0.012987012987013,0,0
5810,54768,10289,92,88,448,16691,9772,119,97,422,104,5,15,85,6,0,1.18181818181818,0.0568181818181818,0.170454545454545,0.876288659793814,0.0618556701030928,0
5814,13912,7044,25,21,79,1302,570,7,7,26,0,0,0,0,0,0,0,0,0,0,0,0
5821,2964,1744,92,57,114,6337,4007,88,88,133,0,0,0,0,0,0,0,0,0,0,0,0
5825,5265,4018,91,54,295,11254,6752,134,74,345,52,0,2,84,4,0,0.962962962962963,0,0.037037037037037,1.13513513513514,0.0540540540540541,0
5827,21854,11063,91,91,419,7368,3973,57,50,214,150,11,12,48,9,4,1.64835164835165,0.120879120879121,0.131868131868132,0.96,0.18,0.08
5829,1261,619,9,7,64,6994,3416,89,45,244,144,0,22,431,83,1,20.5714285714286,0,3.14285714285714,9.57777777777778,1.84444444444444,0.0222222222222222
5830,4213,2200,12,11,199,21431,10293,128,50,520,58,0,6,392,29,0,5.27272727272727,0,0.545454545454545,7.84,0.58,0
5834,4101,2596,92,42,113,14668,8451,87,78,326,69,0,0,241,12,1,1.64285714285714,0,0,3.08974358974359,0.153846153846154,0.0128205128205128
5838,13849,7551,19,18,424,3241,1888,9,7,162,154,2,279,15,13,0,8.55555555555556,0.111111111111111,15.5,2.14285714285714,1.85714285714286,0
5841,2925,1493,14,13,122,6276,3233,65,24,151,0,0,0,0,0,0,0,0,0,0,0,0
5844,28366,19696,58,58,584,29328,22240,89,89,782,478,9,1295,362,2378,3,8.24137931034483,0.155172413793103,22.3275862068966,4.06741573033708,26.7191011235955,0.0337078651685393
5846,159,124,1,1,28,2474,1265,123,19,90,0,0,0,0,0,0,0,0,0,0,0,0
5847,20569,17171,90,71,419,16540,13554,90,73,362,21,0,9,36,10,0,0.295774647887324,0,0.126760563380282,0.493150684931507,0.136986301369863,0
5848,594,259,27,6,66,3399,1859,35,35,196,3,0,3,2,2,0,0.5,0,0.5,0.0571428571428571,0.0571428571428571,0
5849,796,690,73,17,31,2227,1674,91,38,66,49,0,11,38,3,0,2.88235294117647,0,0.647058823529412,1,0.0789473684210526,0
5851,19539,11028,91,79,478,24599,13014,87,78,561,174,2,8,210,10,1,2.20253164556962,0.0253164556962025,0.10126582278481,2.69230769230769,0.128205128205128,0.0128205128205128
5852,6329,3232,53,49,219,2439,1394,15,10,100,1,0,5,1,4,0,0.0204081632653061,0,0.102040816326531,0.1,0.4,0
5853,18002,7819,90,31,233,1097,659,155,70,63,292,0,0,38,0,0,9.41935483870968,0,0,0.542857142857143,0,0
5854,4307,2646,89,32,131,17357,9977,135,80,380,0,0,0,0,0,0,0,0,0,0,0,0
5857,8638,5119,91,91,212,19609,10946,135,122,346,167,0,41,142,109,0,1.83516483516484,0,0.450549450549451,1.16393442622951,0.89344262295082,0
5858,7875,5140,90,81,151,6697,3773,141,28,172,10,0,3,42,8,0,0.123456790123457,0,0.037037037037037,1.5,0.285714285714286,0
5860,14052,7045,69,69,217,11973,5192,87,66,163,1026,0,78,1035,78,1,14.8695652173913,0,1.1304347826087,15.6818181818182,1.18181818181818,0.0151515151515152
5861,4294,3729,92,51,334,6009,5395,96,75,361,23,2,19,52,58,2,0.450980392156863,0.0392156862745098,0.372549019607843,0.693333333333333,0.773333333333333,0.0266666666666667
5862,12546,8973,70,46,240,28418,18625,142,96,337,914,0,39,2411,34,0,19.8695652173913,0,0.847826086956522,25.1145833333333,0.354166666666667,0
5863,12043,7314,91,57,330,2751,2008,28,19,130,1567,0,22,428,10,2,27.4912280701754,0,0.385964912280702,22.5263157894737,0.526315789473684,0.105263157894737
5866,9406,5752,91,91,252,6497,3347,90,38,293,72,0,17,12,4,0,0.791208791208791,0,0.186813186813187,0.315789473684211,0.105263157894737,0
5867,11549,4827,90,38,298,4993,2467,24,16,192,13,0,8,0,4,0,0.342105263157895,0,0.210526315789474,0,0.25,0
5870,7094,4980,90,77,288,6150,4601,127,86,231,15,11,27,39,7,9,0.194805194805195,0.142857142857143,0.350649350649351,0.453488372093023,0.0813953488372093,0.104651162790698
5871,1759,1233,16,12,92,4058,2909,47,30,141,57,0,18,142,7,0,4.75,0,1.5,4.73333333333333,0.233333333333333,0
5872,1592,668,91,83,83,19062,6518,91,85,375,17,0,1,24,38,1,0.204819277108434,0,0.0120481927710843,0.282352941176471,0.447058823529412,0.0117647058823529
5876,33065,15122,70,57,671,50095,21948,75,75,974,41,1,22,66,45,2,0.719298245614035,0.0175438596491228,0.385964912280702,0.88,0.6,0.0266666666666667
5877,57347,26638,90,89,720,60525,25770,91,85,814,65,1,369,40,370,1,0.730337078651685,0.0112359550561798,4.14606741573034,0.470588235294118,4.35294117647059,0.0117647058823529
5880,25798,18519,92,83,719,33544,25622,160,157,966,59,0,116,52,366,2,0.710843373493976,0,1.39759036144578,0.331210191082803,2.3312101910828,0.0127388535031847
5882,1598,997,88,31,132,2340,1367,87,38,81,0,0,0,0,0,0,0,0,0,0,0,0
5884,2763,1531,45,44,55,15,11,1,1,4,35,0,1,1,0,0,0.795454545454545,0,0.0227272727272727,1,0,0
5885,8917,4925,46,27,166,12486,6900,88,81,250,54,0,5,144,4,1,2,0,0.185185185185185,1.77777777777778,0.0493827160493827,0.0123456790123457
5887,24239,14731,86,83,277,8056,4847,89,59,177,8,0,16,5,7,0,0.0963855421686747,0,0.192771084337349,0.0847457627118644,0.11864406779661,0
5888,32687,22187,91,84,530,29750,17224,91,85,567,37,1,46,35,32,0,0.44047619047619,0.0119047619047619,0.547619047619048,0.411764705882353,0.376470588235294,0
5892,24827,8073,91,88,292,10804,6822,91,77,359,74,2,13,127,15,0,0.840909090909091,0.0227272727272727,0.147727272727273,1.64935064935065,0.194805194805195,0
5897,3890,2195,91,16,138,11239,5862,79,48,240,13,1,8,68,5,0,0.8125,0.0625,0.5,1.41666666666667,0.104166666666667,0
5898,38723,22528,55,48,699,16451,6946,126,73,522,477,199,90,36,28,21,9.9375,4.14583333333333,1.875,0.493150684931507,0.383561643835616,0.287671232876712
5899,26087,12521,90,63,254,56600,24575,90,89,381,121,0,19,268,6,1,1.92063492063492,0,0.301587301587302,3.01123595505618,0.0674157303370786,0.0112359550561798
5902,807,434,7,6,18,1152,645,129,11,36,21,0,0,26,3,0,3.5,0,0,2.36363636363636,0.272727272727273,0
5903,3787,1880,49,31,95,2665,1085,18,13,88,57,0,0,22,1,3,1.83870967741935,0,0,1.69230769230769,0.0769230769230769,0.230769230769231
5904,27982,16710,87,55,732,27320,16427,61,46,559,117,1,13,61,21,2,2.12727272727273,0.0181818181818182,0.236363636363636,1.32608695652174,0.456521739130435,0.0434782608695652
5907,28669,13291,92,91,461,13060,6864,90,78,358,12,1,51,19,24,1,0.131868131868132,0.010989010989011,0.56043956043956,0.243589743589744,0.307692307692308,0.0128205128205128
5909,41217,16150,89,84,277,4313,1724,125,8,66,135,0,1003,42,9,0,1.60714285714286,0,11.9404761904762,5.25,1.125,0
5910,11177,5640,68,47,276,9210,4702,86,44,233,7,0,0,3,2,0,0.148936170212766,0,0,0.0681818181818182,0.0454545454545455,0
5912,16441,8327,91,75,177,30335,16610,104,101,275,708,0,38,912,146,4,9.44,0,0.506666666666667,9.02970297029703,1.44554455445545,0.0396039603960396
5920,6600,3290,91,34,162,3797,1837,93,21,122,15,2,23,0,23,0,0.441176470588235,0.0588235294117647,0.676470588235294,0,1.0952380952381,0
5924,23,15,1,1,2,19944,15549,91,68,554,0,0,0,0,0,0,0,0,0,0,0,0
5926,9554,5231,52,51,195,1448,783,88,9,44,231,0,4,17,0,0,4.52941176470588,0,0.0784313725490196,1.88888888888889,0,0
5927,5281,4557,91,64,160,6150,5094,115,80,125,1,0,4,2,12,0,0.015625,0,0.0625,0.025,0.15,0
5929,215,180,1,1,16,6498,5369,51,26,254,2,0,0,397,3,0,2,0,0,15.2692307692308,0.115384615384615,0
5934,6186,2979,91,52,189,10683,4158,50,47,123,551,2,8,1432,4,1,10.5961538461538,0.0384615384615385,0.153846153846154,30.468085106383,0.0851063829787234,0.0212765957446809
5936,6446,3724,89,78,201,14516,9536,90,81,333,25,0,59,34,3,0,0.320512820512821,0,0.756410256410256,0.419753086419753,0.037037037037037,0
5937,25477,13887,92,55,574,35426,17973,88,83,598,149,0,47,90,24,0,2.70909090909091,0,0.854545454545454,1.08433734939759,0.289156626506024,0
5940,9407,4827,90,78,239,35606,16061,69,69,457,52,4,9,44,34,10,0.666666666666667,0.0512820512820513,0.115384615384615,0.63768115942029,0.492753623188406,0.144927536231884
5943,22359,14291,91,85,382,28345,17720,109,88,382,1087,1,15,679,11,1,12.7882352941176,0.0117647058823529,0.176470588235294,7.71590909090909,0.125,0.0113636363636364
5948,2940,1603,24,18,104,11330,5323,48,46,245,80,6,5,172,18,7,4.44444444444444,0.333333333333333,0.277777777777778,3.73913043478261,0.391304347826087,0.152173913043478
5949,1764,1559,84,17,63,4385,3788,89,42,116,7,0,7,2,6,1,0.411764705882353,0,0.411764705882353,0.0476190476190476,0.142857142857143,0.0238095238095238
5950,21500,13412,91,89,482,15323,8780,77,77,393,1231,0,26,1047,15,1,13.8314606741573,0,0.292134831460674,13.5974025974026,0.194805194805195,0.012987012987013
5953,25946,16026,53,50,773,175,140,4,2,11,0,0,0,0,0,0,0,0,0,0,0,0
5954,19538,9815,91,66,315,10720,5322,88,50,191,1198,2,16,1003,4,0,18.1515151515152,0.0303030303030303,0.242424242424242,20.06,0.08,0
5955,16366,14125,80,68,408,9096,7696,87,45,493,6,0,2,6,0,0,0.0882352941176471,0,0.0294117647058824,0.133333333333333,0,0
5956,3275,1824,91,88,61,505,264,81,23,26,3,0,5,0,7,0,0.0340909090909091,0,0.0568181818181818,0,0.304347826086957,0
5958,9913,5592,91,66,154,11585,6564,91,71,186,8,0,5,40,2,0,0.121212121212121,0,0.0757575757575758,0.563380281690141,0.028169014084507,0
5959,29706,15012,92,86,293,16325,8351,87,77,226,257,223,109,157,10,82,2.98837209302326,2.59302325581395,1.26744186046512,2.03896103896104,0.12987012987013,1.06493506493506
5960,15736,7388,17,17,377,5408,2757,93,69,197,411,1,51,100,35,1,24.1764705882353,0.0588235294117647,3,1.44927536231884,0.507246376811594,0.0144927536231884
5962,36404,19196,60,44,416,101957,55784,80,80,764,5,0,6,21,11,1,0.113636363636364,0,0.136363636363636,0.2625,0.1375,0.0125
5964,25159,15350,89,74,379,6447,4139,91,32,199,1087,1,1012,364,321,0,14.6891891891892,0.0135135135135135,13.6756756756757,11.375,10.03125,0
5967,988,695,55,36,26,223,133,9,7,16,0,0,6,2,0,0,0,0,0.166666666666667,0.285714285714286,0,0
5968,16702,8586,91,77,245,39276,18925,91,90,314,200,285,34,442,25,399,2.5974025974026,3.7012987012987,0.441558441558442,4.91111111111111,0.277777777777778,4.43333333333333
5969,26974,16320,74,74,597,34921,20105,88,88,715,817,18,88,1096,184,64,11.0405405405405,0.243243243243243,1.18918918918919,12.4545454545455,2.09090909090909,0.727272727272727
5972,3305,1942,84,46,82,9249,4439,88,81,131,91,7,7,169,5,27,1.97826086956522,0.152173913043478,0.152173913043478,2.08641975308642,0.0617283950617284,0.333333333333333
5973,16629,9403,91,52,164,28966,14866,87,79,246,12,0,4,103,9,1,0.230769230769231,0,0.0769230769230769,1.30379746835443,0.113924050632911,0.0126582278481013
5976,40675,32835,92,92,848,29644,22059,62,62,678,4309,56,1333,3678,1014,25,46.8369565217391,0.608695652173913,14.4891304347826,59.3225806451613,16.3548387096774,0.403225806451613
5981,51958,18487,56,55,363,101474,33392,91,90,530,47,3,9,311,29,0,0.854545454545454,0.0545454545454545,0.163636363636364,3.45555555555556,0.322222222222222,0
5983,23988,12805,87,47,302,37443,16500,80,56,296,413,3,18,563,3,2,8.78723404255319,0.0638297872340425,0.382978723404255,10.0535714285714,0.0535714285714286,0.0357142857142857
5984,23335,12572,91,77,394,22113,11880,90,84,414,236,0,31,210,59,0,3.06493506493507,0,0.402597402597403,2.5,0.702380952380952,0
5987,10905,7803,80,59,271,8790,6800,91,63,239,27,1,15,39,44,0,0.457627118644068,0.0169491525423729,0.254237288135593,0.619047619047619,0.698412698412698,0
5989,3563,1718,69,17,138,478,252,25,3,13,10,0,5,0,1,0,0.588235294117647,0,0.294117647058824,0,0.333333333333333,0
5990,10388,5834,91,90,404,7717,3991,89,85,276,107,3,92,63,33,2,1.18888888888889,0.0333333333333333,1.02222222222222,0.741176470588235,0.388235294117647,0.0235294117647059
5991,364,223,34,12,15,1598,771,91,37,38,0,0,0,0,0,0,0,0,0,0,0,0
5992,22698,9484,69,65,199,39295,17019,91,90,289,1227,0,17,1653,5,0,18.8769230769231,0,0.261538461538462,18.3666666666667,0.0555555555555556,0
5996,18760,8879,91,77,260,10189,5026,24,22,244,4,0,1,3,2,0,0.051948051948052,0,0.012987012987013,0.136363636363636,0.0909090909090909,0
6002,5452,2866,90,89,113,5619,2979,91,87,117,506,4,78,391,104,9,5.68539325842697,0.0449438202247191,0.876404494382023,4.49425287356322,1.19540229885057,0.103448275862069
6003,13188,7976,91,89,294,37515,22666,91,88,504,48,0,10,129,60,3,0.539325842696629,0,0.112359550561798,1.46590909090909,0.681818181818182,0.0340909090909091
6005,42770,23038,91,89,734,27415,14338,59,57,514,26,0,11,24,6,0,0.292134831460674,0,0.123595505617978,0.421052631578947,0.105263157894737,0
6006,33687,18957,71,69,374,9021,6260,91,36,119,186,0,9,21,13,0,2.69565217391304,0,0.130434782608696,0.583333333333333,0.361111111111111,0
6009,9181,4737,20,19,188,8421,4467,84,23,188,39,0,0,14,0,0,2.05263157894737,0,0,0.608695652173913,0,0
6010,18831,7966,44,44,282,4539,2340,7,7,135,1134,0,249,91,8,3,25.7727272727273,0,5.65909090909091,13,1.14285714285714,0.428571428571429
6011,22570,11735,68,68,314,33419,17343,91,91,363,45,0,3,88,3,1,0.661764705882353,0,0.0441176470588235,0.967032967032967,0.032967032967033,0.010989010989011
6016,34820,27750,80,75,334,5233,3593,86,56,122,229,0,16,55,0,0,3.05333333333333,0,0.213333333333333,0.982142857142857,0,0
6018,57390,27149,92,86,602,49750,23815,89,76,572,25,0,5,23,5,0,0.290697674418605,0,0.0581395348837209,0.302631578947368,0.0657894736842105,0
6019,44932,23352,91,91,692,2702,1411,6,6,159,0,0,0,0,0,0,0,0,0,0,0,0
6022,5012,3451,19,19,194,2079,1861,92,18,129,682,165,32,289,15,126,35.8947368421053,8.68421052631579,1.68421052631579,16.0555555555556,0.833333333333333,7
6023,57993,32143,91,90,444,62960,33252,91,88,421,41,4,62,45,19,3,0.455555555555556,0.0444444444444444,0.688888888888889,0.511363636363636,0.215909090909091,0.0340909090909091
6024,10874,5865,12,12,212,15798,7898,15,15,241,56,0,5,81,0,0,4.66666666666667,0,0.416666666666667,5.4,0,0
6026,13262,6033,92,85,306,14630,5616,168,95,191,1071,459,15,668,17,296,12.6,5.4,0.176470588235294,7.03157894736842,0.178947368421053,3.11578947368421
6029,6910,3710,88,54,187,7318,3751,91,50,171,0,0,0,0,0,0,0,0,0,0,0,0
6030,14470,7344,92,65,291,26232,11717,89,86,422,398,0,11,753,29,2,6.12307692307692,0,0.169230769230769,8.75581395348837,0.337209302325581,0.0232558139534884
6034,19160,10582,91,87,195,19865,10463,88,74,213,24,0,10,10,36,0,0.275862068965517,0,0.114942528735632,0.135135135135135,0.486486486486487,0
6036,5126,2669,23,22,170,2391,1289,90,31,96,0,0,0,0,0,0,0,0,0,0,0,0
6037,14887,10966,90,64,254,14320,10227,88,64,347,27,3,18,49,14,14,0.421875,0.046875,0.28125,0.765625,0.21875,0.21875
6044,3037,1667,89,60,41,4817,2357,135,87,61,5,0,0,2,1,0,0.0833333333333333,0,0,0.0229885057471264,0.0114942528735632,0
6047,12034,9947,92,88,246,15469,12459,81,78,292,29,0,35,200,34,0,0.329545454545455,0,0.397727272727273,2.56410256410256,0.435897435897436,0
6050,12227,7482,91,81,544,728,404,91,55,70,117,8,19,1,1,0,1.44444444444444,0.0987654320987654,0.234567901234568,0.0181818181818182,0.0181818181818182,0
6052,3304,1563,90,41,88,4298,2312,91,51,131,2,0,0,2,0,0,0.0487804878048781,0,0,0.0392156862745098,0,0
6053,11437,7892,92,74,331,3,3,49,2,2,0,0,0,0,0,0,0,0,0,0,0,0
6054,2822,1408,89,29,47,3607,1959,88,54,41,144,0,2,219,1,0,4.96551724137931,0,0.0689655172413793,4.05555555555556,0.0185185185185185,0
6055,13143,6663,70,31,287,28953,16154,90,84,576,7,1,29,65,78,1,0.225806451612903,0.032258064516129,0.935483870967742,0.773809523809524,0.928571428571429,0.0119047619047619
6056,9454,4861,91,43,193,45896,17782,91,90,576,1,0,29,19,79,0,0.0232558139534884,0,0.674418604651163,0.211111111111111,0.877777777777778,0
6057,6290,2633,32,28,121,9235,3846,32,24,136,0,0,2,0,1,0,0,0,0.0714285714285714,0,0.0416666666666667,0
6058,19207,10659,68,68,350,20179,9741,91,87,260,90,1,81,53,318,0,1.32352941176471,0.0147058823529412,1.19117647058824,0.609195402298851,3.6551724137931,0
6059,26620,12284,46,45,316,20603,9695,28,28,197,37,0,7,1,6,1,0.822222222222222,0,0.155555555555556,0.0357142857142857,0.214285714285714,0.0357142857142857
6060,15649,9733,90,90,363,31090,16275,107,107,643,219,0,92,409,179,0,2.43333333333333,0,1.02222222222222,3.82242990654206,1.67289719626168,0
6067,20210,10886,85,66,180,1462,1173,91,17,104,9,0,0,3,5,0,0.136363636363636,0,0,0.176470588235294,0.294117647058824,0
6068,1783,1290,9,9,45,5153,3500,36,27,106,63,0,7,224,1,0,7,0,0.777777777777778,8.2962962962963,0.037037037037037,0
6072,21518,13180,35,35,510,11981,6104,24,24,259,48,0,3,15,2,0,1.37142857142857,0,0.0857142857142857,0.625,0.0833333333333333,0
6073,19282,9264,89,67,336,22207,11746,93,73,397,1,15,5,9,14,12,0.0149253731343284,0.223880597014925,0.0746268656716418,0.123287671232877,0.191780821917808,0.164383561643836
6075,564,310,7,7,43,3357,1592,142,25,104,1,0,0,1,0,0,0.142857142857143,0,0,0.04,0,0
6076,24346,14561,91,79,359,42999,26279,90,86,495,26,1,17,39,21,1,0.329113924050633,0.0126582278481013,0.215189873417722,0.453488372093023,0.244186046511628,0.0116279069767442
6083,19877,9891,68,56,278,31307,14571,91,71,480,33,23,7,229,19,22,0.589285714285714,0.410714285714286,0.125,3.22535211267606,0.267605633802817,0.309859154929577
6084,73438,26320,91,72,426,109208,36242,89,89,678,1206,64,19,1170,48,43,16.75,0.888888888888889,0.263888888888889,13.1460674157303,0.539325842696629,0.48314606741573
6085,4243,2441,87,43,128,5242,2564,103,42,106,34,0,1,13,0,0,0.790697674418605,0,0.0232558139534884,0.30952380952381,0,0
6086,12771,11542,92,91,259,19762,17090,111,104,384,212,3,13,488,65,7,2.32967032967033,0.032967032967033,0.142857142857143,4.69230769230769,0.625,0.0673076923076923
6087,6897,3221,90,33,179,4688,1999,59,31,117,13,0,3,1,0,0,0.393939393939394,0,0.0909090909090909,0.032258064516129,0,0
6088,14408,12094,91,91,394,16347,13271,88,88,368,401,21,616,468,687,31,4.40659340659341,0.230769230769231,6.76923076923077,5.31818181818182,7.80681818181818,0.352272727272727
6090,360,263,1,1,35,40889,30283,98,73,680,12,0,0,1495,219,97,12,0,0,20.4794520547945,3,1.32876712328767
6092,4977,2639,88,83,71,2144,1076,89,27,83,204,0,3,65,10,0,2.4578313253012,0,0.036144578313253,2.40740740740741,0.37037037037037,0
6094,3985,2258,66,44,99,1449,512,101,54,49,32,0,41,3,6,0,0.727272727272727,0,0.931818181818182,0.0555555555555556,0.111111111111111,0
6097,3829,1964,92,42,141,7513,4060,84,63,268,312,0,0,465,1,0,7.42857142857143,0,0,7.38095238095238,0.0158730158730159,0
6099,8317,3933,87,58,290,20077,10611,91,84,648,147,0,2,906,45,3,2.53448275862069,0,0.0344827586206897,10.7857142857143,0.535714285714286,0.0357142857142857
6102,29560,18849,81,74,485,7998,4090,88,80,181,379,81,153,128,31,34,5.12162162162162,1.09459459459459,2.06756756756757,1.6,0.3875,0.425
6106,14408,8125,92,60,284,14215,8452,87,59,246,11,0,2,9,1,0,0.183333333333333,0,0.0333333333333333,0.152542372881356,0.0169491525423729,0
6109,7858,3884,91,37,232,7976,4111,92,33,175,2,0,3,9,6,0,0.0540540540540541,0,0.0810810810810811,0.272727272727273,0.181818181818182,0
6110,20375,10462,64,40,400,387,238,86,17,29,414,0,57,10,0,0,10.35,0,1.425,0.588235294117647,0,0
6111,20301,13597,90,88,352,32,22,63,9,5,2757,278,94,1,0,0,31.3295454545455,3.15909090909091,1.06818181818182,0.111111111111111,0,0
6114,7366,4138,91,73,200,12227,6683,91,91,347,67,0,5,133,7,0,0.917808219178082,0,0.0684931506849315,1.46153846153846,0.0769230769230769,0
6115,22272,18996,91,71,481,17981,15878,91,71,445,8,1,135,57,202,0,0.112676056338028,0.0140845070422535,1.90140845070423,0.802816901408451,2.84507042253521,0
6116,4306,2046,50,32,161,3281,1393,91,8,119,299,0,3,177,0,1,9.34375,0,0.09375,22.125,0,0.125
6117,10389,4559,28,28,202,38337,16838,91,91,374,0,0,1,3,4,0,0,0,0.0357142857142857,0.032967032967033,0.043956043956044,0
6118,7101,4492,52,40,113,4066,2484,84,51,133,20,1,5,1,82,0,0.5,0.025,0.125,0.0196078431372549,1.6078431372549,0
6119,12151,6505,76,69,337,9308,4990,91,57,340,25,3,33,32,8,0,0.36231884057971,0.0434782608695652,0.478260869565217,0.56140350877193,0.140350877192982,0
6120,1493,872,21,13,74,4835,2907,91,42,184,5,0,0,6,3,3,0.384615384615385,0,0,0.142857142857143,0.0714285714285714,0.0714285714285714
6122,11628,4836,59,44,253,9049,3912,19,19,193,341,6,3,287,5,0,7.75,0.136363636363636,0.0681818181818182,15.1052631578947,0.263157894736842,0
6123,8274,3784,67,44,307,26686,11224,68,68,508,91,1,21,124,32,1,2.06818181818182,0.0227272727272727,0.477272727272727,1.82352941176471,0.470588235294118,0.0147058823529412
6124,9760,4924,91,88,109,14848,6817,88,88,86,908,0,3,1613,1,1,10.3181818181818,0,0.0340909090909091,18.3295454545455,0.0113636363636364,0.0113636363636364
6125,59480,7927,16,16,287,158686,34879,69,69,493,15,0,19,43,65,5,0.9375,0,1.1875,0.623188405797101,0.942028985507246,0.072463768115942
6133,8192,4670,90,68,395,11524,6748,91,66,442,16,0,21,16,32,1,0.235294117647059,0,0.308823529411765,0.242424242424242,0.484848484848485,0.0151515151515152
6135,2658,1871,85,43,102,1356,1034,107,49,119,60,3,19,12,4,1,1.3953488372093,0.0697674418604651,0.441860465116279,0.244897959183673,0.0816326530612245,0.0204081632653061
6136,2616,1245,89,52,108,9776,4646,91,56,384,8,0,1,43,5,0,0.153846153846154,0,0.0192307692307692,0.767857142857143,0.0892857142857143,0
6137,8387,5586,69,66,167,28302,19998,91,78,324,395,1,1,609,8,19,5.98484848484848,0.0151515151515152,0.0151515151515152,7.80769230769231,0.102564102564103,0.243589743589744
6138,25956,19971,91,67,387,32820,25318,112,96,633,10,0,13,20,57,9,0.149253731343284,0,0.194029850746269,0.208333333333333,0.59375,0.09375
6139,12176,6954,91,50,293,14005,7838,97,58,390,335,28,37,577,35,62,6.7,0.56,0.74,9.94827586206897,0.603448275862069,1.06896551724138
6140,7489,4065,90,62,250,9420,5002,88,32,315,37,0,6,20,10,0,0.596774193548387,0,0.0967741935483871,0.625,0.3125,0
6142,17930,7252,82,77,184,3355,1630,106,37,57,2,0,4,0,1,0,0.025974025974026,0,0.051948051948052,0,0.027027027027027,0
6143,3981,2261,91,55,146,10733,5572,90,69,323,10,1,6,12,5,0,0.181818181818182,0.0181818181818182,0.109090909090909,0.173913043478261,0.072463768115942,0
6145,66181,23974,68,67,480,94463,31180,91,90,526,56,3,10,298,28,0,0.835820895522388,0.0447761194029851,0.149253731343284,3.31111111111111,0.311111111111111,0
6147,19913,12371,77,59,478,21914,9374,91,85,515,174,1,41,366,57,7,2.94915254237288,0.0169491525423729,0.694915254237288,4.30588235294118,0.670588235294118,0.0823529411764706
6148,48339,12310,73,69,271,2516,1398,9,9,70,19,3,21,1,0,0,0.27536231884058,0.0434782608695652,0.304347826086957,0.111111111111111,0,0
6152,9107,5783,91,78,185,7694,4002,46,44,110,104,1,4,40,0,1,1.33333333333333,0.0128205128205128,0.0512820512820513,0.909090909090909,0,0.0227272727272727
6153,10076,7938,88,43,300,13557,10317,116,68,408,299,0,33,328,48,1,6.95348837209302,0,0.767441860465116,4.82352941176471,0.705882352941177,0.0147058823529412
6158,26532,16238,67,62,337,23439,14619,89,75,356,159,18,12,481,2,14,2.56451612903226,0.290322580645161,0.193548387096774,6.41333333333333,0.0266666666666667,0.186666666666667
6160,11679,6606,92,88,267,3012,1604,89,24,110,140,0,5,40,1,0,1.59090909090909,0,0.0568181818181818,1.66666666666667,0.0416666666666667,0
6161,64435,36961,75,55,603,28511,18376,89,73,461,16,0,0,28,2,0,0.290909090909091,0,0,0.383561643835616,0.0273972602739726,0
6162,18438,9568,83,81,364,14527,6364,91,37,403,10,0,29,3,28,0,0.123456790123457,0,0.358024691358025,0.0810810810810811,0.756756756756757,0
6167,11385,7088,91,84,65,13054,7224,141,95,105,0,0,0,0,0,0,0,0,0,0,0,0
6169,8326,5568,86,58,325,3604,2224,86,21,162,9,2,4,5,1,0,0.155172413793103,0.0344827586206897,0.0689655172413793,0.238095238095238,0.0476190476190476,0
6171,16416,8260,90,84,162,10710,5593,91,76,132,158,1,0,129,17,1,1.88095238095238,0.0119047619047619,0,1.69736842105263,0.223684210526316,0.0131578947368421
6173,2356,1456,90,28,77,17060,9450,91,91,326,5,0,0,78,34,1,0.178571428571429,0,0,0.857142857142857,0.373626373626374,0.010989010989011
6174,11497,5027,92,72,215,12952,5318,88,88,226,1566,0,44,2176,13,0,21.75,0,0.611111111111111,24.7272727272727,0.147727272727273,0
6176,42959,20557,92,71,685,13395,6755,89,30,368,121,1,152,30,33,1,1.70422535211268,0.0140845070422535,2.14084507042254,1,1.1,0.0333333333333333
6177,2802,1767,27,15,82,11628,7689,89,80,157,54,0,16,213,0,0,3.6,0,1.06666666666667,2.6625,0,0
6178,10749,5990,81,37,269,15663,8250,91,64,369,33,1,3,37,20,0,0.891891891891892,0.027027027027027,0.0810810810810811,0.578125,0.3125,0
6182,38768,20924,91,75,489,38971,21665,88,83,401,12,0,8,22,3,18,0.16,0,0.106666666666667,0.265060240963855,0.036144578313253,0.216867469879518
6185,24529,11190,91,91,559,33898,17960,91,91,533,545,6,137,675,78,6,5.98901098901099,0.0659340659340659,1.50549450549451,7.41758241758242,0.857142857142857,0.0659340659340659
6186,45867,34681,91,71,1391,59379,42446,100,71,1394,296,39,2098,427,2766,18,4.16901408450704,0.549295774647887,29.5492957746479,6.01408450704225,38.9577464788732,0.253521126760563
