"","person_id","sex","age","edu","suppgov1","suppgov2","ideo1","ideo2","party1","opp_party1","party2","opp_party2","know_1_w2","know_2_w2","know_3_w2","know_4_w2","know_5_w2","know_fac_1_w2","know_fac_2_w2","know_fac_3_w2","know_fac_4_w2","ptc_1_w2","ptc_2_w2","ptc_3_w2","ptc_4_w2","ptc_5_w2","ptc_6_w2","ptc_7_w2","ptc_8_w2","att_imp_1_w1","att_imp_2_w1","att_imp_3_w1","att_imp_4_w1","att_imp_5_w1","att_imp_1_w2","att_imp_2_w2","att_imp_3_w2","att_imp_4_w2","att_imp_5_w2","att_str_1_w1","att_str_2_w1","att_str_3_w1","att_str_4_w1","att_str_5_w1","att_str_1_w2","att_str_2_w2","att_str_3_w2","att_str_4_w2","att_str_5_w2","ft_far_w1","ft_pis_w1","ft_sld_w1","ft_lw_w1","ft_rw_w1","ft_women_w1","ft_rel_w1","ft_eu_w1","ft_econ_w1","ft_far_w2","ft_pis_w2","ft_sld_w2","ft_lw_w2","ft_rw_w2","ft_women_w2","ft_rel_w2","ft_eu_w2","ft_econ_w2","stupid_far_w1","stupid_women_w1","stupid_rel_w1","stupid_eu_w1","stupid_econ_w1","stupid_far_w2","stupid_pis_w2","stupid_sld_w2","stupid_lw_w2","stupid_rw_w2","stupid_women_w2","stupid_rel_w2","stupid_eu_w2","stupid_econ_w2","under_far_w1","under_pis_w1","under_sld_w1","under_lw_w1","under_rw_w1","under_women_w1","under_rel_w1","under_eu_w1","under_econ_w1","under_far_w2","under_pis_w2","under_sld_w2","under_lw_w2","under_rw_w2","under_women_w2","under_rel_w2","under_eu_w2","under_econ_w2","malvol_gov_1_w1","malvol_gov_2_w1","malvol_gov_3_w1","malvol_gov_4_w1","malvol_gov_5_w1","malvol_op_1_w1","malvol_op_2_w1","malvol_op_3_w1","malvol_op_4_w1","malvol_op_5_w1","malvol_gov_1_w2","malvol_gov_2_w2","malvol_gov_3_w2","malvol_gov_4_w2","malvol_gov_5_w2","malvol_op_1_w2","malvol_op_2_w2","malvol_op_3_w2","malvol_op_4_w2","malvol_op_5_w2","comp_1_w1","comp_2_w1","comp_3_w1","comp_4_w1","comp_1_w2","comp_2_w2","comp_3_w2","comp_4_w2","perpol_1_w1","perpol_2_w1","perpol_3_w1","perpol_4_w1","perpol_1_w2","perpol_2_w2","perpol_3_w2","perpol_4_w2","well_act_1_w2","well_act_2_w2","well_act_3_w2","well_act_4_w2","well_act_5_w2","well_feel_1_w2","well_feel_2_w2","well_feel_3_w2","well_feel_4_w2","well_feel_5_w2","well_feel_6_w2","visits_raw","visits_u","day_range","active_days","count_domains","domain_center","domain_left","domain_right","domain_center_mean","domain_left_mean","domain_right_mean","news_self","news_like_self","condition_control","condition_experimental","condition","party_bin","party_strength","news","news_like","know_w2","know_fac_w2","ptc_w2","att_str_w1","att_str_w2","att_imp_w1","att_imp_w2","ft_party_op_w1","ft_ideo_op_w1","ft_w1","ft_party_op_w2","ft_ideo_op_w2","ft_w2","under_party_op_w1","under_ideo_op_w1","under_w1","under_party_op_w2","under_ideo_op_w2","under_w2","stupid_w1","stupid_w2","malvol_1_w1","malvol_1_w2","malvol_2_w1","malvol_2_w2","malvol_3_w1","malvol_3_w2","malvol_4_w1","malvol_4_w2","malvol_5_w1","malvol_5_w2","malvol_w1","malvol_w2","comp_w1","comp_w2","perpol_w1","perpol_w2","well_feel_w2","well_act_w2"
"416",6348,"Male","Age: 55+","Education: High school",8,8,5,5,1,3,1,3,4,3,4,3,3,1,0,1,1,0,0,0,0,0,0,0,0,5,5,5,5,5,6,4,5,5,6,5,5,5,5,5,5,4,5,5,6,100,NA,100,93,0,51,99,51,51,91,NA,50,45,58,26,53,41,33,4,4,NA,NA,4,4,NA,4,4,4,4,4,4,4,4,NA,4,4,4,4,4,4,4,4,NA,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,4,4,4,4,4,0,0,0,0,0,5,5,4,4,4,3,3,3,3,2,2,4,2,4,4,4,4,4,5,5,4,2,4,3,1,6,4,4,2,1,3,2,7084,3709,88,73,176,88,4,1,1.20547945205479,38.9029519583253,0.0136986301369863,4.22222222222222,4,NA,1,"More News - Experiment","Pro",3,2.41095890410959,0.0547945205479452,3.4,3,0,5,4.75,5,5,100,93,85.3333333333333,50,45,51.25,4,4,20,4,4,18.5,4,4,4,5,4,5,4,4,3,3,3,3,3.6,4,3,2.5,4,4.5,2.66666666666667,3.2
"417",6346,"Female","Age: 45–54","Education: Graduate school",0,2,0,1,8,1,8,4,7,6,7,6,6,1,1,1,0,1,1,1,1,1,1,1,1,6,6,6,6,6,7,7,7,7,7,6,6,6,6,6,7,7,7,7,7,99,99,NA,NA,87,84,83,99,99,82,86,NA,NA,89,88,86,90,90,4,NA,4,4,NA,4,4,NA,NA,4,4,4,4,4,7,7,NA,NA,7,7,7,7,7,4,4,NA,NA,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,7,5,6,4,2,0,0,0,0,0,2,2,2,2,1,1,1,1,4,4,4,4,7,7,7,7,5,2,3,2,4,2,2,1,1,1,1,29041,12338,105,105,260,716,276,1,6.81904761904762,36.3291750503018,0.00952380952380952,5.11111111111111,2,1,NA,"More News - Control","Anti",5,2.47619047619048,2.62857142857143,6.4,3,8,6,7,6,7,99,87,92.4166666666667,86,89,87.1666666666667,7,7,22.3333333333333,4,4,17,4,4,4,7,4,5,4,6,3,3,3,5,3.6,5.2,2,1,4,7,1.33333333333333,3.2
"418",6345,"Male","Age: 45–54","Education: High school",6,6,5,8,1,5,1,5,1,0,1,5,6,1,1,1,1,0,0,0,0,0,0,0,0,4,1,5,4,7,2,1,5,3,6,4,7,4,4,7,4,5,5,4,6,98,NA,52,51,NA,52,95,52,75,79,NA,62,60,NA,58,56,57,56,4,4,NA,NA,4,2,NA,2,2,NA,2,2,2,2,1,NA,2,2,NA,3,1,2,3,2,NA,1,2,NA,2,2,2,2,NA,NA,NA,NA,NA,4,4,4,5,5,0,0,0,0,0,4,4,4,4,4,1,1,0,0,1,1,1,1,4,4,5,5,4,4,5,5,1,1,1,1,7,2,2,3,1,3,1,7804,5637,130,87,351,463,51,0,5.32183908045977,38.3715395823215,0,1.55555555555556,4,1,NA,"More News - Control","Pro",1,4.03448275862069,0.586206896551724,2.6,4,0,4.75,4.5,3.5,2.75,52,51,64.8333333333333,62,60,62.4166666666667,2,2,18.0833333333333,1,2,14.6666666666667,4,3,4,4,4,4,4,4,2,3,2,3,3.2,3.6,0.5,1,4.5,4.5,2,2.2
"419",6341,"Male","Age: 45–54","Education: High school",5,5,5,5,1,3,1,7,1,0,1,6,0,1,1,0,0,0,0,0,0,0,0,0,0,6,2,6,5,6,6,4,4,5,6,5,2,4,4,6,6,4,4,4,6,96,96,NA,96,96,96,96,96,96,49,50,NA,49,49,50,50,49,50,4,NA,4,4,NA,4,4,NA,4,4,4,4,4,4,4,4,NA,4,4,4,4,4,4,7,7,NA,7,7,7,7,7,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,3,3,3,3,0,4,4,4,4,4,4,4,4,2,1,1,1,7,4,4,1,1,1,2,6182,3919,61,51,166,0,0,0,0,38.9577464788732,0,3.44444444444444,4,NA,1,"More News - Experiment","Pro",0,3.25490196078431,0,1.6,2,0,3.75,4.5,4.75,4.75,NA,96,96,NA,49,49.25,NA,4,34.6666666666667,NA,7,21,4,4,4,4,4,4,4,4,3,3,3,3,3.6,3.6,0.75,2.25,4,4,2.16666666666667,2.4
"420",6337,"Female","Age: 25–34","Education: Less than high school",6,6,7,7,1,2,1,5,4,3,4,3,3,1,0,1,0,0,0,0,0,1,0,0,0,6,5,3,5,4,5,4,4,5,4,4,4,4,5,5,4,5,4,5,4,35,NA,34,22,NA,42,33,50,22,39,NA,21,31,NA,64,33,0,48,4,5,NA,NA,4,4,NA,4,5,NA,4,4,4,5,4,NA,2,5,NA,4,5,4,3,3,NA,4,3,NA,4,3,4,4,NA,NA,NA,NA,NA,5,4,5,5,4,0,0,0,0,0,4,4,4,5,5,3,3,3,1,3,2,3,2,4,5,5,4,3,4,4,4,2,6,1,2,5,5,4,2,1,2,1,5725,2959,82,35,130,0,0,0,0,38.9577464788732,0,2.11111111111111,3,1,NA,"More News - Control","Pro",1,3.71428571428571,0,3.4,2,1,4.25,4.5,4.75,4.5,34,22,31.0833333333333,21,31,32.4166666666667,2,5,9.16666666666667,4,3,9.41666666666667,4.25,4.125,5,4,4,4,5,4,2,2,3,2,3.8,3.2,2.5,2.5,4.5,3.75,2.5,3.2
"421",6332,"Male","Age: 25–34","Education: Graduate school",5,5,5,5,2,9,2,3,2,0,2,3,5,1,0,1,0,1,0,0,0,0,1,0,1,6,4,5,6,4,7,4,7,7,4,6,5,6,5,4,7,5,7,7,5,98,NA,62,71,50,58,44,48,48,82,NA,55,52,23,45,47,47,48,4,NA,1,1,NA,1,NA,1,1,1,1,1,1,1,4,NA,4,4,4,4,4,4,4,1,NA,4,4,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,6,6,2,2,2,6,2,3,1,1,2,4,5,6,6,4,4,4,4,6,6,6,6,2,1,1,1,7,1,1,1,1,1,1,275,194,7,6,27,0,3,0,0,38.4577464788732,0,1.55555555555556,4,1,NA,"More News - Control","Anti",0,4.5,0.5,2.4,2,3,5.5,6.5,5.25,6.25,NA,50,65.8333333333333,NA,23,50.5833333333333,NA,4,35.3333333333333,NA,6,30.6666666666667,2.5,2.5,4,2,4,2,4,2,3,1,3,1,3.6,1.6,1.75,5.25,4,6,1,2.4
"422",6331,"Female","Age: 45–54","Education: Graduate school",5,5,3,3,8,2,8,1,4,2,2,6,3,1,0,1,1,0,0,1,1,0,0,0,0,6,5,6,7,7,6,4,5,4,7,6,7,6,5,7,6,6,4,4,6,85,NA,33,NA,78,63,63,45,45,70,NA,20,NA,60,70,90,50,50,4,4,NA,NA,3,1,NA,1,NA,1,1,3,2,1,6,NA,6,NA,6,5,4,5,5,3,NA,2,NA,6,3,6,5,5,5,5,6,4,5,4,2,3,6,5,4,2,2,7,7,2,1,2,7,5,1,0,0,5,0,1,0,0,5,6,7,6,5,2,2,4,1,2,1,1,5,2,3,3,2,1,1,2842,2205,19,13,139,71,9,0,5.46153846153846,38.2654387865655,0,3,5,NA,1,"More News - Experiment","Anti",0,10.6923076923077,0.692307692307692,3.4,3,2,6,5,6,4.75,NA,78,72.3333333333333,NA,60,65,NA,6,31.9166666666667,NA,6,26.9166666666667,3.75,2.875,5,4,5,2,6,2,3,0,2,0,4.2,1.6,1.5,0.25,6,3.25,2,2
"423",6330,"Male","Age: 55+","Education: Graduate school",0,0,5,5,5,1,5,1,7,6,4,6,6,1,0,1,1,1,1,0,0,0,0,0,0,7,7,7,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,100,NA,NA,17,38,100,79,100,52,100,NA,NA,0,1,100,99,100,100,4,7,NA,NA,4,1,NA,NA,1,1,1,1,1,1,1,NA,NA,7,6,1,4,1,4,1,NA,NA,7,4,1,1,4,4,7,7,7,1,1,NA,NA,NA,NA,NA,7,7,7,1,1,0,0,0,0,0,0,0,0,6,0,0,0,6,4,4,7,7,4,7,7,7,4,1,1,1,5,4,4,2,2,3,2,21851,9748,91,89,316,41,84,2,0.460674157303371,38.0139262541541,0.0224719101123595,4.11111111111111,4,NA,1,"More News - Experiment","Anti",5,3.55056179775281,0.943820224719101,5.8,3,2,7,7,6.5,7,NA,38,73.5833333333333,NA,1,66.9166666666667,NA,6,36.1666666666667,NA,4,35.5,4.75,2.5,7,7,7,7,7,7,6,6,6,6,6.6,6.6,1.5,1.5,5.5,6.25,2.83333333333333,2.4
"424",6329,"Male","Age: 45–54","Education: Graduate school",0,0,3,2,5,1,8,3,4,3,4,3,3,1,1,1,1,0,0,1,0,1,0,0,0,7,7,6,6,7,7,7,7,6,7,7,7,6,4,6,7,7,7,5,5,100,95,NA,NA,62,88,100,80,72,99,90,NA,NA,90,96,96,95,90,2,2,NA,NA,4,6,2,NA,NA,2,1,2,2,2,1,2,NA,NA,3,2,2,2,3,1,2,NA,NA,2,1,2,2,3,6,6,6,2,2,NA,NA,NA,NA,NA,6,6,6,2,2,0,0,0,0,0,3,3,3,3,1,2,1,1,4,5,6,6,4,5,5,6,3,2,1,1,7,4,3,3,3,3,2,17127,6435,91,85,312,85,14,0,1,38.7930405965203,0,2.88888888888889,4,1,NA,"More News - Control","Anti",5,3.67058823529412,0.164705882352941,3.4,4,2,6,6.5,6.5,6.75,95,62,81.5,90,90,92.9166666666667,2,3,18.75,2,2,18.1666666666667,2.5,1.875,6,6,6,6,6,6,5,5,5,5,5.6,5.6,3,1.25,5.25,5,3,2.8
"425",6328,"Female","Age: 45–54","Education: High school",5,6,5,5,4,7,8,5,5,2,5,4,2,1,0,0,0,0,1,0,0,0,0,0,0,4,4,4,5,4,4,3,5,5,3,4,5,4,5,5,5,4,5,4,4,57,56,NA,35,50,43,50,51,34,43,51,NA,43,33,45,49,52,44,4,NA,4,4,NA,5,4,NA,5,5,5,4,4,5,4,4,NA,4,3,3,4,5,5,4,4,NA,5,5,5,5,4,4,NA,NA,NA,NA,NA,5,4,4,4,3,0,0,0,0,0,5,4,5,3,4,3,3,2,3,2,2,3,2,4,5,3,5,5,5,4,4,4,5,4,5,4,5,4,2,3,3,1,4166,2706,105,54,171,150,5,0,2.77777777777778,38.8651538862806,0,3.44444444444444,5,NA,1,"More News - Experiment","Pro",0,3.16666666666667,0.0925925925925926,3.6,1,1,4.5,4.5,4.25,4.25,NA,35,45.5,NA,43,44.5,NA,4,21.75,NA,5,17.5,4,4.25,5,5,4,4,4,5,3,4,4,3,4,4.2,2.75,2.25,4.25,4.5,3,4.4
"426",6326,"Male","Age: 18–24","Education: High school",5,1,5,5,9,1,2,1,1,0,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,4,1,4,5,6,4,1,5,4,5,4,7,3,2,5,5,7,5,5,6,91,NA,44,40,65,39,74,28,29,85,NA,87,86,86,59,100,76,62,2,NA,6,4,NA,7,NA,7,7,7,2,6,7,4,4,NA,4,4,4,4,4,4,4,1,NA,1,1,1,2,1,4,1,5,5,5,2,3,NA,NA,NA,NA,NA,6,6,6,1,1,0,0,0,0,0,4,5,4,3,4,6,6,5,5,5,5,5,6,5,5,5,3,3,1,2,4,5,2,2,3,5,3,27165,12844,91,61,508,67,7,6,1.09836065573771,38.8429923805125,0.0983606557377049,0.111111111111111,4,NA,1,"More News - Experiment","Anti",0,8.32786885245902,0.114754098360656,1.2,1,0,4,5.5,3.5,3.5,NA,65,66.1666666666667,NA,86,81.75,NA,4,33,NA,1,29.3333333333333,3.5,3.375,5,6,5,6,5,6,5,6,4,6,4.8,6,4,5.25,5,5.25,3.33333333333333,2.6
"427",6323,"Male","Age: 25–34","Education: Graduate school",0,2,1,5,2,1,2,1,5,5,4,4,5,1,1,0,0,1,0,0,1,0,0,0,0,7,5,6,7,7,7,4,6,7,7,7,5,6,6,7,7,5,6,6,7,71,NA,25,68,47,57,48,53,49,88,NA,43,50,45,54,48,50,48,2,1,NA,NA,1,1,NA,1,1,2,1,1,1,1,4,NA,4,4,4,4,5,6,4,5,NA,4,4,4,4,3,4,5,2,2,3,3,2,NA,NA,NA,NA,NA,7,7,6,2,1,0,0,0,0,0,1,4,4,3,1,3,0,3,5,6,6,6,5,5,5,5,1,1,1,2,7,3,4,0,1,2,2,1180,894,90,16,42,20,7,0,1.25,38.5202464788732,0,4.11111111111111,4,1,NA,"More News - Control","Anti",5,2.625,0.4375,4.6,2,2,6,6,6.25,6,NA,47,56.5833333333333,NA,45,61,NA,4,26.5833333333333,NA,4,32,1.5,1.5,2,7,2,7,3,6,4,5,5,6,3.2,6.2,3,1.75,5.75,5,2,2.4
"428",6322,"Male","Age: 55+","Education: Graduate school",5,4,4,4,8,3,8,3,2,1,1,3,1,1,0,1,0,0,0,0,0,0,0,0,0,6,5,6,6,7,7,5,5,6,7,7,6,6,5,6,7,6,5,4,6,85,55,NA,NA,56,89,71,46,36,91,45,NA,NA,49,85,52,51,43,5,6,NA,NA,3,2,2,NA,NA,2,4,3,4,2,2,4,NA,NA,4,2,4,3,6,1,4,NA,NA,4,2,4,6,3,5,4,5,3,3,NA,NA,NA,NA,NA,4,4,5,4,3,0,0,0,0,0,5,5,6,6,6,6,6,6,4,4,6,6,5,5,5,5,1,1,2,1,7,6,7,5,4,6,5,1723,714,9,8,66,47,7,2,5.875,38.0827464788732,0.25,3.44444444444444,4,1,NA,"More News - Control","Anti",0,8.25,0.875,1.6,2,0,6,5.5,5.75,5.75,55,56,62.1666666666667,45,49,58.25,4,4,17.4166666666667,4,4,18.4166666666667,4.75,4.125,5,4,4,4,5,5,4,3,4,4,4.4,4,5.5,6,5,5,5.5,2.4
"429",6321,"Female","Age: 45–54","Education: Graduate school",0,0,1,5,2,1,5,1,7,6,6,6,6,1,0,1,0,1,0,1,1,0,0,0,1,4,4,7,7,7,4,2,7,7,7,6,6,7,7,7,4,4,7,7,7,100,NA,NA,53,83,50,54,100,100,99,NA,NA,53,83,51,50,99,100,7,NA,4,4,NA,1,NA,NA,3,7,1,4,7,7,1,NA,NA,5,4,1,4,1,4,1,NA,NA,4,2,4,4,1,1,7,7,7,1,1,NA,NA,NA,NA,NA,7,2,6,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,4,4,7,4,4,4,4,6,2,2,1,1,5,1,1,1,0,1,1,39867,36260,102,24,174,31,1,0,1.29166666666667,38.9160798122065,0,6.55555555555556,4,NA,1,"More News - Experiment","Anti",5,7.25,0.0416666666666667,6.2,2,4,6.5,5.5,5.5,5,NA,83,86.3333333333333,NA,83,85.6666666666667,NA,4,35.5,NA,2,34.5,5.5,5.875,7,7,7,2,7,6,6,6,6,6,6.6,5.4,0.75,0,4.75,4.5,0.833333333333333,2.2
"430",6320,"Male","Age: 45–54","Education: High school",0,0,0,0,9,1,9,1,7,6,5,6,6,1,1,1,1,0,0,0,0,0,0,0,0,7,1,7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,100,NA,NA,NA,99,100,99,100,99,100,NA,NA,NA,99,99,99,98,99,7,NA,7,7,NA,1,NA,NA,NA,7,7,7,7,7,1,NA,NA,NA,1,1,1,1,1,1,NA,NA,NA,1,1,1,1,1,7,7,7,1,1,NA,NA,NA,NA,NA,7,7,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,8,4,1,3,7,1,1,0,0,0,0,2475,1281,8,8,51,41,1,0,5.125,38.8327464788732,0,2.11111111111111,1,1,NA,"More News - Control","Anti",5,6.375,0.125,6,4,0,7,7,5.5,5.5,NA,99,99.5,NA,99,99.25,NA,1,34,NA,1,34,7,7,7,7,7,7,7,7,6,6,6,6,6.6,6.6,0,0,7,7,0.333333333333333,4.6
"431",6319,"Female","Age: 55+","Education: High school",0,0,5,5,5,1,5,1,5,5,4,2,4,1,0,1,0,1,0,1,0,0,0,0,0,4,4,7,6,7,5,4,7,7,7,4,5,7,6,7,5,4,7,6,7,100,NA,NA,49,100,50,50,95,90,99,NA,NA,50,99,99,99,99,99,7,NA,6,7,NA,1,NA,NA,1,6,5,5,7,6,1,NA,NA,4,2,2,3,4,3,3,NA,NA,5,3,4,3,2,3,7,7,7,1,1,NA,NA,NA,NA,NA,7,7,7,1,1,0,0,0,0,0,1,3,2,2,2,3,2,3,6,6,7,7,5,5,6,6,3,1,7,1,7,5,6,3,3,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.55555555555556,4,1,NA,"More News - Control","Anti",5,NA,NA,4,2,2,5.5,5.5,5.25,5.75,NA,100,90.4166666666667,NA,99,99,NA,2,35,NA,3,35,6.75,6.375,7,7,7,7,7,7,6,6,6,6,6.6,6.6,2,2.5,6.5,5.5,4.16666666666667,3.8
"432",6317,"Male","Age: 25–34","Education: Graduate school",3,3,7,5,3,1,5,1,2,2,2,3,2,1,1,0,0,0,0,0,0,0,0,0,0,5,5,5,4,5,5,5,5,4,5,5,5,5,4,6,5,5,5,4,4,99,NA,99,99,99,99,99,99,75,99,NA,99,99,99,99,99,79,99,5,NA,4,5,NA,4,NA,3,3,4,3,2,3,3,1,NA,1,3,3,2,2,2,2,2,NA,2,4,4,2,3,3,4,5,6,6,2,2,NA,NA,NA,NA,NA,6,6,6,2,2,0,0,0,0,0,1,1,1,1,1,1,1,2,5,5,5,6,5,5,6,6,1,1,1,1,7,1,2,2,2,1,2,6477,3178,92,33,276,1,2,0,0.0303030303030303,38.8971404182671,0,0.222222222222222,4,NA,1,"More News - Experiment","Anti",2,8.36363636363636,0.0606060606060606,2.2,2,0,4.75,4.75,4.75,4.75,NA,99,97,NA,99,97.3333333333333,NA,3,34.6666666666667,NA,4,35.3333333333333,4.75,3.875,5,6,6,6,6,6,5,5,5,5,5.4,5.6,1,1.25,5.25,5.5,1.66666666666667,2.2
"433",6313,"Male","Age: 45–54","Education: High school",5,5,5,5,5,1,5,1,1,0,1,5,0,1,1,0,0,0,0,0,0,0,0,0,0,6,6,5,5,6,5,6,4,4,5,5,6,4,4,5,5,6,4,4,5,84,NA,48,39,62,52,78,57,55,99,NA,96,97,98,98,97,98,97,3,2,NA,NA,2,1,NA,1,1,1,1,1,1,1,3,NA,3,4,3,5,6,4,4,1,NA,1,1,1,1,1,1,1,4,4,4,5,5,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,2,2,1,1,2,2,1,1,4,5,5,4,4,4,4,4,3,1,2,1,4,4,2,2,1,2,2,7061,2842,76,74,112,4,22,0,0.0540540540540541,38.6604491815759,0,2.11111111111111,4,1,NA,"More News - Control","Anti",0,1.51351351351351,0.297297297297297,1.4,2,0,4.75,4.75,5.5,4.75,NA,62,68.8333333333333,NA,98,98.1666666666667,NA,3,30.5833333333333,NA,1,33.6666666666667,2.5,2,4,4,4,4,4,4,2,3,2,3,3.2,3.6,1.5,1.5,4.5,4,2.16666666666667,2.2
"434",6307,"Male","Age: 25–34","Education: Graduate school",5,4,5,6,2,3,2,3,2,1,1,4,1,1,0,1,0,1,0,0,0,0,0,0,0,6,6,6,6,6,6,6,6,6,6,6,5,6,5,6,6,5,5,5,5,100,NA,64,62,NA,86,78,77,87,100,NA,55,53,NA,81,76,75,74,1,NA,4,4,NA,5,NA,5,5,NA,5,5,5,5,4,NA,4,4,NA,4,4,4,4,1,NA,4,4,NA,4,4,1,4,5,5,5,5,4,NA,NA,NA,NA,NA,2,2,3,2,4,0,0,0,0,0,1,1,3,2,2,2,2,2,7,7,4,5,7,7,7,5,2,1,1,4,7,1,2,2,2,3,2,78165,25033,76,76,580,379,18,0,4.98684210526316,38.72090437361,0,0.666666666666667,4,NA,1,"More News - Experiment","Anti",0,7.63157894736842,0.236842105263158,1.8,2,1,5.5,5.25,6,6,NA,NA,91,NA,NA,88.25,NA,NA,52,NA,NA,51.625,2.5,3,5,2,5,2,5,3,2,5,3,3,4,3,1.75,2,5.75,6.5,2,3
"435",6304,"Male","Age: 25–34","Education: Bachelor degree",5,0,5,4,4,1,9,1,4,3,3,3,3,1,1,1,1,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,89,NA,NA,NA,82,100,67,61,65,100,NA,NA,NA,100,100,100,100,100,4,NA,4,4,NA,1,NA,NA,NA,6,6,6,6,6,4,NA,NA,NA,4,4,4,4,4,2,NA,NA,NA,2,1,1,4,4,6,7,7,1,1,NA,NA,NA,NA,NA,7,7,7,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,7,6,7,7,7,7,7,7,7,5,6,7,2,5,5,3,3,3,3,408,87,88,11,25,0,0,0,0,38.9577464788732,0,4,4,1,NA,"More News - Control","Anti",0,2.27272727272727,0,3.2,4,0,7,6.5,7,7,NA,82,81.4166666666667,NA,100,100,NA,4,32.3333333333333,NA,2,34.8333333333333,4,5,6,7,7,7,7,7,6,6,6,6,6.4,6.6,0,0.75,6.75,7,3.66666666666667,5.4
"436",5447,"Male","Age: 35–44","Education: High school",1,4,4,2,9,4,9,8,2,1,2,4,2,1,0,1,1,0,0,0,0,0,0,0,0,7,1,6,6,5,6,1,5,5,7,7,1,6,6,5,5,2,5,4,6,27,94,NA,NA,69,99,9,32,56,16,92,NA,NA,87,86,84,90,94,2,NA,2,1,NA,3,3,NA,NA,3,2,3,4,2,5,5,NA,NA,4,6,4,5,3,3,4,NA,NA,1,2,3,4,2,5,4,3,3,4,NA,NA,NA,NA,NA,4,7,7,3,4,0,0,0,0,0,5,4,4,4,3,3,2,5,4,3,4,3,6,7,6,6,2,3,2,2,7,6,3,3,4,3,4,20619,12397,91,81,262,199,7,0,2.45679012345679,38.8713267257868,0,6.33333333333333,3,NA,1,"More News - Experiment","Anti",4,3.23456790123457,0.0864197530864197,2.2,3,0,5,4,5,4.25,94,69,59.5,92,87,76.5,5,4,8.16666666666667,4,1,4.58333333333333,1.75,2.375,5,4,4,7,3,7,4,4,3,3,3.8,5,4.25,3.25,3.5,6.25,3.83333333333333,3.2
"437",6301,"Male","Age: 18–24","Education: High school",0,1,2,2,9,1,8,1,5,4,5,6,6,1,0,1,0,1,0,0,0,1,0,0,0,6,5,4,5,7,7,6,6,6,7,6,6,5,3,7,6,7,5,4,7,84,NA,NA,NA,72,80,92,54,58,94,NA,NA,NA,81,80,62,52,51,5,5,NA,NA,5,3,NA,NA,NA,4,4,3,3,2,2,NA,NA,NA,1,1,4,5,5,1,NA,NA,NA,2,2,2,4,5,6,4,7,2,2,NA,NA,NA,NA,NA,6,4,7,2,5,0,0,0,0,0,4,2,2,2,2,1,0,1,7,6,7,6,7,6,7,7,2,1,2,2,1,4,5,3,3,2,2,1168,690,90,84,74,0,2,0,0,38.9339369550637,0,1.77777777777778,3,1,NA,"More News - Control","Anti",5,0.880952380952381,0.0238095238095238,5.2,2,2,5,5.5,5,6.25,NA,72,75.6666666666667,NA,81,78.75,NA,1,29.5833333333333,NA,2,33.0833333333333,5,4,6,6,4,4,7,7,5,5,5,2,5.4,4.8,2.5,1,6.5,6.75,3.16666666666667,1.6
"438",6299,"Male","Age: 18–24","Education: Some college",5,5,5,4,1,6,4,3,4,3,4,2,3,1,1,0,0,0,0,0,0,0,0,0,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,38,NA,60,NA,77,76,73,70,67,40,NA,47,NA,51,53,42,44,40,4,5,NA,NA,5,4,NA,4,NA,4,4,4,4,4,3,NA,3,NA,4,2,4,3,7,4,NA,4,NA,4,4,4,4,4,3,4,4,5,4,3,3,3,4,3,5,4,5,5,5,4,6,4,5,4,2,2,2,2,2,2,2,2,3,3,5,3,5,5,4,4,4,5,5,5,3,5,3,2,2,4,4,14129,8070,62,49,308,486,37,5,9.91836734693878,38.2026444380569,0.102040816326531,4.11111111111111,4,NA,1,"More News - Experiment","Anti",0,6.28571428571429,0.755102040816326,3.2,2,1,5,4,5,5,NA,77,62.1666666666667,NA,51,45.25,NA,4,15.3333333333333,NA,4,16,4.5,4,3,5,4,4,4,5,2,2,3,2,3.2,3.6,2,2,3.5,4.5,3.33333333333333,4.4
