"","id","wave","person_id","sex","age","edu","suppgov1","suppgov2","ideo1","ideo2","party1","opp_party1","party2","opp_party2","visits_raw","visits_u","day_range","active_days","count_domains","domain_center","domain_left","domain_right","domain_center_mean","domain_left_mean","domain_right_mean","news_self","news_like_self","condition_control","condition_experimental","condition","party_bin","news","news_like","att_imp_1","att_imp_2","att_imp_3","att_imp_4","att_imp_5","att_str_1","att_str_2","att_str_3","att_str_4","att_str_5","ft_far","ft_pis","ft_sld","ft_lw","ft_rw","ft_women","ft_rel","ft_eu","ft_econ","stupid_far","stupid_women","stupid_rel","stupid_eu","stupid_econ","under_far","under_pis","under_sld","under_lw","under_rw","under_women","under_rel","under_eu","under_econ","malvol_gov_1","malvol_gov_2","malvol_gov_3","malvol_gov_4","malvol_gov_5","malvol_op_1","malvol_op_2","malvol_op_3","malvol_op_4","malvol_op_5","comp_1","comp_2","comp_3","comp_4","perpol_1","perpol_2","perpol_3","perpol_4","att_str","att_imp","ft_party_op","ft_ideo_op","ft","under_party_op","under_ideo_op","under","stupid","malvol_1","malvol_2","malvol_3","malvol_4","malvol_5","malvol","comp","perpol","know","know_1","know_2","know_3","know_4","know_5","know_fac","know_fac_1","know_fac_2","know_fac_3","know_fac_4","ptc","ptc_1","ptc_2","ptc_3","ptc_4","ptc_5","ptc_6","ptc_7","ptc_8","stupid_lw","stupid_pis","stupid_rw","stupid_sld","well_act","well_act_1","well_act_2","well_act_3","well_act_4","well_act_5","well_feel","well_feel_1","well_feel_2","well_feel_3","well_feel_4","well_feel_5","well_feel_6","know_r","know_fac_r","ptc_r","att_str_r","att_imp_r","ft_r","under_r","stupid_r","malvol_r","comp_r","perpol_r","well_act_r","well_feel_r","news_r","news_like_r"
"90","45",2,6983,"Male","Age: 55+","Education: High school",0,0,0,1,7,1,7,3,48810,25392,89,89,1013,802,166,11,9.01123595505618,37.0925779395474,0.123595505617978,4.55555555555556,3,NA,1,"More News - Experiment","Anti",11.3820224719101,1.86516853932584,7,4,6,7,7,7,7,6,7,7,99,100,NA,NA,82,98,69,91,98,1,7,4,6,7,1,1,NA,NA,2,1,4,2,2,7,7,7,1,1,0,0,0,0,0,0,0,0,0,7,6,7,7,6.75,6,100,82,90.1666666666667,1,2,18.0833333333333,6.5,7,7,7,6,6,6.6,0,6.75,4.8,6,5,6,2,5,3,1,0,1,1,3,1,0,1,1,0,0,0,0,NA,7,7,NA,2.8,2,1,5,1,5,4.16666666666667,6,7,2,3,3,4,73.3333333333333,75,37.5,95.8333333333333,83.3333333333333,90.1666666666667,32.753164556962,91.6666666666667,100,0,95.8333333333333,28.5714285714286,63.8888888888889,54.8064995116525,28.5433249278541
"91","46",1,6982,"Female","Age: 35–44","Education: Bachelor degree",2,1,2,2,9,1,9,1,10077,5498,89,55,174,95,1,0,1.72727272727273,38.9395646606914,0,2.55555555555556,3,NA,1,"More News - Experiment","Anti",3.16363636363636,0.0181818181818182,4,5,5,6,6,5,6,6,6,6,99,NA,NA,NA,82,78,73,95,69,6,NA,6,7,NA,3,NA,NA,NA,3,3,2,2,2,4,4,5,3,3,NA,NA,NA,NA,NA,3,1,1,2,5,6,6,6,5.75,5,NA,82,86.5833333333333,NA,3,34.75,6.25,4,4,5,4,4,4.2,1.75,5.75,4.2,5,3,4,5,4,4,1,1,1,1,0,0,0,0,0,0,0,0,0,NA,NA,4,NA,3.4,7,2,1,2,5,3.83333333333333,5,5,3,3,4,3,63.3333333333333,100,0,79.1666666666667,66.6666666666667,86.5833333333333,64.3987341772152,87.5,60,29.1666666666667,79.1666666666667,37.1428571428571,58.3333333333333,27.0452210736418,0.488594698373609
"92","46",2,6982,"Female","Age: 35–44","Education: Bachelor degree",2,1,2,2,9,1,9,1,10077,5498,89,55,174,95,1,0,1.72727272727273,38.9395646606914,0,2.55555555555556,3,NA,1,"More News - Experiment","Anti",3.16363636363636,0.0181818181818182,5,6,6,7,7,5,7,5,5,6,90,NA,NA,NA,64,60,65,76,52,2,4,6,4,4,2,NA,NA,NA,3,3,2,3,2,4,4,5,3,5,0,0,0,0,0,2,2,2,2,5,5,5,6,5.5,6,NA,64,72.4166666666667,NA,3,31.8333333333333,5.25,4,4,5,4,2,3.8,2,5.25,4.2,5,3,4,5,4,4,1,1,1,1,0,0,0,0,0,0,0,0,0,NA,NA,4,NA,3.4,7,2,1,2,5,3.83333333333333,5,5,3,3,4,3,63.3333333333333,100,0,75,83.3333333333333,72.4166666666667,58.8607594936709,70.8333333333333,53.3333333333333,33.3333333333333,70.8333333333333,37.1428571428571,58.3333333333333,27.0452210736418,0.488594698373609
"93","47",1,6980,"Female","Age: 35–44","Education: Graduate school",3,4,5,5,4,2,9,2,18472,10429,87,86,469,666,3,1,7.74418604651163,38.922862757943,0.0116279069767442,3.66666666666667,4,NA,1,"More News - Experiment","Anti",5.45348837209302,0.0348837209302326,5,7,7,5,7,5,7,7,5,7,99,99,NA,99,99,99,99,69,99,4,NA,4,5,NA,5,6,NA,5,5,6,5,5,5,4,3,4,4,5,NA,NA,NA,NA,NA,5,5,6,5,7,6,7,4,6,6,99,99,96.5,6,5,20.9166666666667,4.25,4,3,4,3,2,3.2,5.25,6,4.6,5,4,4,5,5,2,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,NA,0.8,1,1,1,1,0,2.16666666666667,4,2,3,2,2,0,70,50,12.5,83.3333333333333,83.3333333333333,96.5,38.1329113924051,54.1666666666667,43.3333333333333,87.5,83.3333333333333,0,30.5555555555556,38.2080458877991,0.929791847126979
"94","47",2,6980,"Female","Age: 35–44","Education: Graduate school",3,4,5,5,4,2,9,2,18472,10429,87,86,469,666,3,1,7.74418604651163,38.922862757943,0.0116279069767442,3.66666666666667,4,NA,1,"More News - Experiment","Anti",5.45348837209302,0.0348837209302326,5,6,4,5,6,5,6,4,5,6,84,82,NA,60,61,67,67,66,66,1,1,1,1,1,5,5,NA,5,5,5,5,5,5,2,2,3,5,5,0,0,0,0,0,5,5,5,5,7,5,6,4,5,5,82,61,70.1666666666667,5,5,18.1666666666667,2.5,2,2,3,2,2,2.2,5,5.5,4.6,5,4,4,5,5,2,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,NA,0.8,1,1,1,1,0,2.16666666666667,4,2,3,2,2,0,70,50,12.5,66.6666666666667,66.6666666666667,70.1666666666667,32.9113924050633,25,26.6666666666667,83.3333333333333,75,0,30.5555555555556,38.2080458877991,0.929791847126979
"95","48",1,6977,"Female","Age: 25–34","Education: Some college",5,5,5,5,4,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,1,NA,"More News - Control","Pro",NA,NA,4,4,4,4,4,4,4,4,4,4,78,NA,65,55,55,56,57,54,55,4,NA,4,4,NA,4,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,4,4,4,4,4,4,65,55,60.6666666666667,4,4,16.3333333333333,4,4,4,4,3,3,3.6,3,4,3.4,4,3,4,3,3,2,1,0,0,1,0,0,0,0,0,0,0,0,0,4,NA,4,4,4.6,5,5,5,5,3,3.33333333333333,4,4,3,3,3,3,50,50,0,50,50,60.6666666666667,29.4303797468354,50,50,50,50,54.2857142857143,50,NA,NA
"96","48",2,6977,"Female","Age: 25–34","Education: Some college",5,5,5,5,4,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,1,NA,"More News - Control","Pro",NA,NA,4,4,4,4,4,4,4,4,4,4,51,NA,50,51,50,53,51,50,48,4,4,4,4,4,4,NA,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,3,3,3,4,4,5,4,4,4,50,51,50.6666666666667,4,4,11.8333333333333,4,3,4,4,3,3,3.4,3,4.25,3.4,4,3,4,3,3,2,1,0,0,1,0,0,0,0,0,0,0,0,0,4,NA,4,4,4.6,5,5,5,5,3,3.33333333333333,4,4,3,3,3,3,50,50,0,50,50,50.6666666666667,20.8860759493671,50,46.6666666666667,50,54.1666666666667,54.2857142857143,50,NA,NA
"97","49",1,5363,"Female","Age: 25–34","Education: High school",4,4,6,5,4,3,4,3,21552,10824,89,79,260,54,21,0,0.683544303797468,38.6919236940631,0,3,4,NA,1,"More News - Experiment","Anti",3.29113924050633,0.265822784810127,4,5,7,6,5,7,7,7,7,7,65,NA,72,66,69,62,76,16,66,7,NA,4,1,NA,1,NA,5,5,6,4,4,4,5,5,5,4,4,5,NA,NA,NA,NA,NA,6,0,0,3,6,3,7,7,7,5.5,NA,69,63,NA,6,25.0833333333333,4.75,5,5,4,3,2,3.8,2.25,5.75,6.4,7,6,7,6,6,3,1,0,1,1,0,0,0,0,0,0,0,0,0,4,NA,4,4,2.8,3,1,1,2,7,2.33333333333333,3,3,2,2,2,2,100,75,0,100,75,63,46.0443037974684,62.5,53.3333333333333,37.5,79.1666666666667,28.5714285714286,33.3333333333333,27.8135564738465,6.39191094009054
"98","49",2,5363,"Female","Age: 25–34","Education: High school",4,4,6,5,4,3,4,3,21552,10824,89,79,260,54,21,0,0.683544303797468,38.6919236940631,0,3,4,NA,1,"More News - Experiment","Anti",3.29113924050633,0.265822784810127,4,5,6,5,6,4,5,6,4,5,95,NA,77,78,85,80,73,67,65,5,4,5,4,4,3,NA,4,4,3,4,4,4,4,5,5,5,1,3,0,0,0,0,0,2,3,0,4,7,5,5,5,4.75,5,NA,85,83.75,NA,3,34,5.625,5,5,5,6,4,5,2.25,5.5,6.4,7,6,7,6,6,3,1,0,1,1,0,0,0,0,0,0,0,0,0,4,NA,4,4,2.8,3,1,1,2,7,2.33333333333333,3,3,2,2,2,2,100,75,0,62.5,66.6666666666667,83.75,62.9746835443038,77.0833333333333,73.3333333333333,37.5,75,28.5714285714286,33.3333333333333,27.8135564738465,6.39191094009054
"99","50",1,6975,"Female","Age: 35–44","Education: Graduate school",1,2,3,2,9,1,9,1,216,176,91,8,40,0,0,0,0,38.9577464788732,0,2,4,NA,1,"More News - Experiment","Anti",5,0,1,7,5,6,7,7,7,4,6,7,97,NA,NA,NA,91,51,96,50,51,7,NA,7,4,NA,4,NA,NA,NA,4,4,4,4,4,7,7,7,1,1,NA,NA,NA,NA,NA,0,0,0,0,7,4,7,7,6,4.75,NA,91,83.3333333333333,NA,4,35,6.25,7,7,7,6,6,6.6,0,6.25,2.2,2,2,2,2,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,NA,NA,6,NA,2.8,2,2,2,1,7,3.16666666666667,6,3,3,2,3,2,30,75,0,83.3333333333333,62.5,83.3333333333333,64.873417721519,87.5,100,0,87.5,28.5714285714286,47.2222222222222,36.3520918088127,0
"100","50",2,6975,"Female","Age: 35–44","Education: Graduate school",1,2,3,2,9,1,9,1,216,176,91,8,40,0,0,0,0,38.9577464788732,0,2,4,NA,1,"More News - Experiment","Anti",5,0,2,7,6,5,7,4,7,5,5,7,92,NA,NA,NA,87,50,89,51,45,3,6,6,6,6,4,NA,NA,NA,4,4,4,6,4,7,7,7,1,1,0,0,0,0,0,0,0,0,0,7,7,7,7,5.25,5,NA,87,79.25,NA,4,33.5,6.5,7,7,7,6,6,6.6,0,7,2.2,2,2,2,2,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,NA,NA,6,NA,2.8,2,2,2,1,7,3.16666666666667,6,3,3,2,3,2,30,75,0,70.8333333333333,66.6666666666667,79.25,62.0253164556962,91.6666666666667,100,0,100,28.5714285714286,47.2222222222222,36.3520918088127,0
"101","51",1,5409,"Male","Age: 25–34","Education: Bachelor degree",0,0,0,0,7,1,7,1,9975,6970,82,49,293,64,77,1,1.30612244897959,37.3863179074446,0.0204081632653061,4.11111111111111,4,1,NA,"More News - Control","Anti",5.97959183673469,1.57142857142857,5,1,5,5,7,5,7,6,5,7,95,NA,NA,NA,71,54,55,52,54,1,1,NA,NA,1,1,NA,NA,NA,5,1,6,3,4,7,7,7,1,1,NA,NA,NA,NA,NA,0,0,3,2,7,7,7,7,5.75,4,NA,71,73.25,NA,5,34.5,1,7,7,7,6,6,6.6,1.25,7,5,7,0,6,6,6,2,1,1,0,0,1,0,0,1,0,0,0,0,0,NA,NA,1,NA,2.8,2,2,1,2,7,5.5,7,5,5,6,6,4,76.6666666666667,50,12.5,79.1666666666667,50,73.25,63.9240506329114,0,100,20.8333333333333,100,28.5714285714286,86.1111111111111,40.2043089556577,25.6102779905059
"102","51",2,5409,"Male","Age: 25–34","Education: Bachelor degree",0,0,0,0,7,1,7,1,9975,6970,82,49,293,64,77,1,1.30612244897959,37.3863179074446,0.0204081632653061,4.11111111111111,4,1,NA,"More News - Control","Anti",5.97959183673469,1.57142857142857,5,1,5,5,6,5,7,5,5,7,82,NA,NA,NA,44,54,45,50,48,1,1,1,1,1,1,NA,NA,NA,4,5,5,5,5,7,7,7,1,1,0,0,0,0,0,1,0,0,0,7,7,7,7,5.5,4,NA,44,58.4166666666667,NA,4,30.3333333333333,1,7,7,7,6,6,6.6,0.25,7,5,7,0,6,6,6,2,1,1,0,0,1,0,0,1,0,0,0,0,0,NA,NA,1,NA,2.8,2,2,1,2,7,5.5,7,5,5,6,6,4,76.6666666666667,50,12.5,75,50,58.4166666666667,56.0126582278481,0,100,4.16666666666667,100,28.5714285714286,86.1111111111111,40.2043089556577,25.6102779905059
"103","52",1,6972,"Female","Age: 25–34","Education: Graduate school",5,5,5,5,4,3,4,1,4636,2445,57,30,142,3,2,0,0.1,38.8910798122065,0,4,4,NA,1,"More News - Experiment","Anti",4.73333333333333,0.0666666666666667,4,4,4,4,4,4,4,4,4,4,45,NA,43,47,50,50,50,50,51,4,4,NA,NA,4,4,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,4,4,4,4,4,4,NA,50,48.4166666666667,NA,4,17.6666666666667,4,4,4,4,3,3,3.6,3,4,3.4,4,3,4,3,3,4,1,1,1,1,0,0,0,0,0,0,0,0,0,4,NA,4,4,3.2,2,1,5,1,7,3.33333333333333,4,4,3,3,3,3,50,100,0,50,50,48.4166666666667,31.9620253164557,50,50,50,50,34.2857142857143,50,35.1940556124273,1.75004410127152
"104","52",2,6972,"Female","Age: 25–34","Education: Graduate school",5,5,5,5,4,3,4,1,4636,2445,57,30,142,3,2,0,0.1,38.8910798122065,0,4,4,NA,1,"More News - Experiment","Anti",4.73333333333333,0.0666666666666667,4,4,4,4,4,4,4,4,4,4,90,NA,90,91,90,90,90,89,89,4,4,4,4,4,4,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,4,4,4,4,4,4,NA,90,89.8333333333333,NA,4,32.6666666666667,4,4,4,4,3,3,3.6,3,4,3.4,4,3,4,3,3,4,1,1,1,1,0,0,0,0,0,0,0,0,0,4,NA,4,4,3.2,2,1,5,1,7,3.33333333333333,4,4,3,3,3,3,50,100,0,50,50,89.8333333333333,60.4430379746835,50,50,50,50,34.2857142857143,50,35.1940556124273,1.75004410127152
"105","53",1,6971,"Male","Age: 25–34","Education: Graduate school",0,0,4,2,9,1,7,3,18601,11836,103,69,330,4,4,0,0.0579710144927536,38.8997754643804,0,0.888888888888889,3,NA,1,"More News - Experiment","Anti",4.78260869565217,0.0579710144927536,7,3,4,2,7,6,7,4,1,6,100,82,NA,NA,47,76,57,34,34,4,2,NA,NA,1,1,2,NA,NA,4,4,4,7,7,3,3,4,4,4,NA,NA,NA,NA,NA,2,0,2,3,1,6,7,3,4.5,4,82,47,62.75,2,4,20.1666666666667,2.75,3,3,4,3,3,3.2,1.75,4.25,3.6,4,4,2,4,4,2,1,0,1,0,0,0,0,0,0,0,0,0,0,NA,6,1,NA,3.4,6,1,1,2,7,1.16666666666667,1,2,1,1,2,0,53.3333333333333,50,0,58.3333333333333,50,62.75,36.7088607594937,29.1666666666667,43.3333333333333,29.1666666666667,54.1666666666667,37.1428571428571,13.8888888888889,35.412043832641,1.52808156217922
"106","53",2,6971,"Male","Age: 25–34","Education: Graduate school",0,0,4,2,9,1,7,3,18601,11836,103,69,330,4,4,0,0.0579710144927536,38.8997754643804,0,0.888888888888889,3,NA,1,"More News - Experiment","Anti",4.78260869565217,0.0579710144927536,7,6,2,1,7,7,7,5,2,6,100,71,NA,NA,52,74,50,50,50,1,6,2,1,1,1,5,NA,NA,5,1,5,4,5,4,4,5,1,1,0,0,0,0,0,2,2,1,2,3,5,6,6,5.25,4,71,52,64.5,5,5,20.4166666666667,3.25,4,4,5,6,6,5,1.75,5,3.6,4,4,2,4,4,2,1,0,1,0,0,0,0,0,0,0,0,0,0,NA,6,1,NA,3.4,6,1,1,2,7,1.16666666666667,1,2,1,1,2,0,53.3333333333333,50,0,70.8333333333333,50,64.5,37.1835443037975,37.5,73.3333333333333,29.1666666666667,66.6666666666667,37.1428571428571,13.8888888888889,35.412043832641,1.52808156217922
"107","54",1,7084,"Female","Age: 25–34","Education: Graduate school",0,0,2,2,9,1,9,1,27797,17374,92,90,869,142,813,4,1.57777777777778,29.9244131455399,0.0444444444444444,4.22222222222222,3,NA,1,"More News - Experiment","Anti",9.65555555555556,9.03333333333333,5,5,7,6,7,4,6,6,5,7,92,NA,NA,NA,89,50,38,65,29,5,NA,1,5,NA,2,NA,NA,NA,3,2,6,3,6,6,7,7,2,1,NA,NA,NA,NA,NA,1,0,0,1,6,6,6,6,5.25,5.75,NA,89,75.5,NA,3,33.0833333333333,4,6,7,7,5,6,6.2,0.5,6,4,5,4,3,4,4,3,1,1,1,0,2,1,0,0,0,1,0,0,0,NA,NA,4,NA,2.4,3,2,1,1,5,2.5,3,3,2,3,3,1,60,75,25,70.8333333333333,79.1666666666667,75.5,61.2341772151899,50,93.3333333333333,8.33333333333333,83.3333333333333,22.8571428571429,36.1111111111111,50.9814551667771,62.5277612186046
"108","54",2,7084,"Female","Age: 25–34","Education: Graduate school",0,0,2,2,9,1,9,1,27797,17374,92,90,869,142,813,4,1.57777777777778,29.9244131455399,0.0444444444444444,4.22222222222222,3,NA,1,"More News - Experiment","Anti",9.65555555555556,9.03333333333333,5,6,7,6,7,5,6,6,5,7,90,NA,NA,NA,74,67,49,63,54,1,3,3,3,3,1,NA,NA,NA,2,2,3,3,4,6,5,5,3,2,0,0,0,0,0,0,0,0,1,7,6,6,7,5.5,6,NA,74,74.0833333333333,NA,2,31.6666666666667,4,6,5,5,4,5,5,0.25,6.5,4,5,4,3,4,4,3,1,1,1,0,2,1,0,0,0,1,0,0,0,NA,NA,4,NA,2.4,3,2,1,1,5,2.5,3,3,2,3,3,1,60,75,25,75,83.3333333333333,74.0833333333333,58.5443037974684,50,73.3333333333333,4.16666666666667,91.6666666666667,22.8571428571429,36.1111111111111,50.9814551667771,62.5277612186046
"109","55",1,6970,"Male","Age: 25–34","Education: High school",8,8,8,8,1,9,1,5,51516,6766,89,89,398,9,0,0,0.101123595505618,38.9577464788732,0,2.88888888888889,5,NA,1,"More News - Experiment","Pro",4.47191011235955,0,4,4,3,5,6,7,7,7,7,7,71,NA,50,57,NA,30,28,32,34,4,5,NA,NA,6,5,NA,4,5,NA,5,5,5,5,NA,NA,NA,NA,NA,5,5,4,4,5,2,3,2,2,4,4,5,4,7,4,50,57,49.5,4,5,15.8333333333333,4.75,5,5,4,3,2,3.8,2.25,4.25,3.4,5,3,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,NA,NA,5,5.4,6,6,5,7,3,2.83333333333333,5,5,3,2,0,2,50,0,0,100,50,49.5,28.4810126582279,62.5,53.3333333333333,37.5,54.1666666666667,65.7142857142857,41.6666666666667,34.0052750402642,0
"110","55",2,6970,"Male","Age: 25–34","Education: High school",8,8,8,8,1,9,1,5,51516,6766,89,89,398,9,0,0,0.101123595505618,38.9577464788732,0,2.88888888888889,5,NA,1,"More News - Experiment","Pro",4.47191011235955,0,4,4,5,4,4,4,5,5,4,5,55,NA,34,44,NA,33,42,49,37,2,4,3,4,5,4,NA,3,4,NA,4,5,4,4,0,0,0,0,0,5,4,5,5,5,3,2,2,3,5,4,5,4,4.5,4.25,34,44,42.9166666666667,3,4,12.4166666666667,4,5,4,5,2,2,3.6,2.5,4.5,3.4,5,3,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,NA,NA,5,5.4,6,6,5,7,3,2.83333333333333,5,5,3,2,0,2,50,0,0,58.3333333333333,54.1666666666667,42.9166666666667,21.9936708860759,50,50,41.6666666666667,58.3333333333333,65.7142857142857,41.6666666666667,34.0052750402642,0
"111","56",1,6968,"Female","Age: 55+","Education: High school",1,0,9,8,5,1,5,1,137,85,2,2,24,2,0,0,1,38.9577464788732,0,7,7,NA,1,"More News - Experiment","Anti",12,0,7,6,7,7,7,7,7,7,7,7,99,NA,NA,34,NA,99,77,99,78,4,4,NA,NA,4,4,NA,NA,4,NA,4,4,4,4,7,6,1,1,1,NA,NA,NA,NA,NA,1,2,1,2,6,6,7,6,7,6.75,NA,NA,93.625,NA,NA,51.5,4,7,6,1,6,6,5.2,1.5,6.25,3.4,4,3,4,3,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,4,NA,NA,NA,3,1,2,8,1,3,1.33333333333333,1,1,1,2,3,0,50,75,0,100,95.8333333333333,93.625,96.2025316455696,50,76.6666666666667,25,87.5,31.4285714285714,16.6666666666667,56.0471010430818,0
"112","56",2,6968,"Female","Age: 55+","Education: High school",1,0,9,8,5,1,5,1,137,85,2,2,24,2,0,0,1,38.9577464788732,0,7,7,NA,1,"More News - Experiment","Anti",12,0,6,4,6,6,6,4,4,4,4,4,99,NA,NA,48,NA,47,49,49,48,4,4,4,4,4,4,NA,NA,4,NA,4,4,4,4,1,1,7,1,1,0,0,0,0,0,3,3,3,3,4,4,4,4,4,5.5,NA,NA,73.625,NA,NA,51.5,4,1,1,7,6,6,4.2,3,4,3.4,4,3,4,3,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,4,NA,NA,NA,3,1,2,8,1,3,1.33333333333333,1,1,1,2,3,0,50,75,0,50,75,73.625,96.2025316455696,50,60,50,50,31.4285714285714,16.6666666666667,56.0471010430818,0
"113","57",1,6965,"Male","Age: 25–34","Education: Bachelor degree",5,5,8,5,5,3,5,6,29248,15456,24,24,385,97,45,0,4.04166666666667,37.0827464788732,0,3.88888888888889,4,NA,1,"More News - Experiment","Pro",16.0416666666667,1.875,5,3,3,5,5,5,3,3,3,5,75,50,NA,75,45,50,50,50,50,4,4,NA,NA,4,4,4,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,4,4,4,4,3.5,4,NA,75,66.6666666666667,NA,4,27.6666666666667,4,4,4,4,3,3,3.6,3,4,3.4,4,3,4,3,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,4,4,4,NA,1.8,1,1,1,1,5,3.33333333333333,4,4,3,3,3,3,50,50,0,41.6666666666667,50,66.6666666666667,50.9493670886076,50,50,50,50,14.2857142857143,50,62.9427870774191,28.6362116860798
"114","57",2,6965,"Male","Age: 25–34","Education: Bachelor degree",5,5,8,5,5,3,5,6,29248,15456,24,24,385,97,45,0,4.04166666666667,37.0827464788732,0,3.88888888888889,4,NA,1,"More News - Experiment","Pro",16.0416666666667,1.875,4,4,4,4,4,4,4,4,4,4,51,52,NA,52,55,52,53,54,52,4,4,4,4,4,4,4,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,4,4,4,4,4,4,NA,52,51.9166666666667,NA,4,19.6666666666667,4,4,4,4,3,3,3.6,3,4,3.4,4,3,4,3,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,4,4,4,NA,1.8,1,1,1,1,5,3.33333333333333,4,4,3,3,3,3,50,50,0,50,50,51.9166666666667,35.7594936708861,50,50,50,50,14.2857142857143,50,62.9427870774191,28.6362116860798
"115","58",1,7086,"Male","Age: 25–34","Education: High school",5,3,5,5,5,6,4,1,955,577,84,28,70,2,0,0,0.0714285714285714,38.9577464788732,0,1.77777777777778,4,1,NA,"More News - Control","Anti",2.5,0,7,4,4,4,7,7,7,4,4,7,99,NA,94,54,54,54,54,51,53,7,7,NA,NA,4,1,NA,4,4,4,4,4,4,4,4,4,7,1,1,NA,NA,NA,NA,NA,0,6,0,0,7,7,7,7,5.5,4.75,NA,54,68.6666666666667,NA,4,35.6666666666667,6.25,4,4,7,6,6,5.4,1.5,7,2.8,1,6,1,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,1,1,2.4,1,2,1,1,7,3.33333333333333,4,4,3,3,3,3,40,25,0,75,62.5,68.6666666666667,66.1392405063291,87.5,80,25,100,22.8571428571429,50,22.6225523764975,0
"116","58",2,7086,"Male","Age: 25–34","Education: High school",5,3,5,5,5,6,4,1,955,577,84,28,70,2,0,0,0.0714285714285714,38.9577464788732,0,1.77777777777778,4,1,NA,"More News - Control","Anti",2.5,0,7,7,7,7,7,7,7,7,7,7,100,NA,57,51,52,54,53,42,44,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,7,7,7,1,1,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,NA,52,66.75,NA,1,34,4,7,7,7,6,6,6.6,0,7,2.8,1,6,1,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,1,1,2.4,1,2,1,1,7,3.33333333333333,4,4,3,3,3,3,40,25,0,100,100,66.75,62.9746835443038,50,100,0,100,22.8571428571429,50,22.6225523764975,0
"117","59",1,6963,"Female","Age: 35–44","Education: Vocational degree",5,5,5,5,4,9,4,2,3954,3198,64,41,161,5,1,2,0.121951219512195,38.9333562349708,0.0487804878048781,2.66666666666667,4,1,NA,"More News - Control","Pro",3.92682926829268,0.024390243902439,4,4,4,4,4,4,4,4,4,4,51,49,50,51,51,50,50,51,50,4,4,NA,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,4,4,4,4,4,4,50,51,50.5833333333333,4,4,11.8333333333333,4,4,4,4,3,3,3.6,3,4,3.4,4,3,4,3,3,1,0,0,1,0,1,0,0,0,1,0,0,0,0,4,4,4,4,4.2,5,4,4,5,3,3.33333333333333,4,4,3,3,3,3,50,25,12.5,50,50,50.5833333333333,20.8860759493671,50,50,50,50,48.5714285714286,50,31.3324010721955,0.653435765999768
"118","59",2,6963,"Female","Age: 35–44","Education: Vocational degree",5,5,5,5,4,9,4,2,3954,3198,64,41,161,5,1,2,0.121951219512195,38.9333562349708,0.0487804878048781,2.66666666666667,4,1,NA,"More News - Control","Pro",3.92682926829268,0.024390243902439,4,4,4,4,4,4,4,4,4,4,47,49,50,51,51,49,49,49,49,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,4,4,4,4,4,4,50,51,49.5,4,4,11.1666666666667,4,4,4,4,3,3,3.6,3,4,3.4,4,3,4,3,3,1,0,0,1,0,1,0,0,0,1,0,0,0,0,4,4,4,4,4.2,5,4,4,5,3,3.33333333333333,4,4,3,3,3,3,50,25,12.5,50,50,49.5,19.620253164557,50,50,50,50,48.5714285714286,50,31.3324010721955,0.653435765999768
