"","id","wave","person_id","sex","age","edu","suppgov1","suppgov2","ideo1","ideo2","party1","opp_party1","party2","opp_party2","visits_raw","visits_u","day_range","active_days","count_domains","domain_center","domain_left","domain_right","domain_center_mean","domain_left_mean","domain_right_mean","news_self","news_like_self","condition_control","condition_experimental","condition","party_bin","news","news_like","att_imp_1","att_imp_2","att_imp_3","att_imp_4","att_imp_5","att_str_1","att_str_2","att_str_3","att_str_4","att_str_5","ft_far","ft_pis","ft_sld","ft_lw","ft_rw","ft_women","ft_rel","ft_eu","ft_econ","stupid_far","stupid_women","stupid_rel","stupid_eu","stupid_econ","under_far","under_pis","under_sld","under_lw","under_rw","under_women","under_rel","under_eu","under_econ","malvol_gov_1","malvol_gov_2","malvol_gov_3","malvol_gov_4","malvol_gov_5","malvol_op_1","malvol_op_2","malvol_op_3","malvol_op_4","malvol_op_5","comp_1","comp_2","comp_3","comp_4","perpol_1","perpol_2","perpol_3","perpol_4","att_str","att_imp","ft_party_op","ft_ideo_op","ft","under_party_op","under_ideo_op","under","stupid","malvol_1","malvol_2","malvol_3","malvol_4","malvol_5","malvol","comp","perpol","know","know_1","know_2","know_3","know_4","know_5","know_fac","know_fac_1","know_fac_2","know_fac_3","know_fac_4","ptc","ptc_1","ptc_2","ptc_3","ptc_4","ptc_5","ptc_6","ptc_7","ptc_8","stupid_lw","stupid_pis","stupid_rw","stupid_sld","well_act","well_act_1","well_act_2","well_act_3","well_act_4","well_act_5","well_feel","well_feel_1","well_feel_2","well_feel_3","well_feel_4","well_feel_5","well_feel_6","know_r","know_fac_r","ptc_r","att_str_r","att_imp_r","ft_r","under_r","stupid_r","malvol_r","comp_r","perpol_r","well_act_r","well_feel_r","news_r","news_like_r"
"1","1",1,7063,"Female","Age: 25–34","Education: Bachelor degree",1,3,4,4,5,1,5,1,25600,13999,90,75,611,189,16,0,2.52,38.7444131455399,0,0.777777777777778,4,1,NA,"More News - Control","Anti",8.14666666666667,0.213333333333333,4,4,4,4,4,4,4,4,4,4,68,NA,51,NA,56,54,58,47,52,4,NA,4,4,NA,4,NA,4,NA,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,3,3,3,3,4,4,4,4,4,4,NA,56,58.9166666666667,NA,4,25.3333333333333,4,4,4,4,3,3,3.6,3,4,3.4,4,3,4,3,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,4,4,2.4,1,2,1,1,7,3.33333333333333,4,4,3,3,3,3,50,50,0,50,50,58.9166666666667,46.5189873417722,50,50,50,50,22.8571428571429,50,47.0920248515672,5.24351131193251
"2","1",2,7063,"Female","Age: 25–34","Education: Bachelor degree",1,3,4,4,5,1,5,1,25600,13999,90,75,611,189,16,0,2.52,38.7444131455399,0,0.777777777777778,4,1,NA,"More News - Control","Anti",8.14666666666667,0.213333333333333,4,4,4,4,4,4,4,4,4,4,72,NA,50,NA,59,53,49,49,49,4,4,4,4,4,4,NA,4,NA,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,3,3,3,3,4,4,4,3,4,4,NA,59,60.3333333333333,NA,4,26.6666666666667,4,4,4,4,3,3,3.6,3,3.75,3.4,4,3,4,3,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,4,4,2.4,1,2,1,1,7,3.33333333333333,4,4,3,3,3,3,50,50,0,50,50,60.3333333333333,49.0506329113924,50,50,50,45.8333333333333,22.8571428571429,50,47.0920248515672,5.24351131193251
"3","2",1,7062,"Female","Age: 25–34","Education: Graduate school",3,5,3,10,7,1,5,3,4091,2094,85,34,142,29,24,0,0.852941176470588,38.251864125932,0,5.33333333333333,3,1,NA,"More News - Control","Anti",4.17647058823529,0.705882352941177,6,5,6,6,5,6,6,6,5,5,29,41,NA,39,NA,41,39,26,19,4,NA,2,3,NA,3,2,NA,5,NA,2,3,1,1,6,5,6,5,5,4,5,4,5,5,0,3,2,1,6,4,6,5,5.75,5.75,41,NA,33.125,2,NA,8.625,3.25,6,5,6,2,2,4.2,1.5,5.25,3.4,6,0,6,3,2,4,1,1,1,1,1,0,0,1,0,0,0,0,0,6,6,NA,NA,4.2,8,6,5,1,1,1.33333333333333,2,1,1,2,1,1,50,100,12.5,79.1666666666667,79.1666666666667,33.125,14.7943037974684,37.5,60,25,70.8333333333333,48.5714285714286,16.6666666666667,32.5914472323048,14.4823260220408
"4","2",2,7062,"Female","Age: 25–34","Education: Graduate school",3,5,3,10,7,1,5,3,4091,2094,85,34,142,29,24,0,0.852941176470588,38.251864125932,0,5.33333333333333,3,1,NA,"More News - Control","Anti",4.17647058823529,0.705882352941177,6,5,6,6,5,5,7,6,7,6,48,56,NA,37,NA,43,1,43,28,5,6,6,5,6,6,6,NA,5,NA,5,6,5,6,6,6,4,6,5,5,5,6,6,6,1,4,2,1,7,5,5,6,6.25,5.75,56,NA,40.375,6,NA,16.25,4.875,6,6,4,1,2,3.8,2,5.75,3.4,6,0,6,3,2,4,1,1,1,1,1,0,0,1,0,0,0,0,0,6,6,NA,NA,4.2,8,6,5,1,1,1.33333333333333,2,1,1,2,1,1,50,100,12.5,87.5,79.1666666666667,40.375,29.2721518987342,64.5833333333333,53.3333333333333,33.3333333333333,79.1666666666667,48.5714285714286,16.6666666666667,32.5914472323048,14.4823260220408
"5","3",1,7061,"Male","Age: 55+","Education: High school",5,3,5,5,2,1,2,1,5905,4445,113,69,285,3,2,0,0.0434782608695652,38.9287609716268,0,0.444444444444444,4,1,NA,"More News - Control","Anti",4.1304347826087,0.0289855072463768,4,3,4,3,5,4,3,3,2,5,85,NA,43,43,42,41,40,40,41,4,4,NA,NA,4,4,NA,4,4,4,4,4,4,4,4,4,4,2,4,NA,NA,NA,NA,NA,2,1,0,3,4,4,4,4,3,3.5,NA,42,55.8333333333333,NA,4,31,4,4,4,4,5,3,4,1.5,4,2.2,4,3,1,1,2,3,1,0,1,1,0,0,0,0,0,0,0,0,0,1,NA,1,1,2.2,1,1,1,1,7,3.33333333333333,4,4,3,3,3,3,30,75,0,33.3333333333333,41.6666666666667,55.8333333333333,57.2784810126582,50,56.6666666666667,25,50,20,50,32.3639006244118,0.774803342527227
"6","3",2,7061,"Male","Age: 55+","Education: High school",5,3,5,5,2,1,2,1,5905,4445,113,69,285,3,2,0,0.0434782608695652,38.9287609716268,0,0.444444444444444,4,1,NA,"More News - Control","Anti",4.1304347826087,0.0289855072463768,4,4,4,4,4,4,4,4,4,4,88,NA,51,52,45,44,37,40,33,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,4,4,4,4,4,0,0,0,0,0,1,1,1,1,4,4,4,4,4,4,NA,45,57.1666666666667,NA,1,30,2.5,4,4,4,3,3,3.6,1,4,2.2,4,3,1,1,2,3,1,0,1,1,0,0,0,0,0,0,0,0,0,1,NA,1,1,2.2,1,1,1,1,7,3.33333333333333,4,4,3,3,3,3,30,75,0,50,50,57.1666666666667,55.379746835443,25,50,16.6666666666667,50,20,50,32.3639006244118,0.774803342527227
"7","4",1,7060,"Male","Age: 55+","Education: High school",8,8,8,8,1,5,1,5,7498,4001,36,36,238,12,12,4,0.333333333333333,38.6244131455399,0.111111111111111,2.11111111111111,6,NA,1,"More News - Experiment","Pro",6.61111111111111,0.333333333333333,5,7,7,6,7,7,6,7,4,7,100,NA,61,53,NA,76,56,100,45,2,NA,4,7,NA,1,NA,5,4,NA,4,4,2,6,NA,NA,NA,NA,NA,7,7,7,1,1,4,3,4,6,7,7,7,7,6,6.25,61,53,67.5833333333333,5,4,20.1666666666667,3.75,7,7,7,6,6,6.6,4.25,7,5.6,6,5,6,6,5,2,1,0,1,0,1,1,0,0,0,0,0,0,0,1,NA,NA,4,3.2,5,2,1,1,7,2.33333333333333,2,2,3,3,3,1,86.6666666666667,50,12.5,83.3333333333333,87.5,67.5833333333333,36.7088607594937,45.8333333333333,100,70.8333333333333,100,34.2857142857143,33.3333333333333,42.4106966659509,7.80086536012547
"8","4",2,7060,"Male","Age: 55+","Education: High school",8,8,8,8,1,5,1,5,7498,4001,36,36,238,12,12,4,0.333333333333333,38.6244131455399,0.111111111111111,2.11111111111111,6,NA,1,"More News - Experiment","Pro",6.61111111111111,0.333333333333333,2,5,7,6,7,6,5,7,4,7,100,NA,75,50,NA,50,50,85,50,2,3,4,5,1,1,NA,3,4,NA,4,3,2,6,0,0,0,0,0,7,7,7,1,1,5,5,6,6,6,7,7,7,5.5,5,75,50,65.4166666666667,3,4,19.75,2.625,7,7,7,6,6,6.6,5.5,6.75,5.6,6,5,6,6,5,2,1,0,1,0,1,1,0,0,0,0,0,0,0,1,NA,NA,4,3.2,5,2,1,1,7,2.33333333333333,2,2,3,3,3,1,86.6666666666667,50,12.5,75,66.6666666666667,65.4166666666667,35.9177215189873,27.0833333333333,100,91.6666666666667,95.8333333333333,34.2857142857143,33.3333333333333,42.4106966659509,7.80086536012547
"9","5",1,7059,"Female","Age: 25–34","Education: Bachelor degree",2,1,3,2,9,3,5,3,237,122,95,8,10,0,0,0,0,38.9577464788732,0,2.88888888888889,3,NA,1,"More News - Experiment","Anti",1.25,0,5,4,6,5,7,5,6,6,5,7,78,88,NA,NA,60,74,82,79,61,2,3,NA,NA,4,1,1,NA,NA,2,2,3,3,2,5,4,5,3,3,NA,NA,NA,NA,NA,1,2,1,3,5,5,6,6,5.5,5,88,60,72.3333333333333,1,2,14.6666666666667,2.75,5,4,5,4,4,4.4,1.75,5.5,4.4,5,4,5,4,4,3,1,0,1,1,3,1,0,0,1,1,0,0,0,NA,2,4,NA,3.6,4,3,1,3,7,3.16666666666667,4,5,2,3,2,3,66.6666666666667,75,37.5,75,66.6666666666667,72.3333333333333,26.2658227848101,29.1666666666667,63.3333333333333,29.1666666666667,75,40,47.2222222222222,11.3680077056927,0
"10","5",2,7059,"Female","Age: 25–34","Education: Bachelor degree",2,1,3,2,9,3,5,3,237,122,95,8,10,0,0,0,0,38.9577464788732,0,2.88888888888889,3,NA,1,"More News - Experiment","Anti",1.25,0,5,5,6,5,6,5,5,5,4,6,70,80,NA,NA,55,68,63,73,59,5,3,4,3,4,2,2,NA,NA,3,3,4,3,4,5,5,5,4,4,0,0,0,0,0,2,1,2,4,5,3,4,3,4.75,5.25,80,55,65.25,2,3,14.1666666666667,2.75,5,5,5,3,3,4.2,2.25,3.75,4.4,5,4,5,4,4,3,1,0,1,1,3,1,0,0,1,1,0,0,0,NA,2,4,NA,3.6,4,3,1,3,7,3.16666666666667,4,5,2,3,2,3,66.6666666666667,75,37.5,62.5,70.8333333333333,65.25,25.3164556962025,29.1666666666667,60,37.5,45.8333333333333,40,47.2222222222222,11.3680077056927,0
"11","6",1,7056,"Female","Age: 25–34","Education: Bachelor degree",3,2,5,5,3,1,5,1,4887,3506,24,12,267,102,155,55,8.5,26.0410798122065,4.58333333333333,2.66666666666667,4,NA,1,"More News - Experiment","Anti",22.25,12.9166666666667,4,4,4,4,4,4,4,4,4,4,50,NA,NA,54,53,53,50,50,50,4,NA,4,4,NA,4,NA,NA,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,3,3,3,3,4,4,4,4,4,4,NA,53,51.25,NA,4,19.3333333333333,4,4,4,4,3,3,3.6,3,4,3.4,4,3,4,3,3,3,1,0,1,1,1,0,0,0,0,0,1,0,0,4,NA,4,NA,4.4,5,4,5,4,4,3.33333333333333,4,4,3,3,3,3,50,75,12.5,50,50,51.25,35.126582278481,50,50,50,50,51.4285714285714,50,70.8556332326936,71.399508012737
"12","6",2,7056,"Female","Age: 25–34","Education: Bachelor degree",3,2,5,5,3,1,5,1,4887,3506,24,12,267,102,155,55,8.5,26.0410798122065,4.58333333333333,2.66666666666667,4,NA,1,"More News - Experiment","Anti",22.25,12.9166666666667,4,4,4,4,4,4,4,4,4,4,48,NA,NA,50,53,48,50,50,51,4,4,4,4,4,4,NA,NA,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,3,3,3,3,4,4,4,4,4,4,NA,53,50.25,NA,4,18.6666666666667,4,4,4,4,3,3,3.6,3,4,3.4,4,3,4,3,3,3,1,0,1,1,1,0,0,0,0,0,1,0,0,4,NA,4,NA,4.4,5,4,5,4,4,3.33333333333333,4,4,3,3,3,3,50,75,12.5,50,50,50.25,33.8607594936709,50,50,50,50,51.4285714285714,50,70.8556332326936,71.399508012737
"13","7",1,7054,"Female","Age: 45–54","Education: High school",0,0,4,4,7,1,8,1,7799,4386,87,58,198,264,1,1,4.55172413793103,38.9405050995629,0.0172413793103448,4.55555555555556,2,NA,1,"More News - Experiment","Anti",3.41379310344828,0.0172413793103448,4,4,4,4,4,5,4,4,4,5,95,NA,10,NA,82,21,20,21,20,4,NA,4,4,NA,4,NA,4,NA,4,4,4,4,4,7,7,7,3,3,NA,NA,NA,NA,NA,3,3,3,3,4,4,4,4,4.25,4,NA,82,65.8333333333333,NA,4,34.3333333333333,4,7,7,7,4,4,5.8,3,4,3.4,4,3,4,3,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,4,4,4.6,6,3,6,3,5,3,3,3,3,3,3,3,50,50,0,54.1666666666667,50,65.8333333333333,63.6075949367089,50,86.6666666666667,50,50,54.2857142857143,44.4444444444444,28.5314244704174,0.463537306676934
"14","7",2,7054,"Female","Age: 45–54","Education: High school",0,0,4,4,7,1,8,1,7799,4386,87,58,198,264,1,1,4.55172413793103,38.9405050995629,0.0172413793103448,4.55555555555556,2,NA,1,"More News - Experiment","Anti",3.41379310344828,0.0172413793103448,4,4,4,4,4,4,4,4,4,4,98,NA,20,NA,68,89,89,90,89,4,4,4,4,4,4,NA,4,NA,4,4,4,4,4,7,7,7,1,1,0,0,0,0,0,3,3,3,3,5,5,5,7,4,4,NA,68,85.0833333333333,NA,4,35.3333333333333,4,7,7,7,6,6,6.6,3,5.5,3.4,4,3,4,3,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,4,4,4.6,6,3,6,3,5,3,3,3,3,3,3,3,50,50,0,50,50,85.0833333333333,65.5063291139241,50,100,50,75,54.2857142857143,44.4444444444444,28.5314244704174,0.463537306676934
"15","8",1,7049,"Female","Age: 35–44","Education: Graduate school",3,3,5,5,3,1,3,1,22767,17833,89,89,612,19,5,0,0.213483146067416,38.9015667035923,0,0.444444444444444,4,NA,1,"More News - Experiment","Anti",6.87640449438202,0.0561797752808989,4,2,4,5,5,4,6,4,5,5,65,NA,60,57,62,50,67,53,48,5,NA,4,4,NA,4,NA,3,3,3,3,2,4,4,6,5,6,2,2,NA,NA,NA,NA,NA,3,3,3,3,5,3,5,4,4.75,3.75,NA,62,60.5,NA,3,23.75,4.5,6,5,6,5,5,5.4,3,4.25,3,4,3,2,3,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,3,NA,4,3,1.8,3,1,1,2,2,2.16666666666667,2,2,3,2,2,2,43.3333333333333,75,0,62.5,45.8333333333333,60.5,43.5126582278481,58.3333333333333,80,50,54.1666666666667,14.2857142857143,30.5555555555556,43.283441249796,1.48213238792465
"16","8",2,7049,"Female","Age: 35–44","Education: Graduate school",3,3,5,5,3,1,3,1,22767,17833,89,89,612,19,5,0,0.213483146067416,38.9015667035923,0,0.444444444444444,4,NA,1,"More News - Experiment","Anti",6.87640449438202,0.0561797752808989,4,2,5,6,5,4,6,5,5,6,63,NA,53,52,51,51,49,50,51,4,4,4,4,4,4,NA,4,4,2,4,3,4,4,6,5,6,3,3,0,0,0,0,0,3,4,5,4,6,3,6,5,5,4.25,NA,51,54.75,NA,2,22.9166666666667,4.5,6,5,6,4,4,5,4,5,3,4,3,2,3,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,3,NA,4,3,1.8,3,1,1,2,2,2.16666666666667,2,2,3,2,2,2,43.3333333333333,75,0,66.6666666666667,54.1666666666667,54.75,41.9303797468354,58.3333333333333,73.3333333333333,66.6666666666667,66.6666666666667,14.2857142857143,30.5555555555556,43.283441249796,1.48213238792465
"17","9",1,7047,"Female","Age: 35–44","Education: Graduate school",3,1,8,9,4,8,4,8,2484,1475,91,12,108,59,1,0,4.91666666666667,38.8744131455399,0,2.77777777777778,5,NA,1,"More News - Experiment","Anti",9,0.0833333333333333,7,7,7,7,7,6,7,5,6,6,86,NA,65,67,NA,79,82,80,62,4,NA,4,4,NA,4,NA,5,5,NA,5,5,5,5,7,7,7,2,1,NA,NA,NA,NA,NA,4,4,5,5,4,4,4,4,6,7,NA,NA,80.875,NA,NA,45.5,4,7,7,7,5,6,6.4,4.5,4,3.4,4,3,4,3,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,2,NA,NA,2,2.6,8,1,1,1,2,2.33333333333333,3,3,1,2,2,3,50,75,0,83.3333333333333,100,80.875,84.8101265822785,50,96.6666666666667,75,50,25.7142857142857,33.3333333333333,49.3640511350765,2.17045984235183
"18","9",2,7047,"Female","Age: 35–44","Education: Graduate school",3,1,8,9,4,8,4,8,2484,1475,91,12,108,59,1,0,4.91666666666667,38.8744131455399,0,2.77777777777778,5,NA,1,"More News - Experiment","Anti",9,0.0833333333333333,6,4,5,6,7,4,4,4,4,4,99,NA,81,71,NA,76,80,78,77,7,2,2,2,2,2,NA,4,3,NA,3,3,3,3,7,7,7,1,1,0,0,0,0,0,6,6,6,6,6,6,6,6,4,5.25,NA,NA,88.375,NA,NA,51,3,7,7,7,6,6,6.6,6,6,3.4,4,3,4,3,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,2,NA,NA,2,2.6,8,1,1,1,2,2.33333333333333,3,3,1,2,2,3,50,75,0,50,70.8333333333333,88.375,95.253164556962,33.3333333333333,100,100,83.3333333333333,25.7142857142857,33.3333333333333,49.3640511350765,2.17045984235183
"19","10",1,7046,"Male","Age: 55+","Education: High school",0,0,0,0,7,1,7,1,4653,3592,88,66,243,16,5,7,0.242424242424242,38.8819889031156,0.106060606060606,1.77777777777778,7,NA,1,"More News - Experiment","Anti",3.68181818181818,0.0757575757575758,7,7,7,6,7,7,7,7,5,7,99,NA,NA,NA,99,99,99,99,99,4,3,NA,NA,2,1,NA,NA,NA,1,1,1,1,1,7,7,7,2,2,NA,NA,NA,NA,NA,5,5,5,5,4,4,7,4,6.5,6.75,NA,99,99,NA,1,33.6666666666667,3.25,7,7,7,5,5,6.2,5,4.75,3.4,2,4,1,5,5,3,1,1,1,0,1,1,0,0,0,0,0,0,0,NA,NA,7,NA,2.2,1,1,1,1,7,3,2,2,2,5,5,2,50,75,12.5,91.6666666666667,95.8333333333333,99,62.3417721518987,37.5,93.3333333333333,83.3333333333333,62.5,20,44.4444444444444,30.0330765096204,1.98016943253084
"20","10",2,7046,"Male","Age: 55+","Education: High school",0,0,0,0,7,1,7,1,4653,3592,88,66,243,16,5,7,0.242424242424242,38.8819889031156,0.106060606060606,1.77777777777778,7,NA,1,"More News - Experiment","Anti",3.68181818181818,0.0757575757575758,7,7,6,5,6,6,6,6,6,6,99,NA,NA,NA,96,5,99,95,85,1,5,5,7,5,1,NA,NA,NA,1,1,1,1,2,7,7,7,1,1,0,0,0,0,0,4,1,0,1,6,6,6,6,6,6.25,NA,96,88.6666666666667,NA,1,33.75,4.75,7,7,7,6,6,6.6,1.5,6,3.4,2,4,1,5,5,3,1,1,1,0,1,1,0,0,0,0,0,0,0,NA,NA,7,NA,2.2,1,1,1,1,7,3,2,2,2,5,5,2,50,75,12.5,83.3333333333333,87.5,88.6666666666667,62.5,62.5,100,25,83.3333333333333,20,44.4444444444444,30.0330765096204,1.98016943253084
"21","11",1,7043,"Female","Age: 25–34","Education: Bachelor degree",1,1,3,4,9,1,9,1,22426,17279,86,82,369,784,33,0,9.5609756097561,38.5553074544829,0,2.88888888888889,4,1,NA,"More News - Control","Anti",4.5,0.402439024390244,5,6,7,7,7,6,6,7,6,6,95,NA,NA,NA,53,56,61,75,77,4,NA,6,6,NA,2,NA,NA,NA,5,2,4,2,2,5,6,6,2,1,NA,NA,NA,NA,NA,5,5,5,5,5,4,6,6,6.25,6.25,NA,53,71.75,NA,5,34.1666666666667,5,5,6,6,5,6,5.6,5,5.25,5,5,6,3,5,6,3,1,0,1,1,0,0,0,0,0,0,0,0,0,NA,NA,2,NA,3,4,1,1,2,7,2.33333333333333,1,4,2,2,4,1,76.6666666666667,75,0,87.5,87.5,71.75,63.2911392405063,66.6666666666667,83.3333333333333,83.3333333333333,70.8333333333333,31.4285714285714,33.3333333333333,34.1357024077401,9.17107251775524
"22","11",2,7043,"Female","Age: 25–34","Education: Bachelor degree",1,1,3,4,9,1,9,1,22426,17279,86,82,369,784,33,0,9.5609756097561,38.5553074544829,0,2.88888888888889,4,1,NA,"More News - Control","Anti",4.5,0.402439024390244,4,4,6,6,7,4,5,5,5,6,95,NA,NA,NA,55,75,58,33,25,1,4,5,6,5,1,NA,NA,NA,3,4,4,4,4,6,5,5,2,2,0,0,0,0,0,1,1,0,3,7,7,6,7,4.75,5,NA,55,65.9166666666667,NA,3,34,4.5,6,5,5,5,5,5.2,1.25,6.75,5,5,6,3,5,6,3,1,0,1,1,0,0,0,0,0,0,0,0,0,NA,NA,2,NA,3,4,1,1,2,7,2.33333333333333,1,4,2,2,4,1,76.6666666666667,75,0,62.5,66.6666666666667,65.9166666666667,62.9746835443038,58.3333333333333,76.6666666666667,20.8333333333333,95.8333333333333,31.4285714285714,33.3333333333333,34.1357024077401,9.17107251775524
"23","12",1,7041,"Female","Age: 55+","Education: Graduate school",3,3,5,4,2,3,2,3,19304,11741,91,91,316,2088,22,2,22.9450549450549,38.715988237115,0.021978021978022,4.44444444444444,3,NA,1,"More News - Experiment","Anti",3.47252747252747,0.241758241758242,6,1,7,6,5,5,4,6,5,4,98,97,40,NA,82,86,94,98,89,4,4,NA,NA,4,1,1,4,NA,3,2,2,1,3,3,5,3,3,4,NA,NA,NA,NA,NA,3,3,5,2,5,5,5,4,5,5,97,82,90.4166666666667,1,3,18.1666666666667,4,3,5,3,4,3,3.6,3.25,4.75,3,3,3,3,3,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,NA,4,4,2,2.6,5,1,1,1,5,2.83333333333333,4,4,2,2,3,2,43.3333333333333,50,0,66.6666666666667,66.6666666666667,90.4166666666667,32.9113924050633,50,50,54.1666666666667,62.5,25.7142857142857,41.6666666666667,28.8681504883872,5.87144063478391
"24","12",2,7041,"Female","Age: 55+","Education: Graduate school",3,3,5,4,2,3,2,3,19304,11741,91,91,316,2088,22,2,22.9450549450549,38.715988237115,0.021978021978022,4.44444444444444,3,NA,1,"More News - Experiment","Anti",3.47252747252747,0.241758241758242,5,4,7,7,5,5,4,7,6,4,82,93,27,NA,54,62,57,84,68,2,4,4,6,4,2,1,6,NA,4,4,4,4,4,6,3,3,2,2,0,0,0,0,0,2,3,2,3,6,6,6,2,5.5,5.75,93,54,69.75,1,4,16.5,4.25,6,3,3,5,5,4.4,2.5,5,3,3,3,3,3,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,NA,4,4,2,2.6,5,1,1,1,5,2.83333333333333,4,4,2,2,3,2,43.3333333333333,50,0,75,79.1666666666667,69.75,29.746835443038,54.1666666666667,63.3333333333333,41.6666666666667,66.6666666666667,25.7142857142857,41.6666666666667,28.8681504883872,5.87144063478391
"25","13",1,7040,"Female","Age: 45–54","Education: Graduate school",0,0,5,3,5,1,5,1,17942,9597,89,79,325,330,25,0,4.17721518987342,38.6412907826707,0,1.77777777777778,4,1,NA,"More News - Control","Anti",4.11392405063291,0.316455696202532,6,7,7,7,7,7,7,7,7,7,100,NA,NA,NA,100,100,100,100,100,7,NA,4,7,NA,5,NA,NA,NA,4,4,4,4,4,7,7,7,1,1,NA,NA,NA,NA,NA,2,0,0,2,7,7,7,7,7,6.75,NA,100,100,NA,4,36,6.25,7,7,7,6,6,6.6,1,7,4.8,6,5,4,3,6,4,1,1,1,1,2,1,0,0,0,1,0,0,0,NA,NA,7,NA,2.8,3,2,1,1,7,1.16666666666667,1,1,1,1,2,1,73.3333333333333,100,25,100,95.8333333333333,100,66.7721518987342,87.5,100,16.6666666666667,100,28.5714285714286,13.8888888888889,32.2817932924982,7.45543047062413
"26","13",2,7040,"Female","Age: 45–54","Education: Graduate school",0,0,5,3,5,1,5,1,17942,9597,89,79,325,330,25,0,4.17721518987342,38.6412907826707,0,1.77777777777778,4,1,NA,"More News - Control","Anti",4.11392405063291,0.316455696202532,6,1,7,7,7,7,7,7,7,7,100,NA,NA,NA,100,100,100,100,100,1,7,7,7,7,1,NA,NA,NA,1,1,3,1,1,7,7,1,1,1,0,0,0,0,0,1,0,0,0,7,7,7,7,7,5.25,NA,100,100,NA,1,34.1666666666667,7,7,7,1,6,6,5.4,0.25,7,4.8,6,5,4,3,6,4,1,1,1,1,2,1,0,0,0,1,0,0,0,NA,NA,7,NA,2.8,3,2,1,1,7,1.16666666666667,1,1,1,1,2,1,73.3333333333333,100,25,100,70.8333333333333,100,63.2911392405063,100,80,4.16666666666667,100,28.5714285714286,13.8888888888889,32.2817932924982,7.45543047062413
"27","14",1,7067,"Female","Age: 35–44","Education: High school",0,0,0,0,5,1,8,1,741,346,77,8,12,0,0,0,0,38.9577464788732,0,2.88888888888889,3,1,NA,"More News - Control","Anti",1.5,0,4,4,5,5,7,6,4,5,4,7,99,NA,NA,NA,75,74,81,80,77,7,6,NA,NA,3,3,NA,NA,NA,3,5,3,4,5,7,7,7,1,1,NA,NA,NA,NA,NA,0,0,0,0,6,6,6,7,4.75,4.5,NA,75,84,NA,3,35.4166666666667,5.75,7,7,7,6,6,6.6,0,6.25,4.2,5,3,2,5,6,3,1,1,1,0,0,0,0,0,0,0,0,0,0,NA,NA,4,NA,2.8,4,1,1,1,7,1.5,2,2,0,2,2,1,63.3333333333333,75,0,62.5,58.3333333333333,84,65.6645569620253,79.1666666666667,100,0,87.5,28.5714285714286,19.4444444444444,14.0517938756713,0
"28","14",2,7067,"Female","Age: 35–44","Education: High school",0,0,0,0,5,1,8,1,741,346,77,8,12,0,0,0,0,38.9577464788732,0,2.88888888888889,3,1,NA,"More News - Control","Anti",1.5,0,6,1,4,4,7,7,1,4,4,7,99,NA,NA,NA,99,2,50,48,48,4,4,5,4,3,3,NA,NA,NA,3,4,4,3,5,7,7,7,1,1,0,0,0,0,0,0,0,0,0,4,5,3,4,4,3.75,NA,99,78.3333333333333,NA,3,35.3333333333333,5.5,7,7,7,6,6,6.6,0,4,4.2,5,3,2,5,6,3,1,1,1,0,0,0,0,0,0,0,0,0,0,NA,NA,4,NA,2.8,4,1,1,1,7,1.5,2,2,0,2,2,1,63.3333333333333,75,0,50,45.8333333333333,78.3333333333333,65.5063291139241,75,100,0,50,28.5714285714286,19.4444444444444,14.0517938756713,0
"29","15",1,7037,"Female","Age: 35–44","Education: Graduate school",9,2,5,8,4,9,4,5,66472,28209,70,69,951,1634,417,4,23.6811594202899,32.9142682180036,0.0579710144927536,3,4,1,NA,"More News - Control","Pro",13.7826086956522,6.04347826086957,1,7,4,6,5,2,6,5,4,3,17,NA,85,24,NA,10,46,70,27,3,2,NA,NA,4,5,NA,6,4,NA,5,6,7,5,5,4,2,3,5,NA,NA,NA,NA,NA,0,5,5,1,4,2,4,6,4.25,4.5,85,24,37.75,6,4,7.08333333333333,3,NA,NA,NA,NA,NA,NA,2.75,4,4.2,6,4,4,5,2,3,1,0,1,1,2,1,0,0,0,0,1,0,0,3,NA,NA,5,3.8,6,5,4,3,1,4.66666666666667,6,6,2,5,3,6,63.3333333333333,75,25,54.1666666666667,58.3333333333333,37.75,11.8670886075949,33.3333333333333,NA,45.8333333333333,50,42.8571428571429,72.2222222222222,59.320357698453,52.9337322695092
