"","id","wave","person_id","sex","age","edu","party","ideo","approve_trump","visits_raw","visits_u","day_range","active_days","count_domains","domain_center","domain_left","domain_right","domain_center_mean","domain_left_mean","domain_right_mean","news_self","news_like_self","condition","party_bin","party_strength","news","news_like","att_imp_gun","att_imp_immigrant","att_imp_climate","att_imp_trump","att_imp_econ","att_str_gun","att_str_immigrant","att_str_climate","att_str_trump","att_str_econ","ft_dem","ft_rep","ft_lib","ft_cons","ft_gun","ft_immigrant","ft_climate","ft_econ","stupid_party_opp","stupid_ind_dem","stupid_ideo_opp","stupid_ind_cons","stupid_gun","stupid_immigrant","stupid_climate","stupid_econ","under_party_opp","under_ideo_opp","under_gun","under_immigrant","under_climate","under_econ","malvol_1","malvol_2","malvol_3","malvol_4","malvol_5","comp_1","comp_2","comp_3","comp_4","perpol_1","perpol_2","perpol_3","perpol_4","att_str","att_imp","ft_party_op","ft_ideo_op","ft","under_party_op","under_ideo_op","under","stupid_party_op","stupid_ideo_op","stupid","malvol","comp","perpol","know","know_1","know_2","know_3","know_4","know_5","know_fac","know_fac_1","know_fac_2","know_fac_3","know_fac_4","ptc","well_act","well_act_1","well_act_2","well_act_3","well_act_4","well_act_5","well_feel","well_feel_1","well_feel_2","well_feel_3","well_feel_4","well_feel_5","well_feel_6","know_r","know_fac_r","ptc_r","att_str_r","att_imp_r","ft_r","under_r","stupid_r","malvol_r","comp_r","perpol_r","well_act_r","well_feel_r","news_r","news_like_r"
"33","17",1,158,"Male","Age: 55+","Education: Bachelor",7,10,7,35409,18185,78,78,512,0,8,58,0,63.6529914529915,0.743589743589744,5,7,"No News - Experiment","Republican",3,6.56410256410256,0.102564102564103,7,7,1,7,7,1,7,1,7,7,96,1,87,3,99,94,97,91,4,NA,4,NA,NA,4,4,NA,1,1,1,1,1,1,7,7,7,6,6,0,0,2,3,5,4,7,6,4,5.5,96,87,69.8125,1,1,1,4,4,3.25,6.6,1.25,5.5,5,6,5,4,5,5,4,1,1,1,1,4,2.2,1,3,1,1,5,0.666666666666667,1,1,2,0,0,0,76.6666666666667,100,44.4444444444444,50,56.25,92.75,0,50,100,20.8333333333333,75,25,5.55555555555556,43.4702837980084,2.34110231428459
"34","17",2,158,"Male","Age: 55+","Education: Bachelor",7,10,7,35409,18185,78,78,512,0,8,58,0,63.6529914529915,0.743589743589744,5,7,"No News - Experiment","Republican",3,6.56410256410256,0.102564102564103,9,9,9,9,9,7,7,7,7,7,93,19,95,5,99,97,87,73,4,NA,5,NA,7,4,3,4,6,6,6,6,6,6,7,7,7,6,6,4,4,4,4,3,3,6,6,7,9,93,95,69.5,6,6,4.75,4,4,3.375,6.6,4,4.5,5,6,5,4,5,5,4,1,1,1,1,4,2.2,1,3,1,1,5,0.666666666666667,1,1,2,0,0,0,76.6666666666667,100,44.4444444444444,100,100,92.3333333333333,83.3333333333333,52.7777777777778,100,66.6666666666667,58.3333333333333,25,5.55555555555556,43.4702837980084,2.34110231428459
"35","18",1,811,"Female","Age: 55+","Education: Bachelor",7,3,6,4882,2703,77,24,228,0,0,3,0,63.7555555555556,0.125,2.22222222222222,4,"No News - Experiment","Republican",3,9.5,0,7,7,7,7,5,7,7,7,7,6,95,24,24,91,96,98,92,51,5,NA,3,1,2,7,NA,NA,4,4,1,1,1,2,7,5,4,3,5,1,0,1,2,5,3,5,5,6.75,6.5,95,24,51.0625,4,4,2.5625,5,5,3.875,4.8,1,4.5,5,5,5,5,5,5,2,1,0,1,0,1,1.8,2,2,3,2,0,1.66666666666667,2,3,2,1,1,1,76.6666666666667,50,11.1111111111111,95.8333333333333,68.75,67.75,34.7222222222222,63.8888888888889,70,16.6666666666667,58.3333333333333,17.8571428571429,22.2222222222222,52.7868311168879,0
"36","18",2,811,"Female","Age: 55+","Education: Bachelor",7,3,6,4882,2703,77,24,228,0,0,3,0,63.7555555555556,0.125,2.22222222222222,4,"No News - Experiment","Republican",3,9.5,0,9,9,5,5,9,6,7,5,4,5,25,54,6,57,64,58,38,38,5,NA,4,1,4,5,4,5,5,4,5,5,5,4,1,1,1,1,1,0,0,0,0,2,5,5,5,5.75,8,25,6,20.375,5,5,3.9375,5,5,3.875,1,0,4.25,5,5,5,5,5,5,2,1,0,1,0,1,1.8,2,2,3,2,0,1.66666666666667,2,3,2,1,1,1,76.6666666666667,50,11.1111111111111,79.1666666666667,87.5,26.8333333333333,65.2777777777778,63.8888888888889,6.66666666666667,0,54.1666666666667,17.8571428571429,22.2222222222222,52.7868311168879,0
"37","19",1,669,"Male","Age: 35–44","Education: Junior college",7,9,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.44444444444444,3,"No News - Experiment","Republican",3,NA,NA,7,6,3,5,7,7,6,5,7,7,24,11,54,0,82,78,20,78,5,NA,3,NA,3,NA,NA,6,5,3,1,2,5,1,5,3,6,5,6,4,5,4,4,5,3,6,5,6.25,5.75,24,54,35.875,5,5,3.3125,5,5,3.875,5,4.25,4.75,3.4,4,3,4,3,3,1,1,0,0,0,0,1.4,1,1,1,1,3,2.83333333333333,4,5,2,2,2,2,50,25,0,87.5,59.375,47.5,51.3888888888889,63.8888888888889,73.3333333333333,70.8333333333333,62.5,10.7142857142857,41.6666666666667,NA,NA
"38","19",2,669,"Male","Age: 35–44","Education: Junior college",7,9,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.44444444444444,3,"No News - Experiment","Republican",3,NA,NA,9,4,4,5,4,4,4,4,3,4,18,73,38,72,54,56,53,71,2,NA,2,NA,2,2,2,2,2,3,4,3,3,3,5,5,4,4,4,3,3,3,3,4,5,5,4,4,5.25,18,38,28.875,2,2,2.0625,2,2,1.75,4.4,3,4.5,3.4,4,3,4,3,3,1,1,0,0,0,0,1.4,1,1,1,1,3,2.83333333333333,4,5,2,2,2,2,50,25,0,50,53.125,38.1666666666667,23.6111111111111,16.6666666666667,63.3333333333333,50,58.3333333333333,10.7142857142857,41.6666666666667,NA,NA
"39","20",1,581,"Female","Age: 35–44","Education: Graduate school",1,1,1,34890,20233,75,61,715,2,514,117,0.0327868852459016,55.3293260473589,1.91803278688525,3.44444444444444,1,"No News - Experiment","Democrat",3,11.7213114754098,8.42622950819672,7,7,6,7,6,6,6,5,6,4,17,84,9,73,75,70,74,35,4,NA,4,NA,3,NA,NA,4,4,2,1,2,3,4,7,7,7,5,6,1,1,1,0,4,6,4,7,5.25,6.5,84,73,55.375,4,4,2.875,4,4,3.125,6.4,0.75,5.25,4,5,3,3,4,5,2,1,0,0,1,3,3.6,8,8,1,1,0,0.666666666666667,1,1,0,0,1,1,60,50,33.3333333333333,70.8333333333333,68.75,73.5,41.6666666666667,47.2222222222222,96.6666666666667,12.5,70.8333333333333,50,5.55555555555556,58.2383150259486,53.7928760522504
"40","20",2,581,"Female","Age: 35–44","Education: Graduate school",1,1,1,34890,20233,75,61,715,2,514,117,0.0327868852459016,55.3293260473589,1.91803278688525,3.44444444444444,1,"No News - Experiment","Democrat",3,11.7213114754098,8.42622950819672,1,8,1,9,9,7,7,7,7,7,99,0,99,0,100,99,99,99,7,NA,7,NA,7,7,7,7,1,1,1,1,1,1,7,7,7,6,6,0,2,1,3,7,7,7,7,7,4.75,0,0,25.0625,1,1,1,7,7,5.5,6.6,1.5,7,4,5,3,3,4,5,2,1,0,0,1,3,3.6,8,8,1,1,0,0.666666666666667,1,1,0,0,1,1,60,50,33.3333333333333,100,46.875,33.0833333333333,0,100,100,25,100,50,5.55555555555556,58.2383150259486,53.7928760522504
"41","21",1,776,"Male","Age: 45–54","Education: Bachelor",7,10,6,27463,14185,76,76,634,0,9,110,0,63.637134502924,1.44736842105263,3.77777777777778,5,"No News - Experiment","Republican",3,8.3421052631579,0.118421052631579,7,7,7,7,7,7,7,7,7,7,88,15,99,9,91,99,88,80,5,NA,6,NA,5,4,NA,NA,3,1,1,4,2,4,7,7,7,6,6,4,4,5,4,5,2,6,6,7,7,88,99,69.375,3,3,2.4375,5,5,3.875,6.6,4.25,4.75,5.6,5,6,5,6,6,2,1,0,0,1,7,1.6,1,1,1,1,4,3,1,4,4,3,4,2,86.6666666666667,50,77.7777777777778,100,75,92.1666666666667,31.9444444444444,63.8888888888889,100,70.8333333333333,62.5,14.2857142857143,44.4444444444444,49.4676030127736,2.68348422302483
"42","21",2,776,"Male","Age: 45–54","Education: Bachelor",7,10,6,27463,14185,76,76,634,0,9,110,0,63.637134502924,1.44736842105263,3.77777777777778,5,"No News - Experiment","Republican",3,8.3421052631579,0.118421052631579,9,5,2,8,8,7,6,5,7,6,91,49,92,59,67,74,49,39,5,NA,5,NA,5,4,3,2,1,2,2,2,3,4,7,7,7,6,6,0,0,0,1,4,1,6,1,6,6,91,92,60.3125,1,1,1.4375,5,5,3.625,6.6,0.25,3,5.6,5,6,5,6,6,2,1,0,0,1,7,1.6,1,1,1,1,4,3,1,4,4,3,4,2,86.6666666666667,50,77.7777777777778,83.3333333333333,62.5,80.0833333333333,9.72222222222222,58.3333333333333,100,4.16666666666667,33.3333333333333,14.2857142857143,44.4444444444444,49.4676030127736,2.68348422302483
"43","22",1,727,"Female","Age: 35–44","Education: Bachelor",3,2,1,53430,23942,74,72,727,0,0,0,0,63.7555555555556,0,5,6,"No News - Control","Democrat",1,10.0972222222222,0,7,7,5,6,7,7,7,5,5,7,21,81,10,78,82,91,86,67,1,NA,1,NA,1,NA,1,NA,5,5,3,6,5,4,1,1,1,1,2,1,2,0,2,2,5,7,7,6.5,6.5,81,78,60.375,5,5,3.875,1,1,1,1.2,1.25,5.25,4.6,6,5,5,3,4,3,1,1,0,1,1,3.6,1,7,1,2,7,2.33333333333333,1,1,3,3,3,3,70,75,11.1111111111111,91.6666666666667,68.75,80.1666666666667,63.8888888888889,0,10,20.8333333333333,70.8333333333333,50,33.3333333333333,54.3583183613615,0
"44","22",2,727,"Female","Age: 35–44","Education: Bachelor",3,2,1,53430,23942,74,72,727,0,0,0,0,63.7555555555556,0,5,6,"No News - Control","Democrat",1,10.0972222222222,0,3,4,5,4,4,4,4,3,7,4,0,100,0,100,100,99,99,99,7,NA,7,NA,7,7,7,7,4,3,4,3,3,3,7,7,7,6,6,3,3,3,3,4,3,4,4,3.75,4,100,100,75.0625,4,4,3.0625,7,7,5.5,6.6,3,3.75,4.6,6,5,5,3,4,3,1,1,0,1,1,3.6,1,7,1,2,7,2.33333333333333,1,1,3,3,3,3,70,75,11.1111111111111,45.8333333333333,37.5,99.75,45.8333333333333,100,100,50,45.8333333333333,50,33.3333333333333,54.3583183613615,0
"45","23",1,801,"Male","Age: 25–34","Education: Less than high school",2,2,1,2068,981,76,70,59,0,0,0,0,63.7555555555556,0,1.77777777777778,4,"","Democrat",2,0.842857142857143,0,6,6,6,6,6,5,5,5,4,4,2,68,24,53,66,49,72,71,4,NA,4,NA,NA,NA,4,NA,3,3,5,4,3,3,4,4,4,3,3,3,3,3,3,4,5,4,4,4.75,6,68,53,46.625,3,3,2.6875,4,4,3.25,3.6,3,4.25,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,62.5,62.5,61.8333333333333,37.5,50,50,50,54.1666666666667,NA,NA,3.35623863164007,0
"46","23",2,801,"Male","Age: 25–34","Education: Less than high school",2,2,1,2068,981,76,70,59,0,0,0,0,63.7555555555556,0,1.77777777777778,4,"","Democrat",2,0.842857142857143,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.35623863164007,0
"47","24",1,128,"Male","Age: 45–54","Education: Bachelor",7,10,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.66666666666667,2,"No News - Control","Republican",3,NA,NA,1,7,1,7,6,1,7,1,7,5,99,0,99,0,99,99,99,99,7,NA,7,NA,NA,7,NA,NA,1,1,1,1,1,1,7,7,7,6,6,3,3,3,2,7,6,7,7,3.5,3.75,99,99,74.5,1,1,1,7,7,5.5,6.6,2.75,6.75,3.6,4,4,2,4,4,3,1,1,0,1,1,1.6,1,1,1,1,4,3.16666666666667,3,3,3,3,3,4,53.3333333333333,75,11.1111111111111,41.6666666666667,34.375,99,0,100,100,45.8333333333333,95.8333333333333,14.2857142857143,47.2222222222222,NA,NA
"48","24",2,128,"Male","Age: 45–54","Education: Bachelor",7,10,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.66666666666667,2,"No News - Control","Republican",3,NA,NA,9,9,9,9,8,7,7,6,7,5,31,56,0,46,99,99,88,47,3,NA,3,NA,6,6,5,3,4,4,1,1,2,4,5,4,3,4,5,1,1,0,4,2,3,6,7,6.25,8.75,31,0,28.8125,4,4,2.75,3,3,3,4.2,1.5,4.5,3.6,4,4,2,4,4,3,1,1,0,1,1,1.6,1,1,1,1,4,3.16666666666667,3,3,3,3,3,4,53.3333333333333,75,11.1111111111111,87.5,96.875,38.0833333333333,38.8888888888889,44.4444444444444,60,25,58.3333333333333,14.2857142857143,47.2222222222222,NA,NA
"49","25",1,684,"Female","Age: 55+","Education: Graduate school",6,8,7,7416,3228,78,11,239,0,2,138,0,63.5737373737374,12.5454545454545,3.66666666666667,6,"No News - Experiment","Republican",2,21.7272727272727,0.181818181818182,5,6,1,7,7,7,6,1,7,6,90,25,71,25,80,100,99,80,4,NA,5,NA,NA,5,NA,NA,2,2,1,2,1,1,7,7,6,6,6,0,1,0,2,3,1,6,1,5,4.75,90,71,62.9375,2,2,1.5625,4,4,3.5,6.4,0.75,2.75,4.6,5,5,4,4,5,3,1,1,0,1,3,2.4,1,1,1,2,7,2.83333333333333,2,3,4,3,3,2,70,75,33.3333333333333,66.6666666666667,46.875,83.5833333333333,12.5,55.5555555555556,96.6666666666667,12.5,29.1666666666667,28.5714285714286,41.6666666666667,74.7227817028337,4.00549809887809
"50","25",2,684,"Female","Age: 55+","Education: Graduate school",6,8,7,7416,3228,78,11,239,0,2,138,0,63.5737373737374,12.5454545454545,3.66666666666667,6,"No News - Experiment","Republican",2,21.7272727272727,0.181818181818182,4,3,9,1,5,5,3,7,7,3,33,80,42,60,63,76,90,46,3,NA,1,NA,2,3,5,2,4,6,3,4,2,5,5,4,2,2,4,1,1,1,1,4,3,4,5,4.5,5.25,33,42,36.1875,4,4,3.125,3,3,2.5,3.4,1,4,4.6,5,5,4,4,5,3,1,1,0,1,3,2.4,1,1,1,2,7,2.83333333333333,2,3,4,3,3,2,70,75,33.3333333333333,58.3333333333333,53.125,47.9166666666667,47.2222222222222,33.3333333333333,46.6666666666667,16.6666666666667,50,28.5714285714286,41.6666666666667,74.7227817028337,4.00549809887809
"51","26",1,74,"Male","Age: 35–44","Education: Junior college",1,0,1,28817,16319,75,75,672,0,5,80,0,63.6888888888889,1.06666666666667,3.55555555555556,4,"No News - Experiment","Democrat",3,8.96,0.0666666666666667,4,4,4,4,4,4,4,4,4,4,0,100,0,100,100,100,100,100,4,NA,4,NA,NA,NA,4,NA,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,4,4,4,4,4,4,100,100,75.25,4,4,3.25,4,4,3.25,3.6,3,4,6,7,6,5,6,6,3,1,1,0,1,3,3.4,1,3,2,4,7,4.66666666666667,1,5,5,5,6,6,93.3333333333333,75,33.3333333333333,50,37.5,100,50,50,50,50,50,46.4285714285714,72.2222222222222,51.2869699326873,1.54745646742
"52","26",2,74,"Male","Age: 35–44","Education: Junior college",1,0,1,28817,16319,75,75,672,0,5,80,0,63.6888888888889,1.06666666666667,3.55555555555556,4,"No News - Experiment","Democrat",3,8.96,0.0666666666666667,9,9,9,9,5,7,7,7,7,7,2,82,0,81,90,76,92,51,6,NA,4,NA,6,5,5,4,2,2,2,2,3,3,7,5,7,6,6,3,3,2,3,4,3,5,6,7,8,82,81,60.3125,2,2,1.875,6,6,4.5,6.2,2.75,4.5,6,7,6,5,6,6,3,1,1,0,1,3,3.4,1,3,2,4,7,4.66666666666667,1,5,5,5,6,6,93.3333333333333,75,33.3333333333333,100,87.5,80.0833333333333,19.4444444444444,77.7777777777778,93.3333333333333,45.8333333333333,58.3333333333333,46.4285714285714,72.2222222222222,51.2869699326873,1.54745646742
"53","27",1,38,"Female","Age: 25–34","Education: Graduate school",7,10,5,11076,3828,78,16,254,0,11,131,0,63.0680555555556,8.1875,1.33333333333333,6,"No News - Experiment","Republican",3,15.875,0.6875,5,4,5,4,4,5,4,4,4,5,33,48,37,32,31,46,32,47,5,NA,5,NA,4,NA,5,NA,4,4,5,4,5,5,5,5,5,2,3,2,1,2,2,5,4,5,5,4.5,4.5,33,37,27.5,4,4,3.4375,5,5,3.875,4,1.75,4.75,3,4,3,2,4,2,1,0,0,0,1,4,1,1,1,1,1,1,1.16666666666667,1,1,2,1,1,1,43.3333333333333,25,44.4444444444444,58.3333333333333,43.75,36.3333333333333,54.1666666666667,63.8888888888889,56.6666666666667,29.1666666666667,62.5,3.57142857142857,13.8888888888889,66.2649667665751,12.5460532696122
"54","27",2,38,"Female","Age: 25–34","Education: Graduate school",7,10,5,11076,3828,78,16,254,0,11,131,0,63.0680555555556,8.1875,1.33333333333333,6,"No News - Experiment","Republican",3,15.875,0.6875,8,4,2,8,8,6,4,6,5,5,64,26,63,19,63,48,48,49,2,NA,4,NA,2,2,2,2,2,2,3,4,4,3,2,2,2,2,1,5,5,5,5,4,5,5,5,5.25,5.5,64,63,45,2,2,2.125,2,2,1.75,1.8,5,4.75,3,4,3,2,4,2,1,0,0,0,1,4,1,1,1,1,1,1,1.16666666666667,1,1,2,1,1,1,43.3333333333333,25,44.4444444444444,70.8333333333333,56.25,59.6666666666667,25,16.6666666666667,20,83.3333333333333,62.5,3.57142857142857,13.8888888888889,66.2649667665751,12.5460532696122
"55","28",1,320,"Female","Age: 55+","Education: Junior college",2,1,1,26122,14800,75,44,611,0,2,11,0,63.7101010101011,0.25,3.66666666666667,6,"No News - Experiment","Democrat",2,13.8863636363636,0.0454545454545455,7,6,7,6,6,6,7,6,7,5,29,50,20,41,84,96,81,49,3,NA,2,NA,NA,4,NA,NA,4,5,3,1,2,3,2,3,3,3,4,1,0,1,3,2,2,7,7,6,6.5,50,41,42.375,4,4,2.8125,3,3,2.75,3,1.25,4.5,3.2,7,0,5,1,3,3,1,0,1,1,2,2,1,4,1,1,3,1.33333333333333,1,3,1,1,1,1,46.6666666666667,75,22.2222222222222,83.3333333333333,68.75,56.1666666666667,40.2777777777778,38.8888888888889,40,20.8333333333333,58.3333333333333,21.4285714285714,16.6666666666667,62.7030252953275,1.06583116975716
"56","28",2,320,"Female","Age: 55+","Education: Junior college",2,1,1,26122,14800,75,44,611,0,2,11,0,63.7101010101011,0.25,3.66666666666667,6,"No News - Experiment","Democrat",2,13.8863636363636,0.0454545454545455,8,9,9,2,9,6,6,6,2,4,52,85,15,56,87,91,87,71,2,NA,4,NA,3,2,4,3,3,3,3,2,3,3,3,2,3,3,3,0,0,0,0,2,3,3,2,5.5,8.75,85,56,56.5,3,3,2.4375,2,2,2,2.8,0,2.5,3.2,7,0,5,1,3,3,1,0,1,1,2,2,1,4,1,1,3,1.33333333333333,1,3,1,1,1,1,46.6666666666667,75,22.2222222222222,75,96.875,75,31.9444444444444,22.2222222222222,36.6666666666667,0,25,21.4285714285714,16.6666666666667,62.7030252953275,1.06583116975716
"57","29",1,599,"Male","Age: 55+","Education: Bachelor",3,4,1,60222,31404,75,61,414,0,6,5,0,63.6571948998179,0.0819672131147541,1,2,"No News - Experiment","Democrat",1,6.78688524590164,0.0983606557377049,4,3,7,6,5,5,2,7,7,4,21,63,40,45,50,74,69,54,3,NA,2,NA,NA,3,NA,NA,5,6,4,4,3,5,4,4,3,2,4,1,1,1,1,4,3,5,5,4.5,4.75,63,45,42.6875,5,5,3.75,3,3,2.5,3.4,1,4.25,6.4,7,6,7,6,6,1,0,0,1,0,2,0.8,1,1,1,1,0,0.333333333333333,1,1,0,0,0,0,100,25,22.2222222222222,58.3333333333333,46.875,56.5833333333333,61.1111111111111,33.3333333333333,46.6666666666667,16.6666666666667,54.1666666666667,0,0,44.2948730252921,2.24951605595959
"58","29",2,599,"Male","Age: 55+","Education: Bachelor",3,4,1,60222,31404,75,61,414,0,6,5,0,63.6571948998179,0.0819672131147541,1,2,"No News - Experiment","Democrat",1,6.78688524590164,0.0983606557377049,9,9,4,9,9,7,7,7,7,7,49,50,49,0,49,50,50,50,1,NA,1,NA,1,1,1,1,7,7,7,7,7,7,1,1,1,1,6,6,6,6,6,1,1,4,4,7,7.75,50,0,25.1875,7,7,5.5,1,1,1,2,6,2.5,6.4,7,6,7,6,6,1,0,0,1,0,2,0.8,1,1,1,1,0,0.333333333333333,1,1,0,0,0,0,100,25,22.2222222222222,100,84.375,33.25,100,0,23.3333333333333,100,25,0,0,44.2948730252921,2.24951605595959
"59","30",1,535,"Female","Age: 35–44","Education: Junior college",1,0,1,19544,9404,76,76,417,0,0,36,0,63.7555555555556,0.473684210526316,2.66666666666667,4,"No News - Experiment","Democrat",3,5.48684210526316,0,7,7,7,6,7,7,7,7,7,7,0,87,0,88,98,94,80,76,6,NA,6,NA,NA,NA,5,5,2,2,1,1,4,4,7,7,3,6,6,4,3,2,1,5,3,6,7,7,7,87,88,65.75,2,2,1.875,6,6,4.5,5.8,2.5,5.25,4.6,5,5,1,6,6,4,1,1,1,1,3,1.8,1,2,1,1,4,2,1,1,2,2,3,3,70,100,33.3333333333333,100,75,87.3333333333333,19.4444444444444,77.7777777777778,86.6666666666667,41.6666666666667,70.8333333333333,17.8571428571429,27.7777777777778,39.1058253447193,0
"60","30",2,535,"Female","Age: 35–44","Education: Junior college",1,0,1,19544,9404,76,76,417,0,0,36,0,63.7555555555556,0.473684210526316,2.66666666666667,4,"No News - Experiment","Democrat",3,5.48684210526316,0,5,4,9,4,5,5,4,6,5,5,49,83,51,48,68,49,87,67,1,NA,1,NA,1,1,1,1,2,4,4,4,4,2,3,2,5,2,4,2,2,1,2,1,5,6,3,5,5.75,83,48,49.9375,2,2,2.125,1,1,1,3.2,1.75,3.75,4.6,5,5,1,6,6,4,1,1,1,1,3,1.8,1,2,1,1,4,2,1,1,2,2,3,3,70,100,33.3333333333333,66.6666666666667,59.375,66.25,25,0,43.3333333333333,29.1666666666667,45.8333333333333,17.8571428571429,27.7777777777778,39.1058253447193,0
"61","31",1,807,"Male","Age: 55+","Education: Bachelor",7,10,5,35390,28735,78,77,490,1,21,35,0.012987012987013,63.4828282828283,0.454545454545455,1.66666666666667,2,"No News - Experiment","Republican",3,6.36363636363636,0.272727272727273,2,4,2,5,6,6,5,6,5,6,79,18,70,11,61,46,61,44,5,NA,5,NA,NA,2,NA,NA,2,2,3,4,3,4,4,4,3,2,4,5,5,5,5,3,5,6,6,5.75,3.5,79,70,50.75,2,2,2.125,5,5,3.25,3.4,5,5,5.2,6,5,5,5,5,3,1,1,0,1,2,1.2,2,2,1,1,0,0.666666666666667,1,1,1,1,0,0,80,75,22.2222222222222,79.1666666666667,31.25,67.3333333333333,25,50,46.6666666666667,83.3333333333333,66.6666666666667,7.14285714285714,5.55555555555556,42.7072648892522,5.78240371703142
"62","31",2,807,"Male","Age: 55+","Education: Bachelor",7,10,5,35390,28735,78,77,490,1,21,35,0.012987012987013,63.4828282828283,0.454545454545455,1.66666666666667,2,"No News - Experiment","Republican",3,6.36363636363636,0.272727272727273,4,4,4,5,8,4,3,4,3,6,8,34,7,30,44,41,45,47,1,NA,1,NA,1,1,1,1,6,5,4,5,4,5,1,1,1,1,1,2,2,1,3,2,1,3,3,4.25,5,8,7,15.0625,6,6,4.375,1,1,1,1,2,2.25,5.2,6,5,5,5,5,3,1,1,0,1,2,1.2,2,2,1,1,0,0.666666666666667,1,1,1,1,0,0,80,75,22.2222222222222,54.1666666666667,50,19.75,75,0,6.66666666666667,33.3333333333333,20.8333333333333,7.14285714285714,5.55555555555556,42.7072648892522,5.78240371703142
"63","32",1,367,"Male","Age: 35–44","Education: High school",1,2,1,14985,6458,78,70,304,0,0,0,0,63.7555555555556,0,6.55555555555556,4,"No News - Experiment","Democrat",3,4.34285714285714,0,7,7,7,1,5,7,6,7,1,7,0,92,13,93,8,74,81,90,1,4,3,3,NA,2,NA,1,2,7,2,6,7,7,4,4,2,5,2,0,0,2,6,1,2,3,4,6.75,6.5,92,93,62.3125,2,2,2.625,1,1,1.125,3.4,2,2.5,0.4,1,0,1,0,0,4,1,1,1,1,2,2.6,1,2,3,1,6,4.83333333333333,5,6,3,5,6,4,0,100,22.2222222222222,95.8333333333333,68.75,82.75,36.1111111111111,2.77777777777778,46.6666666666667,33.3333333333333,25,32.1428571428571,75,33.5943483483797,0
"64","32",2,367,"Male","Age: 35–44","Education: High school",1,2,1,14985,6458,78,70,304,0,0,0,0,63.7555555555556,0,6.55555555555556,4,"No News - Experiment","Democrat",3,4.34285714285714,0,9,9,9,9,9,7,7,7,7,7,99,99,99,99,99,99,99,99,7,4,7,3,7,7,7,7,1,1,1,1,1,1,7,7,7,6,6,0,0,0,0,7,7,7,7,7,9,99,99,74.5,1,1,1,7,7,5.5,6.6,0,7,0.4,1,0,1,0,0,4,1,1,1,1,2,2.6,1,2,3,1,6,4.83333333333333,5,6,3,5,6,4,0,100,22.2222222222222,100,100,99,0,100,100,0,100,32.1428571428571,75,33.5943483483797,0
"65","33",1,574,"Male","Age: 35–44","Education: Bachelor",5,7,7,291420,47280,76,75,891,0,18,162,0,63.5155555555556,2.16,1.55555555555556,5,"No News - Experiment","Republican",1,11.88,0.24,4,7,2,7,4,7,7,7,7,7,50,49,50,22,49,49,49,49,1,NA,1,NA,NA,NA,1,1,7,7,7,7,6,7,1,1,1,2,6,5,6,6,5,4,1,1,1,7,4.25,50,50,37.5,7,7,5.4375,1,1,1,2.2,5.5,1.75,3.4,4,3,4,3,3,1,1,0,0,0,1,0.8,1,1,1,1,0,2,1,4,1,2,1,3,50,25,11.1111111111111,100,40.625,49.6666666666667,98.6111111111111,0,26.6666666666667,91.6666666666667,12.5,0,27.7777777777778,58.590483872119,5.15778003177852
"66","33",2,574,"Male","Age: 35–44","Education: Bachelor",5,7,7,291420,47280,76,75,891,0,18,162,0,63.5155555555556,2.16,1.55555555555556,5,"No News - Experiment","Republican",1,11.88,0.24,9,1,3,4,3,3,4,3,1,3,0,98,93,87,88,91,89,100,1,NA,1,NA,1,1,1,1,2,3,2,3,3,3,4,4,4,3,3,3,3,3,3,4,3,4,4,3.25,4,0,93,46.5,2,2,1.9375,1,1,1,3.6,3,3.75,3.4,4,3,4,3,3,1,1,0,0,0,1,0.8,1,1,1,1,0,2,1,4,1,2,1,3,50,25,11.1111111111111,37.5,37.5,61.6666666666667,20.8333333333333,0,50,50,45.8333333333333,0,27.7777777777778,58.590483872119,5.15778003177852
