"","person_id","sex","age","edu","party","ideo","approve_trump","know_1_w2","know_2_w2","know_3_w2","know_4_w2","know_5_w2","know_fac_1_w2","know_fac_2_w2","know_fac_3_w2","know_fac_4_w2","ptc_w2","att_imp_gun_w1","att_imp_immigrant_w1","att_imp_climate_w1","att_imp_trump_w1","att_imp_econ_w1","att_imp_gun_w2","att_imp_immigrant_w2","att_imp_climate_w2","att_imp_trump_w2","att_imp_econ_w2","att_str_gun_w1","att_str_immigrant_w1","att_str_climate_w1","att_str_trump_w1","att_str_econ_w1","att_str_gun_w2","att_str_immigrant_w2","att_str_climate_w2","att_str_trump_w2","att_str_econ_w2","ft_dem_w1","ft_rep_w1","ft_lib_w1","ft_cons_w1","ft_gun_w1","ft_immigrant_w1","ft_climate_w1","ft_econ_w1","ft_dem_w2","ft_rep_w2","ft_lib_w2","ft_cons_w2","ft_gun_w2","ft_immigrant_w2","ft_climate_w2","ft_econ_w2","stupid_party_opp_w1","stupid_ind_dem_w1","stupid_ideo_opp_w1","stupid_ind_cons_w1","stupid_gun_w1","stupid_immigrant_w1","stupid_climate_w1","stupid_econ_w1","stupid_party_opp_w2","stupid_ideo_opp_w2","stupid_gun_w2","stupid_immigrant_w2","stupid_climate_w2","stupid_econ_w2","under_party_opp_w1","under_ideo_opp_w1","under_gun_w1","under_immigrant_w1","under_climate_w1","under_econ_w1","under_party_opp_w2","under_ideo_opp_w2","under_gun_w2","under_immigrant_w2","under_climate_w2","under_econ_w2","malvol_1_w1","malvol_2_w1","malvol_3_w1","malvol_4_w1","malvol_5_w1","malvol_1_w2","malvol_2_w2","malvol_3_w2","malvol_4_w2","malvol_5_w2","comp_1_w1","comp_2_w1","comp_3_w1","comp_4_w1","comp_1_w2","comp_2_w2","comp_3_w2","comp_4_w2","perpol_1_w1","perpol_2_w1","perpol_3_w1","perpol_4_w1","perpol_1_w2","perpol_2_w2","perpol_3_w2","perpol_4_w2","well_act_1_w2","well_act_2_w2","well_act_3_w2","well_act_4_w2","well_act_5_w2","well_feel_1_w2","well_feel_2_w2","well_feel_3_w2","well_feel_4_w2","well_feel_5_w2","well_feel_6_w2","visits_raw","visits_u","day_range","active_days","count_domains","domain_center","domain_left","domain_right","domain_center_mean","domain_left_mean","domain_right_mean","news_self","news_like_self","condition","party_bin","news","news_like","know_w2","know_fac_w2","att_str_w1","att_str_w2","att_imp_w1","att_imp_w2","ft_party_op_w1","ft_ideo_op_w1","ft_w1","ft_party_op_w2","ft_ideo_op_w2","ft_w2","under_party_op_w1","under_ideo_op_w1","under_w1","under_party_op_w2","under_ideo_op_w2","under_w2","stupid_party_op_w1","stupid_ideo_op_w1","stupid_w1","stupid_party_op_w2","stupid_ideo_op_w2","stupid_w2","malvol_w1","malvol_w2","comp_w1","comp_w2","perpol_w1","perpol_w2","well_feel_w2","well_act_w2"
"1",326,"Male","Age: 18–24","Education: High school",1,2,1,6,5,6,5,5,1,1,0,0,2,6,7,5,7,6,9,9,8,9,8,6,6,7,7,5,7,7,6,7,6,0,99,8,69,94,94,94,95,0,100,0,100,100,100,80,70,7,NA,4,NA,NA,NA,7,NA,7,7,7,7,7,5,1,4,1,1,1,2,1,2,1,1,2,2,6,6,7,6,6,7,7,7,6,6,0,0,0,0,2,5,4,3,5,4,7,6,6,7,7,7,4,1,1,1,4,3,6,3,3,3,3,43264,14123,75,72,277,0,0,0,0,63.7555555555556,0,6.77777777777778,4,"No News - Control","Democrat",3.84722222222222,0,5.4,2,6,6.5,6,8.5,99,69,65.8125,100,100,72.125,1,1,1.0625,1,1,1.125,7,7,5.5,7,7,5.375,6.2,6.6,0,3.5,5.5,6.75,3.5,2.2
"2",503,"Male","Age: 35–44","Education: Junior college",2,6,4,5,1,6,2,1,1,1,0,0,1,3,3,3,3,7,8,5,5,5,4,2,4,2,4,7,4,4,4,6,5,5,8,10,10,19,25,15,45,78,62,61,70,57,63,67,66,2,NA,2,NA,NA,NA,NA,3,5,4,4,5,5,5,6,6,5,5,5,4,4,4,5,4,5,5,2,2,2,1,1,6,5,5,4,1,1,0,0,0,1,2,2,1,6,2,6,7,5,6,5,5,8,1,6,3,0,5,6,1,1,2,2,31809,20754,74,56,277,0,0,9,0,63.7555555555556,0.160714285714286,4.55555555555556,4,"No News - Control","Democrat",4.94642857142857,0,3,2,3.75,4.25,4,5.5,8,10,11.25,62,70,49.0625,6,6,4.4375,4,4,3.4375,2,2,2,5,5,3.9375,1.6,4.2,0.25,1.5,5.25,5.25,2.83333333333333,3.6
"3",842,"Female","Age: 55+","Education: Junior college",6,8,6,4,2,4,3,3,1,0,0,0,0,7,7,7,7,7,9,5,8,5,5,7,5,5,7,7,7,7,5,6,5,71,17,72,30,72,53,51,51,32,21,23,24,20,16,16,24,6,NA,7,NA,NA,NA,4,5,5,6,4,5,4,5,1,2,2,4,4,1,4,5,5,3,4,6,7,7,7,6,6,3,5,3,3,3,0,0,0,3,1,2,2,1,5,5,6,5,5,4,5,5,1,4,1,1,3,1,5,2,1,1,3,51359,27001,76,64,914,0,11,111,0,63.5836805555556,1.734375,3.55555555555556,4,"No News - Experiment","Republican",14.28125,0.171875,3.2,1,6,6,7,6.75,71,72,50.1875,32,23,18.75,1,1,1.4375,4,4,3.375,6,6,4.375,5,5,3.875,6.6,3.4,0.75,1.5,5.25,4.75,2.16666666666667,2
"4",672,"Male","Age: 25–34","Education: High school",3,5,1,4,3,5,2,3,1,0,0,1,5,7,1,5,1,6,4,4,5,4,5,5,3,5,1,6,4,3,4,3,3,21,4,83,21,50,59,90,44,93,94,88,89,93,87,87,89,3,4,5,4,4,4,NA,NA,1,1,1,1,1,1,3,5,6,3,2,2,5,5,5,5,5,5,5,2,4,6,4,4,4,4,3,3,4,5,3,4,2,1,0,1,4,2,3,6,5,5,5,6,2,5,1,1,3,1,4,3,3,3,3,16683,6847,75,28,223,0,0,0,0,63.7555555555556,0,3.33333333333333,4,"No News - Experiment","Democrat",7.96428571428571,0,3.4,2,4.75,3.5,4.75,4.5,4,21,21.6875,94,89,68.25,3,3,2.5625,5,5,4,3,3,2.75,1,1,1,4.2,3.6,4,1,3.75,5.25,2.83333333333333,2.4
"5",814,"Male","Age: 35–44","Education: High school",1,0,1,4,3,4,3,2,0,1,1,1,0,7,5,7,7,6,4,4,5,3,4,7,7,7,7,5,5,5,5,3,4,5,99,0,99,99,99,80,70,98,99,99,98,99,98,99,80,5,NA,4,NA,NA,NA,6,4,1,1,1,1,2,1,1,1,1,1,2,2,4,4,4,4,4,4,5,5,4,6,6,3,3,4,3,3,1,1,0,4,4,2,4,3,5,7,6,7,4,5,5,5,1,2,1,2,7,2,2,3,4,3,4,21274,11225,75,72,373,0,10,442,0,63.6166666666667,6.13888888888889,2,1,"No News - Experiment","Democrat",5.18055555555556,0.138888888888889,3.2,3,6.5,4.75,6.25,4.25,99,99,71.5,99,98,73,1,1,1.125,4,4,3.25,5,5,4,1,1,1.0625,5.2,3.2,1.5,3.25,6.25,4.75,3,2.6
"6",142,"Female","Age: 25–34","Education: Bachelor",4,3,3,4,4,4,3,4,0,1,0,1,4,6,5,5,5,6,5,3,9,9,4,6,6,5,6,6,5,6,7,7,5,36,25,24,51,21,58,75,40,5,78,11,89,79,81,100,80,6,3,4,6,NA,3,NA,NA,2,2,1,2,3,1,5,6,4,5,5,6,3,2,3,2,2,4,3,5,4,3,2,2,1,2,3,3,4,4,2,5,2,2,2,4,2,3,3,4,5,3,7,7,1,1,1,1,6,1,1,2,1,3,1,74760,43241,76,76,881,0,22,1030,0,63.4660818713451,13.5526315789474,4.11111111111111,2,"No News - Experiment","Democrat",11.5921052631579,0.289473684210526,3.8,2,5.75,5.75,5.5,5.25,25,51,31.375,78,89,63.25,5,5,4,3,3,2.4375,6,6,4,2,2,1.6875,3.4,2.2,3.75,2.5,3,5.5,1.5,2
"7",546,"Male","Age: 18–24","Education: Junior college",2,6,3,5,4,4,5,4,1,1,0,1,2,5,5,6,6,6,2,8,8,8,8,7,6,7,6,6,2,6,6,6,6,35,68,65,70,62,68,46,57,73,19,71,15,82,58,94,93,5,6,7,NA,6,NA,5,NA,3,3,4,3,4,3,6,6,7,5,5,7,2,3,2,2,2,3,6,5,4,1,1,3,3,3,2,3,2,1,3,3,2,1,1,1,5,3,4,5,4,4,5,5,2,1,1,1,1,1,3,2,2,2,1,28822,11135,73,59,378,0,0,0,0,63.7555555555556,0,6.55555555555556,4,"No News - Experiment","Democrat",6.40677966101695,0,4.4,3,6.5,5,5.5,6.5,68,70,49.3125,19,15,29.1875,6,6,4.75,2,2,1.8125,5,5,4.125,3,3,2.625,3.4,2.8,2.25,1.25,4.25,4.5,1.83333333333333,1.2
"8",836,"Male","Age: 35–44","Education: Graduate school",2,1,1,3,2,2,1,2,0,0,1,1,1,6,7,6,6,7,5,2,5,3,8,7,6,6,7,7,5,2,4,2,4,84,81,78,77,76,53,69,73,34,34,35,49,78,52,66,46,1,NA,2,NA,NA,NA,1,2,2,2,4,2,4,2,6,7,6,6,7,7,3,5,2,4,3,3,6,5,5,1,1,2,2,2,2,2,0,0,0,0,1,1,1,1,4,4,5,6,3,5,6,6,1,1,1,1,7,4,4,5,3,3,4,2377,452,2,2,56,0,0,4,0,63.7555555555556,2,6,5,"No News - Experiment","Democrat",28,0,2,2,6.5,3.75,6.5,5,81,77,56.6875,34,49,36.125,6,6,4.875,3,3,2.5,1,1,1.125,2,2,2,3.6,2,0,1,4.75,5,3.83333333333333,2.2
"9",152,"Female","Age: 45–54","Education: High school",4,5,3,2,2,1,3,1,1,0,0,0,3,5,4,5,3,5,5,4,5,4,3,4,4,5,3,4,5,6,5,7,3,98,99,98,99,96,97,96,95,30,69,10,85,70,88,63,55,4,4,4,4,NA,NA,4,NA,4,3,2,5,4,3,4,4,3,3,3,4,2,2,4,3,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,4,2,1,1,2,5,5,5,4,4,3,5,6,3,1,2,2,6,3,3,4,3,3,2,24235,20084,76,52,613,0,7,32,0,63.6209401709402,0.615384615384615,2.44444444444444,4,"No News - Experiment","Democrat",11.7884615384615,0.134615384615385,1.8,1,4.25,4.75,4.75,4.25,99,99,73.75,69,85,56,4,4,3.0625,2,2,2.1875,4,4,3.25,4,4,3.125,4,3.8,3.75,1.5,4.75,4.5,3,2.8
"10",713,"Female","Age: 55+","Education: Junior college",1,1,1,1,0,1,0,0,1,0,1,1,2,5,5,7,7,5,9,9,9,9,9,5,5,7,7,4,7,7,7,7,7,3,87,24,99,82,99,100,83,100,99,99,99,99,99,99,99,3,NA,3,NA,4,NA,NA,4,7,5,7,7,7,7,4,3,4,4,1,4,1,1,1,1,1,1,5,4,4,4,4,7,7,7,6,6,2,2,1,4,0,0,0,0,4,3,7,7,7,7,7,7,1,2,4,1,6,6,7,3,6,6,3,45420,30561,58,52,741,2,89,144,0.0384615384615385,62.0440170940171,2.76923076923077,3.66666666666667,3,"No News - Experiment","Democrat",14.25,1.71153846153846,0.4,3,5.25,7,5.5,9,87,99,69.5,99,99,74.5,4,4,3.0625,1,1,1,3,3,2.75,7,7,5.5,4.2,6.6,2.25,0,5.25,7,5.16666666666667,2.8
"11",76,"Male","Age: 55+","Education: Junior college",7,8,5,4,5,6,6,6,1,1,1,1,3,6,4,6,6,6,8,8,9,9,5,7,6,6,6,6,5,4,6,7,4,77,12,90,14,83,78,95,94,45,95,40,90,95,94,95,90,5,NA,3,NA,NA,2,NA,5,4,4,4,3,5,3,2,2,3,3,2,2,3,3,2,3,2,3,4,4,3,2,3,7,7,6,5,6,1,2,1,2,1,1,1,0,4,4,5,5,5,4,5,5,3,2,1,1,4,2,2,2,2,2,1,10,5,1,1,2,0,0,0,0,63.7555555555556,0,2.33333333333333,3,"No News - Experiment","Republican",2,0,5.4,4,6.25,4.75,5.5,7.5,77,90,63.875,45,40,44.875,2,2,1.875,3,3,2.375,5,5,3.625,4,4,3.1875,3.2,6.2,1.5,0.75,4.5,4.75,1.83333333333333,2.2
"12",660,"Female","Age: 45–54","Education: Graduate school",2,5,5,5,6,6,6,6,1,1,0,1,3,6,4,6,3,6,9,9,9,9,9,6,3,6,3,5,7,7,7,7,7,18,35,49,48,74,49,82,60,12,72,2,62,70,59,72,68,3,NA,2,2,NA,NA,NA,3,7,7,1,7,7,7,5,4,2,4,3,2,1,1,1,1,1,1,2,2,2,2,2,7,7,7,6,6,2,2,2,2,0,0,0,0,5,3,6,6,7,7,7,7,3,2,1,1,2,1,1,1,1,0,1,17648,8716,79,18,314,0,1,38,0,63.7,2.11111111111111,2.44444444444444,4,"No News - Experiment","Democrat",17.4444444444444,0.0555555555555556,5.8,3,5,7,5.5,9,35,48,37.5625,72,62,50.5625,5,5,3.4375,1,1,1,3,3,2.5,7,7,5.125,2,6.6,2,0,5,7,0.833333333333333,1.8
"13",25,"Female","Age: 25–34","Education: Bachelor",3,1,1,6,6,5,6,6,1,0,0,1,5,6,6,5,5,4,9,9,1,9,9,5,6,5,7,3,4,7,4,7,4,16,98,9,98,87,98,94,60,98,0,99,2,94,97,91,93,5,NA,4,NA,4,NA,NA,NA,4,4,2,6,2,2,2,1,2,3,2,4,1,1,2,1,3,2,4,3,4,3,5,7,6,6,6,6,1,4,2,1,0,0,0,0,5,4,5,6,5,1,7,4,1,1,1,1,7,1,4,1,1,1,3,19499,10024,79,77,289,1,0,4,0.012987012987013,63.7555555555556,0.051948051948052,0.444444444444444,3,"No News - Experiment","Democrat",3.75324675324675,0,5.8,2,4.75,4.75,5.25,7,98,98,70.4375,0,2,24.1875,2,2,1.9375,1,1,1.25,5,5,3.75,4,4,3,3.8,6.2,2,0,5,4.25,1.83333333333333,2.2
"14",466,"Female","Age: 25–34","Education: Junior college",4,5,1,6,5,4,6,6,0,1,1,1,4,7,7,7,7,7,8,9,8,9,8,7,7,7,7,7,6,7,7,7,4,99,99,99,99,99,99,99,99,70,20,30,59,64,84,83,75,7,6,6,6,NA,7,NA,7,4,2,2,2,5,2,1,1,1,1,1,1,4,4,1,1,5,2,7,7,7,6,6,6,6,4,3,5,0,0,0,0,2,3,4,2,7,7,7,7,5,3,6,4,1,1,2,1,7,6,7,4,6,3,5,13005,10287,78,32,279,0,0,55,0,63.7555555555556,1.71875,0.111111111111111,4,"No News - Control","Democrat",8.71875,0,5.4,3,7,6,7,8.25,99,99,74.5,20,59,39.125,1,1,1,4,4,2.8125,7,7,5.5,4,4,2.9375,6.6,4.8,0,2.75,7,4.5,5.16666666666667,2.4
"15",393,"Male","Age: 35–44","Education: Junior college",4,4,1,6,6,5,5,5,1,1,0,1,3,5,4,7,7,5,9,8,2,5,9,5,5,6,7,5,7,5,5,5,7,56,90,40,75,80,85,92,80,40,15,35,0,85,50,90,70,7,3,5,NA,NA,5,6,NA,3,4,6,3,3,6,2,4,3,3,2,3,4,5,2,5,5,2,6,7,7,6,6,5,5,6,5,5,1,0,1,1,4,4,5,4,4,3,5,5,5,2,6,6,4,3,1,2,2,2,2,1,1,0,1,14035,7942,73,59,250,1,3,15,0.0169491525423729,63.7047080979285,0.254237288135593,1.33333333333333,4,"No News - Experiment","Democrat",4.23728813559322,0.0508474576271186,5.4,3,5.25,6,5.25,7,90,75,62.5625,15,0,22.4375,2,2,1.9375,4,4,3.125,7,7,5.125,3,3,2.875,6.4,5.2,0.75,4.25,4.25,4.75,1.16666666666667,2.4
"16",753,"Male","Age: 45–54","Education: Graduate school",1,0,1,5,5,3,5,5,1,1,1,1,1,7,7,7,7,7,9,8,5,9,5,7,7,7,7,7,6,6,4,7,3,0,100,0,97,99,99,99,98,10,93,8,31,93,100,28,38,7,NA,7,NA,NA,7,NA,7,5,6,7,5,3,2,1,1,1,1,1,1,3,3,2,2,3,4,7,7,7,6,6,7,7,5,6,6,5,3,5,4,0,0,0,4,7,5,7,7,3,6,5,5,1,1,1,1,7,1,1,1,1,3,1,16864,9159,66,14,203,0,0,0,0,63.7555555555556,0,5.88888888888889,1,"No News - Experiment","Democrat",14.5,0,4.6,4,7,4.75,7,6.75,100,97,74.1875,93,31,47.4375,1,1,1,3,3,2.4375,7,7,5.5,5,5,3.8125,6.6,6.2,4.25,1,6.5,4.75,1.33333333333333,2.2
"17",158,"Male","Age: 55+","Education: Bachelor",7,10,7,6,5,4,5,5,1,1,1,1,4,7,7,1,7,7,9,9,9,9,9,1,7,1,7,7,7,7,7,7,7,96,1,87,3,99,94,97,91,93,19,95,5,99,97,87,73,4,NA,4,NA,NA,4,4,NA,4,5,7,4,3,4,1,1,1,1,1,1,6,6,6,6,6,6,7,7,7,6,6,7,7,7,6,6,0,0,2,3,4,4,4,4,5,4,7,6,3,3,6,6,1,3,1,1,5,1,1,2,0,0,0,35409,18185,78,78,512,0,8,58,0,63.6529914529915,0.743589743589744,5,7,"No News - Experiment","Republican",6.56410256410256,0.102564102564103,5,4,4,7,5.5,9,96,87,69.8125,93,95,69.5,1,1,1,6,6,4.75,4,4,3.25,4,4,3.375,6.6,6.6,1.25,4,5.5,4.5,0.666666666666667,2.2
"18",811,"Female","Age: 55+","Education: Bachelor",7,3,6,5,5,5,5,5,1,0,1,0,1,7,7,7,7,5,9,9,5,5,9,7,7,7,7,6,6,7,5,4,5,95,24,24,91,96,98,92,51,25,54,6,57,64,58,38,38,5,NA,3,1,2,7,NA,NA,5,4,4,5,4,5,4,4,1,1,1,2,5,4,5,5,5,4,7,5,4,3,5,1,1,1,1,1,1,0,1,2,0,0,0,0,5,3,5,5,2,5,5,5,2,2,3,2,0,2,3,2,1,1,1,4882,2703,77,24,228,0,0,3,0,63.7555555555556,0.125,2.22222222222222,4,"No News - Experiment","Republican",9.5,0,5,2,6.75,5.75,6.5,8,95,24,51.0625,25,6,20.375,4,4,2.5625,5,5,3.9375,5,5,3.875,5,5,3.875,4.8,1,1,0,4.5,4.25,1.66666666666667,1.8
"19",669,"Male","Age: 35–44","Education: Junior college",7,9,7,4,3,4,3,3,1,0,0,0,0,7,6,3,5,7,9,4,4,5,4,7,6,5,7,7,4,4,4,3,4,24,11,54,0,82,78,20,78,18,73,38,72,54,56,53,71,5,NA,3,NA,3,NA,NA,6,2,2,2,2,2,2,5,3,1,2,5,1,2,3,4,3,3,3,5,3,6,5,6,5,5,4,4,4,4,5,4,4,3,3,3,3,5,3,6,5,4,5,5,4,1,1,1,1,3,4,5,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.44444444444444,3,"No News - Experiment","Republican",NA,NA,3.4,1,6.25,4,5.75,5.25,24,54,35.875,18,38,28.875,5,5,3.3125,2,2,2.0625,5,5,3.875,2,2,1.75,5,4.4,4.25,3,4.75,4.5,2.83333333333333,1.4
"20",581,"Female","Age: 35–44","Education: Graduate school",1,1,1,5,3,3,4,5,1,0,0,1,3,7,7,6,7,6,1,8,1,9,9,6,6,5,6,4,7,7,7,7,7,17,84,9,73,75,70,74,35,99,0,99,0,100,99,99,99,4,NA,4,NA,3,NA,NA,4,7,7,7,7,7,7,4,2,1,2,3,4,1,1,1,1,1,1,7,7,7,5,6,7,7,7,6,6,1,1,1,0,0,2,1,3,4,6,4,7,7,7,7,7,8,8,1,1,0,1,1,0,0,1,1,34890,20233,75,61,715,2,514,117,0.0327868852459016,55.3293260473589,1.91803278688525,3.44444444444444,1,"No News - Experiment","Democrat",11.7213114754098,8.42622950819672,4,2,5.25,7,6.5,4.75,84,73,55.375,0,0,25.0625,4,4,2.875,1,1,1,4,4,3.125,7,7,5.5,6.4,6.6,0.75,1.5,5.25,7,0.666666666666667,3.6
"21",776,"Male","Age: 45–54","Education: Bachelor",7,10,6,5,6,5,6,6,1,0,0,1,7,7,7,7,7,7,9,5,2,8,8,7,7,7,7,7,7,6,5,7,6,88,15,99,9,91,99,88,80,91,49,92,59,67,74,49,39,5,NA,6,NA,5,4,NA,NA,5,5,5,4,3,2,3,1,1,4,2,4,1,2,2,2,3,4,7,7,7,6,6,7,7,7,6,6,4,4,5,4,0,0,0,1,5,2,6,6,4,1,6,1,1,1,1,1,4,1,4,4,3,4,2,27463,14185,76,76,634,0,9,110,0,63.637134502924,1.44736842105263,3.77777777777778,5,"No News - Experiment","Republican",8.3421052631579,0.118421052631579,5.6,2,7,6,7,6,88,99,69.375,91,92,60.3125,3,3,2.4375,1,1,1.4375,5,5,3.875,5,5,3.625,6.6,6.6,4.25,0.25,4.75,3,3,1.6
"22",727,"Female","Age: 35–44","Education: Bachelor",3,2,1,6,5,5,3,4,1,1,0,1,1,7,7,5,6,7,3,4,5,4,4,7,7,5,5,7,4,4,3,7,4,21,81,10,78,82,91,86,67,0,100,0,100,100,99,99,99,1,NA,1,NA,1,NA,1,NA,7,7,7,7,7,7,5,5,3,6,5,4,4,3,4,3,3,3,1,1,1,1,2,7,7,7,6,6,1,2,0,2,3,3,3,3,2,5,7,7,4,3,4,4,1,7,1,2,7,1,1,3,3,3,3,53430,23942,74,72,727,0,0,0,0,63.7555555555556,0,5,6,"No News - Control","Democrat",10.0972222222222,0,4.6,3,6.5,3.75,6.5,4,81,78,60.375,100,100,75.0625,5,5,3.875,4,4,3.0625,1,1,1,7,7,5.5,1.2,6.6,1.25,3,5.25,3.75,2.33333333333333,3.6
"23",801,"Male","Age: 25–34","Education: Less than high school",2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,6,6,6,6,NA,NA,NA,NA,NA,5,5,5,4,4,NA,NA,NA,NA,NA,2,68,24,53,66,49,72,71,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,4,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,3,3,5,4,3,3,NA,NA,NA,NA,NA,NA,4,4,4,3,3,NA,NA,NA,NA,NA,3,3,3,3,NA,NA,NA,NA,4,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2068,981,76,70,59,0,0,0,0,63.7555555555556,0,1.77777777777778,4,"","Democrat",0.842857142857143,0,NA,0,4.75,NA,6,NA,68,53,46.625,NA,NA,NA,3,3,2.6875,NA,NA,NA,4,4,3.25,NA,NA,NA,3.6,NA,3,NA,4.25,NA,NA,NA
"24",128,"Male","Age: 45–54","Education: Bachelor",7,10,7,4,4,2,4,4,1,1,0,1,1,1,7,1,7,6,9,9,9,9,8,1,7,1,7,5,7,7,6,7,5,99,0,99,0,99,99,99,99,31,56,0,46,99,99,88,47,7,NA,7,NA,NA,7,NA,NA,3,3,6,6,5,3,1,1,1,1,1,1,4,4,1,1,2,4,7,7,7,6,6,5,4,3,4,5,3,3,3,2,1,1,0,4,7,6,7,7,2,3,6,7,1,1,1,1,4,3,3,3,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.66666666666667,2,"No News - Control","Republican",NA,NA,3.6,3,3.5,6.25,3.75,8.75,99,99,74.5,31,0,28.8125,1,1,1,4,4,2.75,7,7,5.5,3,3,3,6.6,4.2,2.75,1.5,6.75,4.5,3.16666666666667,1.6
"25",684,"Female","Age: 55+","Education: Graduate school",6,8,7,5,5,4,4,5,1,1,0,1,3,5,6,1,7,7,4,3,9,1,5,7,6,1,7,6,5,3,7,7,3,90,25,71,25,80,100,99,80,33,80,42,60,63,76,90,46,4,NA,5,NA,NA,5,NA,NA,3,1,2,3,5,2,2,2,1,2,1,1,4,6,3,4,2,5,7,7,6,6,6,5,4,2,2,4,0,1,0,2,1,1,1,1,3,1,6,1,4,3,4,5,1,1,1,2,7,2,3,4,3,3,2,7416,3228,78,11,239,0,2,138,0,63.5737373737374,12.5454545454545,3.66666666666667,6,"No News - Experiment","Republican",21.7272727272727,0.181818181818182,4.6,3,5,4.5,4.75,5.25,90,71,62.9375,33,42,36.1875,2,2,1.5625,4,4,3.125,4,4,3.5,3,3,2.5,6.4,3.4,0.75,1,2.75,4,2.83333333333333,2.4
"26",74,"Male","Age: 35–44","Education: Junior college",1,0,1,7,6,5,6,6,1,1,0,1,3,4,4,4,4,4,9,9,9,9,5,4,4,4,4,4,7,7,7,7,7,0,100,0,100,100,100,100,100,2,82,0,81,90,76,92,51,4,NA,4,NA,NA,NA,4,NA,6,4,6,5,5,4,4,4,4,4,4,4,2,2,2,2,3,3,4,4,4,3,3,7,5,7,6,6,3,3,3,3,3,3,2,3,4,4,4,4,4,3,5,6,1,3,2,4,7,1,5,5,5,6,6,28817,16319,75,75,672,0,5,80,0,63.6888888888889,1.06666666666667,3.55555555555556,4,"No News - Experiment","Democrat",8.96,0.0666666666666667,6,3,4,7,4,8,100,100,75.25,82,81,60.3125,4,4,3.25,2,2,1.875,4,4,3.25,6,6,4.5,3.6,6.2,3,2.75,4,4.5,4.66666666666667,3.4
"27",38,"Female","Age: 25–34","Education: Graduate school",7,10,5,4,3,2,4,2,0,0,0,1,4,5,4,5,4,4,8,4,2,8,8,5,4,4,4,5,6,4,6,5,5,33,48,37,32,31,46,32,47,64,26,63,19,63,48,48,49,5,NA,5,NA,4,NA,5,NA,2,4,2,2,2,2,4,4,5,4,5,5,2,2,3,4,4,3,5,5,5,2,3,2,2,2,2,1,2,1,2,2,5,5,5,5,5,4,5,5,4,5,5,5,1,1,1,1,1,1,1,2,1,1,1,11076,3828,78,16,254,0,11,131,0,63.0680555555556,8.1875,1.33333333333333,6,"No News - Experiment","Republican",15.875,0.6875,3,1,4.5,5.25,4.5,5.5,33,37,27.5,64,63,45,4,4,3.4375,2,2,2.125,5,5,3.875,2,2,1.75,4,1.8,1.75,5,4.75,4.75,1.16666666666667,1
"28",320,"Female","Age: 55+","Education: Junior college",2,1,1,7,0,5,1,3,1,0,1,1,2,7,6,7,6,6,8,9,9,2,9,6,7,6,7,5,6,6,6,2,4,29,50,20,41,84,96,81,49,52,85,15,56,87,91,87,71,3,NA,2,NA,NA,4,NA,NA,2,4,3,2,4,3,4,5,3,1,2,3,3,3,3,2,3,3,2,3,3,3,4,3,2,3,3,3,1,0,1,3,0,0,0,0,2,2,7,7,2,3,3,2,1,4,1,1,3,1,3,1,1,1,1,26122,14800,75,44,611,0,2,11,0,63.7101010101011,0.25,3.66666666666667,6,"No News - Experiment","Democrat",13.8863636363636,0.0454545454545455,3.2,3,6,5.5,6.5,8.75,50,41,42.375,85,56,56.5,4,4,2.8125,3,3,2.4375,3,3,2.75,2,2,2,3,2.8,1.25,0,4.5,2.5,1.33333333333333,2
"29",599,"Male","Age: 55+","Education: Bachelor",3,4,1,7,6,7,6,6,0,0,1,0,2,4,3,7,6,5,9,9,4,9,9,5,2,7,7,4,7,7,7,7,7,21,63,40,45,50,74,69,54,49,50,49,0,49,50,50,50,3,NA,2,NA,NA,3,NA,NA,1,1,1,1,1,1,5,6,4,4,3,5,7,7,7,7,7,7,4,4,3,2,4,1,1,1,1,6,1,1,1,1,6,6,6,6,4,3,5,5,1,1,4,4,1,1,1,1,0,1,1,0,0,0,0,60222,31404,75,61,414,0,6,5,0,63.6571948998179,0.0819672131147541,1,2,"No News - Experiment","Democrat",6.78688524590164,0.0983606557377049,6.4,1,4.5,7,4.75,7.75,63,45,42.6875,50,0,25.1875,5,5,3.75,7,7,5.5,3,3,2.5,1,1,1,3.4,2,1,6,4.25,2.5,0.333333333333333,0.8
