"","person_id","sex","age","edu","party","ideo","approve_trump","know_1_w2","know_2_w2","know_3_w2","know_4_w2","know_5_w2","know_fac_1_w2","know_fac_2_w2","know_fac_3_w2","know_fac_4_w2","ptc_w2","att_imp_gun_w1","att_imp_immigrant_w1","att_imp_climate_w1","att_imp_trump_w1","att_imp_econ_w1","att_imp_gun_w2","att_imp_immigrant_w2","att_imp_climate_w2","att_imp_trump_w2","att_imp_econ_w2","att_str_gun_w1","att_str_immigrant_w1","att_str_climate_w1","att_str_trump_w1","att_str_econ_w1","att_str_gun_w2","att_str_immigrant_w2","att_str_climate_w2","att_str_trump_w2","att_str_econ_w2","ft_dem_w1","ft_rep_w1","ft_lib_w1","ft_cons_w1","ft_gun_w1","ft_immigrant_w1","ft_climate_w1","ft_econ_w1","ft_dem_w2","ft_rep_w2","ft_lib_w2","ft_cons_w2","ft_gun_w2","ft_immigrant_w2","ft_climate_w2","ft_econ_w2","stupid_party_opp_w1","stupid_ind_dem_w1","stupid_ideo_opp_w1","stupid_ind_cons_w1","stupid_gun_w1","stupid_immigrant_w1","stupid_climate_w1","stupid_econ_w1","stupid_party_opp_w2","stupid_ideo_opp_w2","stupid_gun_w2","stupid_immigrant_w2","stupid_climate_w2","stupid_econ_w2","under_party_opp_w1","under_ideo_opp_w1","under_gun_w1","under_immigrant_w1","under_climate_w1","under_econ_w1","under_party_opp_w2","under_ideo_opp_w2","under_gun_w2","under_immigrant_w2","under_climate_w2","under_econ_w2","malvol_1_w1","malvol_2_w1","malvol_3_w1","malvol_4_w1","malvol_5_w1","malvol_1_w2","malvol_2_w2","malvol_3_w2","malvol_4_w2","malvol_5_w2","comp_1_w1","comp_2_w1","comp_3_w1","comp_4_w1","comp_1_w2","comp_2_w2","comp_3_w2","comp_4_w2","perpol_1_w1","perpol_2_w1","perpol_3_w1","perpol_4_w1","perpol_1_w2","perpol_2_w2","perpol_3_w2","perpol_4_w2","well_act_1_w2","well_act_2_w2","well_act_3_w2","well_act_4_w2","well_act_5_w2","well_feel_1_w2","well_feel_2_w2","well_feel_3_w2","well_feel_4_w2","well_feel_5_w2","well_feel_6_w2","visits_raw","visits_u","day_range","active_days","count_domains","domain_center","domain_left","domain_right","domain_center_mean","domain_left_mean","domain_right_mean","news_self","news_like_self","condition","party_bin","news","news_like","know_w2","know_fac_w2","att_str_w1","att_str_w2","att_imp_w1","att_imp_w2","ft_party_op_w1","ft_ideo_op_w1","ft_w1","ft_party_op_w2","ft_ideo_op_w2","ft_w2","under_party_op_w1","under_ideo_op_w1","under_w1","under_party_op_w2","under_ideo_op_w2","under_w2","stupid_party_op_w1","stupid_ideo_op_w1","stupid_w1","stupid_party_op_w2","stupid_ideo_op_w2","stupid_w2","malvol_w1","malvol_w2","comp_w1","comp_w2","perpol_w1","perpol_w2","well_feel_w2","well_act_w2"
"236",438,"Male","Age: 55+","Education: Junior college",6,6,4,4,4,3,3,4,1,1,0,1,2,6,5,6,3,5,9,4,3,9,4,6,5,6,3,6,7,6,3,7,4,27,27,27,29,55,30,38,44,98,0,98,0,97,65,50,50,3,NA,2,NA,2,NA,NA,3,2,1,2,3,4,4,5,6,3,6,4,4,1,1,1,3,3,4,3,3,3,2,3,6,6,6,5,6,2,3,2,4,2,3,3,4,3,3,4,4,5,5,6,6,1,1,2,1,2,2,1,2,2,3,2,5,2,1,1,2,0,0,0,0,63.7555555555556,0,1.55555555555556,4,"No News - Control","Republican",2,0,3.6,3,5.75,5,5.5,5,27,27,24.1875,98,98,65.625,5,5,3.8125,1,1,1.4375,3,3,2.375,2,2,2.0625,2.8,5.8,2.75,3,3.5,5.5,2,1.4
"237",119,"Male","Age: 35–44","Education: Bachelor",3,4,6,7,1,7,6,6,1,1,1,1,4,5,6,5,7,6,8,4,3,9,8,4,5,6,3,4,5,5,4,7,5,78,56,35,52,56,66,47,40,52,92,61,75,55,64,51,55,1,4,2,2,1,NA,NA,1,6,3,3,3,4,4,6,5,6,7,7,6,2,5,7,3,2,4,2,2,1,1,2,1,1,1,2,5,4,4,2,3,1,1,4,6,3,2,2,3,3,3,2,2,1,3,3,1,6,6,7,3,4,4,3,65442,21309,79,78,803,1,15,607,0.0128205128205128,63.5632478632479,7.78205128205128,6.77777777777778,4,"No News - Experiment","Democrat",10.2948717948718,0.192307692307692,5.4,4,4.75,4.75,5.5,5.75,56,52,40.3125,92,75,56.0625,6,6,4.875,2,2,2.25,1,1,1,6,6,4.125,1.6,2,3.25,3,2.5,2.5,4.5,2.8
"238",689,"Female","Age: 45–54","Education: Bachelor",1,2,1,4,6,4,3,3,1,1,0,1,1,6,6,7,7,6,9,9,9,9,9,7,6,7,7,5,7,4,6,7,7,13,66,16,66,72,75,85,75,39,99,50,50,99,99,99,99,4,NA,4,NA,NA,4,7,NA,7,4,7,7,7,7,3,3,2,4,1,3,4,4,4,4,4,4,3,5,4,3,5,1,1,1,0,6,0,0,0,1,0,0,0,2,3,4,3,7,7,4,2,2,1,1,1,1,7,1,1,0,0,0,0,40713,20030,80,80,621,3,36,53,0.0375,63.3055555555556,0.6625,3.88888888888889,3,"No News - Control","Democrat",7.7625,0.45,4,3,6.25,6,6.25,9,66,66,52.4375,99,50,62.25,3,3,2.375,4,4,3.25,4,4,3.625,7,7,5.5,4,1.8,0.25,0.5,4.25,3.75,0.333333333333333,2.2
"239",822,"Female","Age: 55+","Education: Bachelor",7,9,7,5,5,4,5,5,0,0,0,1,1,3,3,5,4,5,8,8,8,8,9,4,3,4,6,4,4,4,4,5,6,51,19,53,19,51,52,50,51,66,28,50,44,49,55,54,51,2,NA,2,NA,NA,2,2,NA,1,1,1,1,1,1,4,3,4,4,3,5,3,3,2,3,2,3,5,5,5,4,4,5,5,5,4,4,5,5,5,5,2,2,1,2,4,3,5,4,4,5,5,5,2,2,1,2,0,2,2,2,1,2,2,19735,11958,82,79,469,0,2,104,0,63.7302390998594,1.31645569620253,2.77777777777778,4,"No News - Experiment","Republican",5.93670886075949,0.0253164556962025,4.8,1,3.75,4.5,4,8.25,51,53,39,66,50,42.3125,4,4,3.25,3,3,2.375,2,2,1.75,1,1,1,4.6,4.6,5,1.75,4,4.75,1.83333333333333,1.4
"240",191,"Female","Age: 35–44","Education: Graduate school",6,10,1,3,2,1,1,2,1,1,0,1,2,4,4,4,7,4,8,2,2,8,4,4,4,4,7,2,5,4,1,6,3,31,51,35,22,33,40,27,21,70,5,55,10,44,70,40,60,4,NA,5,NA,NA,NA,1,NA,5,6,5,3,2,3,7,6,5,4,7,5,3,2,4,2,5,4,3,2,3,2,2,5,6,5,6,5,2,2,2,2,1,0,1,4,5,5,7,7,6,5,6,7,1,2,1,3,2,2,3,1,1,0,2,30962,19886,84,84,434,0,7,425,0,63.6722222222223,5.05952380952381,2.11111111111111,4,"No News - Control","Republican",5.16666666666667,0.0833333333333333,1.8,3,3.5,3.25,4,4,31,35,24.3125,70,55,44.875,7,7,5.0625,3,3,2.6875,4,4,2.5,5,5,3.5625,2.4,5.4,2,1.5,6,6,1.5,1.8
"241",539,"Male","Age: 18–24","Education: Junior college",1,2,1,7,6,7,6,6,1,1,0,1,6,2,3,5,4,2,9,9,9,9,9,2,2,6,5,1,7,7,7,7,6,11,76,21,69,75,80,99,63,0,100,0,90,100,100,100,85,5,NA,3,NA,NA,NA,5,2,7,3,7,7,7,2,3,4,3,3,1,5,1,2,1,1,1,3,5,4,4,5,5,2,3,4,6,6,2,2,4,2,1,1,0,2,5,3,4,4,3,5,7,6,3,2,1,1,0,1,2,0,0,0,0,1215,678,78,45,74,0,0,5,0,63.7555555555556,0.111111111111111,1.88888888888889,3,"No News - Experiment","Democrat",1.64444444444444,0,6.4,3,2.75,6.75,3,9,76,69,56.3125,100,90,71.8125,3,3,2.5,1,1,1.125,5,5,3.625,7,7,5.1875,4.6,4.2,2.5,1,4,5.25,0.5,1.4
"242",337,"Male","Age: 35–44","Education: Junior college",6,8,5,3,2,2,2,2,0,1,1,0,4,3,3,3,5,7,4,4,8,9,5,5,5,4,5,6,6,5,4,5,6,89,6,82,10,84,81,87,74,22,26,24,38,72,71,86,36,7,NA,7,NA,7,6,NA,NA,5,2,4,4,3,4,3,4,4,3,2,5,5,5,4,3,5,6,3,2,6,5,6,1,3,2,4,4,2,1,0,2,2,1,0,1,7,3,6,5,3,6,4,5,6,2,7,1,3,4,6,2,4,3,1,1611,897,2,2,43,0,0,0,0,63.7555555555556,0,6.33333333333333,6,"No News - Experiment","Republican",21.5,0,2.2,2,5,5.25,4,5.25,89,82,63.375,22,24,28.3125,3,3,2.625,5,5,3.875,7,7,5.375,5,5,3.6875,4.4,2.8,1.25,1,5.25,4.5,3.33333333333333,3.8
"243",402,"Female","Age: 55+","Education: High school",1,2,1,5,5,2,4,5,0,1,1,1,1,7,1,5,7,2,3,4,8,3,5,7,1,5,7,2,5,4,6,6,3,0,95,0,72,81,64,82,75,3,99,1,99,75,73,71,64,3,NA,3,NA,NA,NA,NA,2,1,1,1,1,1,1,5,5,5,3,2,3,1,1,1,1,1,2,1,3,2,6,6,7,7,7,6,6,1,2,1,3,5,4,5,5,1,5,7,7,7,6,6,7,1,2,1,1,7,1,2,2,2,1,1,11255,5436,81,20,210,0,0,69,0,63.7555555555556,3.45,2.55555555555556,5,"No News - Control","Democrat",10.5,0,4.2,3,3.75,4.5,3.75,5,95,72,60.875,99,99,67.4375,5,5,3.5625,1,1,1.0625,3,3,2.25,1,1,1,3.6,6.6,1.75,4.75,5,6.5,1.5,2.4
"244",537,"Female","Age: 55+","Education: Graduate school",7,6,6,6,6,6,6,6,0,1,0,1,3,3,4,1,6,7,8,9,9,9,8,5,6,6,6,7,7,7,6,7,6,85,47,87,46,60,85,84,64,99,0,71,17,88,99,60,99,6,NA,5,NA,4,NA,6,NA,7,5,7,7,7,7,4,4,4,2,5,6,1,1,3,1,1,1,7,6,6,6,6,7,7,7,6,6,0,0,0,1,0,0,0,3,5,3,5,7,6,5,7,7,1,1,2,1,5,1,1,1,2,2,1,16618,5882,80,36,431,0,1,552,0,63.7277777777778,15.3333333333333,2.44444444444444,6,"No News - Experiment","Republican",11.9722222222222,0.0277777777777778,6,2,6,6.5,3.75,8.5,85,87,61.5625,99,71,64.375,4,4,3.3125,1,1,1.125,6,6,4.5,7,7,5.5,6.2,6.6,0.25,0.75,5,6.25,1.33333333333333,2
"245",645,"Male","Age: 25–34","Education: Bachelor",2,9,2,3,6,2,3,4,1,1,0,1,2,7,7,7,5,6,3,4,4,4,5,6,7,6,7,7,5,4,6,4,4,21,32,36,27,31,12,31,19,46,48,23,60,66,61,71,59,6,7,1,1,NA,NA,7,NA,4,6,3,4,7,4,6,6,6,6,5,6,5,3,5,4,5,4,7,6,1,2,1,2,4,1,0,0,2,1,0,2,0,1,2,0,7,7,7,7,4,1,6,4,1,2,3,4,0,2,7,1,0,0,2,5343,1598,83,17,101,0,2,13,0,63.6379084967321,0.764705882352941,2.22222222222222,4,"No News - Experiment","Democrat",5.94117647058824,0.117647058823529,3.6,3,6.5,4.75,6.75,4,32,27,20.8125,48,60,43.3125,6,6,4.6875,5,5,3.875,6,6,5,4,4,3.375,3.4,1.4,1.25,0.75,7,3.75,2,2
"246",851,"Male","Age: 55+","Education: Junior college",7,9,7,4,4,4,3,4,1,0,0,0,2,6,5,2,7,3,9,5,8,5,5,6,4,2,7,3,6,4,6,7,4,99,0,89,0,98,75,76,78,16,65,16,62,100,79,100,97,4,NA,4,NA,NA,4,NA,4,4,4,7,4,6,3,1,1,1,2,2,2,3,3,1,1,1,3,6,6,6,6,6,5,5,4,5,6,3,2,2,4,1,1,1,1,4,3,5,5,4,2,6,6,1,2,1,1,6,3,1,3,3,3,3,15069,7794,80,32,432,0,18,7,0,63.1930555555556,0.21875,1.44444444444444,2,"No News - Experiment","Republican",13.5,0.5625,3.8,1,3.75,5,4,6.75,99,89,67.6875,16,16,31.75,1,1,1.1875,3,3,2.125,4,4,3.25,4,4,3.5,6,5,2.75,1,4.25,4.5,2.66666666666667,2.2
"247",792,"Male","Age: 55+","Education: High school",3,4,2,7,6,5,6,6,0,1,0,0,4,7,4,5,6,7,8,8,8,9,9,5,5,4,6,5,7,6,7,7,6,41,73,63,51,25,61,62,36,19,75,16,65,92,88,91,56,5,NA,3,5,NA,NA,5,2,5,3,5,3,6,3,3,5,5,3,2,5,2,4,2,5,1,4,1,1,3,2,4,3,4,2,2,3,1,2,1,4,0,0,0,3,4,3,4,3,4,5,3,4,3,1,1,1,4,2,2,2,1,1,1,26771,13693,29,29,460,0,4,36,0,63.6176245210728,1.24137931034483,1.55555555555556,4,"No News - Experiment","Democrat",15.8620689655172,0.137931034482759,6,1,4.75,6.5,5.75,8.25,73,51,42.75,75,65,55.6875,3,3,2.6875,2,2,2,5,5,3.625,5,5,3.8125,2.2,2.8,2,0.75,3.5,4,1.5,2
"248",578,"Female","Age: 45–54","Education: Junior college",2,5,7,7,6,7,6,6,0,1,0,1,2,7,7,7,7,7,1,8,1,8,5,7,7,4,5,5,5,5,1,5,6,1,99,48,55,99,75,74,99,100,13,99,13,99,99,99,98,7,1,4,4,1,1,NA,NA,7,7,7,7,7,7,5,4,7,1,7,4,1,1,1,1,1,1,7,1,7,6,6,7,7,7,0,6,0,1,2,3,0,1,0,0,4,4,4,4,7,6,7,7,5,2,5,3,6,7,6,1,0,0,1,150048,72243,82,73,672,0,0,0,0,63.7555555555556,0,5.44444444444444,4,"No News - Experiment","Democrat",9.20547945205479,0,6.4,2,5.75,4.25,7,3.75,99,55,60.4375,13,13,31.4375,5,5,3.9375,1,1,1,7,7,4,7,7,5.5,5.4,5.4,1.5,0.25,4,6.75,2.5,4.2
"249",284,"Male","Age: 45–54","Education: High school",5,5,6,4,3,4,3,3,1,1,0,0,0,6,4,5,5,6,4,4,4,4,4,6,6,5,5,6,4,4,4,4,4,68,29,51,54,84,71,77,75,53,53,53,51,53,52,52,51,2,1,2,2,NA,2,NA,2,2,2,2,2,2,2,2,4,2,5,4,5,1,1,1,1,3,1,5,4,5,5,5,3,3,3,4,4,2,2,2,3,3,3,3,3,5,5,5,6,4,4,4,4,2,2,1,1,5,1,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.33333333333333,4,"No News - Control","Republican",NA,NA,3.4,2,5.75,4,5.25,4,68,51,49.1875,53,53,39.75,2,2,2.25,1,1,1.125,2,2,1.75,2,2,1.75,4.8,3.4,2.25,3,5.25,4,1.16666666666667,2.2
"250",354,"Female","Age: 25–34","Education: Bachelor",6,6,7,6,6,3,4,5,0,1,0,1,1,6,3,1,6,5,4,4,2,8,9,5,2,3,6,5,3,4,1,6,7,65,0,39,10,50,55,35,10,59,17,96,17,57,50,51,92,3,NA,3,NA,2,NA,1,NA,2,5,3,3,2,6,3,4,5,5,4,5,5,1,4,4,6,1,5,6,3,5,6,3,2,3,3,6,0,2,0,2,0,2,0,3,6,2,6,7,3,2,5,7,1,1,1,1,3,3,6,3,3,3,2,15683,8803,82,63,297,0,16,4,0,63.5015873015873,0.0634920634920635,3.33333333333333,5,"No News - Experiment","Republican",4.71428571428571,0.253968253968254,4.8,2,3.75,3.75,3.75,4.75,65,39,35.625,59,96,54.625,3,3,2.9375,5,5,3.6875,3,3,2.125,2,2,2.125,5,3.4,1,1.25,5.25,4.25,3.33333333333333,1.4
"251",717,"Female","Age: 25–34","Education: Bachelor",1,1,1,6,5,6,5,5,1,1,1,1,8,7,7,7,7,7,4,8,8,9,3,7,7,7,7,6,4,6,6,7,3,10,100,10,90,100,100,100,80,0,69,0,31,49,48,48,48,7,NA,3,NA,NA,NA,NA,2,3,3,4,4,7,1,1,2,1,1,1,3,3,5,4,4,1,4,7,7,7,6,6,7,7,7,5,6,2,2,0,0,0,0,0,0,3,7,6,5,5,7,7,7,2,2,1,1,4,1,1,1,1,1,0,83845,36691,82,82,1227,5,39,97,0.0609756097560976,63.279945799458,1.18292682926829,4,4,"No News - Experiment","Democrat",14.9634146341463,0.475609756097561,5.4,4,6.75,4.75,7,5.75,100,90,71.5,69,31,37.3125,1,1,1.125,3,3,2.5625,7,7,4.25,3,3,2.75,6.6,6.4,1,0,5.25,6.5,0.833333333333333,2
"252",659,"Male","Age: 18–24","Education: Bachelor",3,4,2,5,6,6,6,6,1,0,0,1,3,6,6,7,4,6,9,5,9,1,8,4,5,5,5,5,7,4,7,1,4,19,30,29,44,70,77,87,23,0,89,10,70,95,77,80,80,4,NA,4,NA,NA,4,3,NA,7,3,7,4,7,4,3,4,5,4,4,4,2,4,3,3,4,4,2,2,1,2,2,6,7,7,6,6,0,1,0,2,0,1,0,5,6,4,6,6,4,2,7,7,2,3,1,1,3,1,1,1,0,0,0,8682,5354,83,82,318,0,4,5,0,63.7067750677507,0.0609756097560976,3.33333333333333,4,"No News - Control","Democrat",3.8780487804878,0.0487804878048781,5.8,2,4.75,5.5,6.25,7.75,30,44,34.8125,89,70,60.75,3,3,2.8125,2,2,2.125,4,4,3.125,7,7,5.125,1.8,6.4,0.75,1.5,5.5,5,0.5,2
"253",145,"Male","Age: 55+","Education: High school",1,0,1,7,6,7,6,6,0,1,0,1,8,4,4,7,5,4,5,9,9,5,8,4,4,7,6,4,5,7,7,5,5,0,99,0,98,91,91,93,83,11,67,6,66,74,99,84,56,7,NA,7,NA,NA,5,6,NA,3,2,4,7,7,1,1,1,1,1,1,1,4,4,2,1,1,7,7,7,7,6,6,1,1,1,0,1,4,4,5,5,6,5,6,5,5,6,6,7,1,5,7,7,2,1,2,2,6,1,3,2,0,2,2,113230,56755,85,58,572,0,679,3001,0,52.0486590038315,51.7413793103448,2.22222222222222,1,"No News - Experiment","Democrat",9.86206896551724,11.7068965517241,6.4,2,4.75,6,4.75,7.75,99,98,71.875,67,66,53.0625,1,1,1,4,4,2.9375,7,7,5.125,3,3,2.9375,6.6,0.8,4.5,5.5,6,5,1.66666666666667,2.6
"254",391,"Female","Age: 55+","Education: Junior college",7,7,7,5,1,5,0,5,0,0,1,1,1,7,7,6,7,4,9,9,1,9,9,6,7,6,7,5,7,7,1,7,7,99,0,99,6,91,99,99,80,13,98,44,96,0,52,0,23,7,NA,7,NA,NA,5,NA,NA,7,4,7,6,6,4,1,1,3,1,3,2,2,2,1,2,1,3,7,7,7,6,6,7,7,7,4,0,0,1,2,2,0,0,0,1,4,4,7,7,6,6,7,7,3,1,3,2,2,2,6,4,0,0,1,41058,18826,81,81,490,0,0,16,0,63.7555555555556,0.197530864197531,3.66666666666667,1,"No News - Experiment","Republican",6.04938271604938,0,3.2,2,6,5.5,6,7,99,99,72.8125,13,44,19.1875,1,1,1.3125,2,2,1.6875,7,7,5,7,7,5.1875,6.6,5,1.25,0.25,5.5,6.5,2.16666666666667,2.2
"255",439,"Female","Age: 18–24","Education: Junior college",2,3,2,3,4,3,4,5,0,1,0,1,2,5,5,6,5,6,4,4,4,4,4,7,5,7,5,7,2,2,5,6,2,52,53,49,53,53,52,77,60,44,94,26,60,49,57,63,45,4,NA,4,NA,NA,NA,NA,4,6,2,3,2,4,1,5,4,4,5,3,4,2,4,4,4,3,4,4,1,3,2,2,6,6,4,4,5,0,1,1,0,1,2,3,3,4,3,5,4,3,2,4,4,2,2,1,1,4,2,6,1,3,1,4,11818,5567,82,45,192,0,1,3,0,63.7333333333334,0.0666666666666667,4.66666666666667,6,"No News - Control","Democrat",4.26666666666667,0.0222222222222222,3.8,2,6.5,2.75,5.5,4,53,53,41.875,94,60,52.125,5,5,3.75,2,2,2.1875,4,4,3.25,6,6,3.875,2.4,5,0.5,2.25,4,3.25,2.83333333333333,2
"256",450,"Female","Age: 25–34","Education: Bachelor",1,2,1,6,2,2,2,2,0,0,0,1,3,7,5,7,4,5,9,9,9,9,9,7,4,5,7,3,7,7,7,7,7,18,66,17,68,100,75,100,81,0,90,7,90,99,99,99,95,4,NA,4,NA,7,NA,7,NA,1,1,1,1,1,1,4,4,1,2,1,3,3,3,2,2,2,2,4,4,4,5,6,3,3,5,4,2,2,2,1,1,6,6,6,6,5,3,6,7,5,2,6,7,2,1,2,1,1,4,4,1,2,2,2,8148,6629,81,57,255,0,39,164,0,63.0713450292398,2.87719298245614,1.77777777777778,2,"No News - Control","Democrat",4.47368421052632,0.684210526315789,2.8,1,4.75,7,6,9,66,68,56,90,90,69.75,4,4,2.6875,3,3,2.25,4,4,4,1,1,1,4.6,3.4,1.5,6,5.25,5,2.5,1.4
"257",403,"Male","Age: 55+","Education: Bachelor",2,3,1,5,0,5,2,5,1,0,0,0,2,5,5,6,7,6,8,4,9,9,8,7,6,6,7,6,6,4,7,7,6,18,65,17,51,61,82,85,60,20,50,50,0,50,50,80,50,3,NA,4,NA,4,NA,NA,NA,1,1,1,1,6,1,4,5,4,6,3,5,4,4,6,6,4,4,2,4,2,2,3,3,2,1,6,1,0,0,0,3,0,0,0,0,4,5,2,4,6,6,7,7,1,1,1,1,5,1,4,3,3,3,1,53514,29728,84,83,1077,4,81,900,0.0481927710843374,62.7796519410978,10.8433734939759,4.11111111111111,3,"No News - Experiment","Democrat",12.9759036144578,0.975903614457831,3.4,1,6.25,5.75,5.5,7.25,65,51,47.25,50,0,27.125,4,4,3.375,4,4,3.5,3,3,2.75,1,1,1.3125,2.6,2.6,0.75,0,3.75,6.5,2.5,1.8
"258",314,"Female","Age: 25–34","Education: High school",7,10,7,6,5,4,4,5,1,0,0,1,3,6,7,1,7,7,9,5,9,9,5,4,7,1,7,7,7,4,7,7,4,96,23,96,15,99,99,95,99,2,52,1,51,97,54,97,38,6,NA,7,NA,NA,7,7,NA,4,3,7,4,7,3,1,1,1,1,1,2,3,4,2,4,1,4,7,7,7,6,6,3,1,1,2,4,6,5,6,6,1,1,1,2,7,7,7,4,3,4,5,5,1,1,1,1,4,1,1,2,1,2,1,21052,9531,80,78,469,0,0,0,0,63.7555555555556,0,2.88888888888889,7,"No News - Experiment","Republican",6.01282051282051,0,4.8,2,4.75,5.5,5.25,7,96,96,72.75,2,1,18.875,1,1,1.0625,3,3,2.4375,6,6,5,4,4,3.5625,6.6,2.2,5.75,1.25,6.25,4.25,1.33333333333333,1.6
"259",87,"Female","Age: 55+","Education: High school",4,5,4,5,4,1,5,5,0,1,0,1,4,4,4,4,4,4,1,9,1,9,9,4,4,4,4,4,7,7,1,7,7,81,85,78,81,88,74,75,72,100,0,100,0,100,100,100,100,4,4,4,4,4,NA,NA,NA,7,7,7,7,7,7,1,1,1,2,1,2,1,1,1,1,1,1,4,4,4,3,3,7,7,7,6,6,3,3,3,3,1,5,5,5,4,4,4,4,5,7,7,7,1,1,1,1,7,1,1,3,3,3,0,2754,1334,82,46,104,0,0,40,0,63.7555555555556,0.869565217391304,2.44444444444444,4,"No News - Experiment","Democrat",2.26086956521739,0,4,2,4,5.5,4,5,85,81,61.0625,0,0,25.25,1,1,1.125,1,1,1,4,4,3.25,7,7,5.5,3.6,6.6,3,4,4,6.5,1.83333333333333,2.2
"260",656,"Male","Age: 45–54","Education: Bachelor",5,7,7,7,6,6,6,6,0,1,0,0,2,6,4,2,5,7,3,9,4,9,9,6,3,2,6,7,6,7,6,7,7,40,22,66,4,85,50,50,95,94,0,98,0,78,92,87,95,4,NA,4,NA,5,4,NA,NA,7,7,3,6,6,7,3,4,5,5,5,2,2,1,3,2,2,2,3,3,5,2,1,7,7,7,6,6,0,0,0,0,1,1,1,0,4,4,6,7,6,6,6,7,3,2,2,4,7,3,4,3,4,4,3,62133,38094,82,82,637,0,18,0,0,63.5360433604337,0,3.77777777777778,6,"No News - Control","Republican",7.76829268292683,0.219512195121951,6.2,1,4.5,6.5,4.75,6.25,40,66,44.25,94,98,70.25,3,3,2.8125,2,2,1.8125,4,4,3.375,7,7,5.125,2.8,6.6,0,0.75,5.25,6.25,3.5,3.6
"261",179,"Male","Age: 45–54","Education: Junior college",2,2,1,6,5,6,6,5,0,0,1,1,7,4,5,5,7,4,5,9,5,9,3,7,6,6,7,4,4,6,5,7,2,0,80,0,40,82,90,100,45,27,56,24,59,70,85,71,45,6,NA,4,NA,NA,NA,7,4,1,1,2,2,2,1,1,5,1,4,1,5,3,3,3,2,2,4,7,7,7,6,6,1,1,1,0,0,0,0,0,0,4,5,4,5,5,5,7,7,2,4,5,5,1,2,1,1,4,2,3,3,1,0,3,12566,5845,81,28,207,0,0,0,0,63.7555555555556,0,5.44444444444444,3,"No News - Experiment","Democrat",7.39285714285714,0,5.6,2,5.75,4.25,4.5,5.5,80,40,50.0625,56,59,45.9375,1,1,1.4375,3,3,2.4375,6,6,4.625,1,1,1.1875,6.6,0.6,0,4.5,6,4,2,1.8
"262",668,"Female","Age: 45–54","Education: High school",1,1,1,4,3,2,3,3,0,1,0,0,2,7,7,7,7,7,5,5,1,5,8,7,6,7,7,6,4,6,7,6,5,0,95,9,70,98,88,91,90,100,36,100,23,100,99,100,100,6,NA,5,NA,NA,NA,6,NA,5,7,4,4,7,4,1,2,1,2,1,2,1,1,4,2,1,2,6,7,7,5,6,6,6,5,5,3,0,0,0,6,4,5,5,5,5,2,7,7,5,4,5,4,1,2,1,2,7,4,4,4,4,5,5,38937,15599,81,81,207,0,0,0,0,63.7555555555556,0,3.22222222222222,4,"No News - Experiment","Democrat",2.55555555555556,0,3,1,6.5,5.5,7,4.75,95,70,64.4375,36,23,39.9375,1,1,1.125,1,1,1.3125,6,6,4.75,5,5,3.9375,6.2,5,1.5,4.75,5.25,4.5,4.33333333333333,2.6
"263",270,"Female","Age: 18–24","Education: Bachelor",1,0,1,6,6,5,6,6,0,1,1,0,7,5,7,7,3,4,9,9,9,2,9,6,7,7,6,5,7,6,6,7,6,7,32,2,70,76,99,83,50,49,47,17,60,89,67,68,70,2,NA,2,NA,NA,NA,7,1,3,3,5,3,3,3,5,5,3,2,1,7,3,4,3,4,5,4,1,1,1,0,5,7,7,5,6,6,5,5,6,4,1,1,1,1,2,5,6,6,4,2,7,7,1,2,1,1,7,1,1,1,2,2,1,4222,1650,81,63,192,0,2,14,0,63.7238095238096,0.222222222222222,1.11111111111111,2,"No News - Experiment","Democrat",3.04761904761905,0.0317460317460317,5.8,2,6.25,6.25,5.75,9,32,70,45,47,60,45.375,5,5,3.5625,3,3,2.75,2,2,2.25,3,3,2.625,1.6,6.2,5,1,4.75,5,1.33333333333333,2.4
"264",356,"Female","Age: 25–34","Education: High school",6,7,6,6,6,1,6,6,1,1,0,0,3,7,7,1,7,7,4,4,4,8,9,7,6,1,7,7,4,4,4,6,7,90,5,87,21,99,89,96,97,71,20,88,7,51,49,49,55,5,NA,4,NA,NA,NA,7,NA,1,1,1,1,1,1,1,1,1,1,1,1,5,3,4,4,4,3,6,6,5,2,6,1,1,1,1,2,0,0,0,0,1,1,1,3,7,7,7,7,1,4,6,6,8,1,1,1,2,1,1,1,0,0,0,19188,10531,84,44,373,0,2,11,0,63.7101010101011,0.25,5.11111111111111,6,"No News - Control","Republican",8.47727272727273,0.0454545454545455,5,2,5.25,4.75,5.5,5.25,90,87,68.3125,71,88,52.75,1,1,1,5,5,3.6875,5,5,4.5,1,1,1,5,1.2,0,1.5,7,4.25,0.5,2.6
